Design,nRAS,nBTBEntries,nBHTEntries,nICacheSets,nICacheWays,nICacheTLBWays,MulDivUnroll,useVM,nDCacheSets,nDCacheWays,nDCacheTLBWays,nMSHRs,chipfinish_Total_Area,cts_Total_Area,floorplan_Total_Area,placement_Total_Area,route_Total_Area,chipfinish_Fast_Total_Power(nW),chipfinish_Slow_Total_Power(nW),chipfinish_Typical_Total_Power(nW),cts_Fast_Total_Power(nW),cts_Slow_Total_Power(nW),cts_Typical_Total_Power(nW),floorplan_Fast_Total_Power(nW),floorplan_Slow_Total_Power(nW),floorplan_Typical_Total_Power(nW),placement_Fast_Total_Power(nW),placement_Slow_Total_Power(nW),placement_Typical_Total_Power(nW),route_Fast_Total_Power(nW),route_Slow_Total_Power(nW),route_Typical_Total_Power(nW),chipfinish_FUNC_Fast_(Setup)_WNS,chipfinish_FUNC_Slow_(Setup)_WNS,chipfinish_FUNC_Typical_(Setup)_WNS,cts_FUNC_Fast_(Setup)_WNS,cts_FUNC_Slow_(Setup)_WNS,cts_FUNC_Typical_(Setup)_WNS,floorplan_FUNC_Fast_(Setup)_WNS,floorplan_FUNC_Slow_(Setup)_WNS,floorplan_FUNC_Typical_(Setup)_WNS,floorplan.zwlm_FUNC_Fast_(Setup)_WNS,floorplan.zwlm_FUNC_Slow_(Setup)_WNS,floorplan.zwlm_FUNC_Typical_(Setup)_WNS,placement_FUNC_Fast_(Setup)_WNS,placement_FUNC_Slow_(Setup)_WNS,placement_FUNC_Typical_(Setup)_WNS,route_FUNC_Fast_(Setup)_WNS,route_FUNC_Slow_(Setup)_WNS,route_FUNC_Typical_(Setup)_WNS,route.no_si_FUNC_Fast_(Setup)_WNS,route.no_si_FUNC_Slow_(Setup)_WNS,route.no_si_FUNC_Typical_(Setup)_WNS,Frequency
RocketTile_43,3.0,56.0,1024.0,32.0,2.0,16.0,8.0,0.0,64.0,2.0,16.0,1.0,35735.1696,35735.1696,35735.1696,35735.1696,35735.1696,5525800.0,1004300.0,1793500.0,5497600.0,994410.0,1776800.0,74599000.0,46443000.0,58020000.0,73338000.0,47273000.0,57842000.0,5523100.0,1003800.0,1792200.0,6.5788,2.1258,5.4321,6.5021,2.2839,5.3718,-178.4764,-364.7286,-218.8812,7.0564,3.4934,6.0848,6.4402,2.5296,5.3073,6.5984,2.167,5.4574,6.6185,2.1872,5.4736,100
RocketTile_44,0.0,56.0,1024.0,64.0,4.0,20.0,8.0,0.0,64.0,1.0,16.0,1.0,43767.3542,43767.3542,43767.3542,43767.3542,43767.3542,6978000.0,1047200.0,2020200.0,6957500.0,1039900.0,2008200.0,8049100.0,980870.0,2106600.0,6887300.0,1026300.0,1940500.0,6974500.0,1046500.0,2018500.0,6.6083,2.137,5.4679,6.5384,2.3201,5.4188,6.6909,2.786,5.6383,7.084,3.5636,6.1229,6.4953,2.554,5.3673,6.6262,2.1762,5.4919,6.6499,2.2011,5.5121,100
RocketTile_45,12.0,42.0,128.0,64.0,2.0,12.0,4.0,0.0,64.0,4.0,20.0,3.0,51146.7566,51146.7566,51146.7566,51146.7566,51146.7566,8011700.0,1316600.0,2468500.0,7976300.0,1306200.0,2449600.0,9240000.0,1242800.0,2568500.0,7957500.0,1313900.0,2387800.0,8007900.0,1315900.0,2466800.0,6.6491,2.1905,5.5138,6.5899,2.3695,5.4681,6.6746,2.675,5.5996,7.0475,3.4568,6.0672,6.539,2.6634,5.4196,6.6614,2.2177,5.5296,6.6897,2.2432,5.5528,100
RocketTile_46,6.0,28.0,1024.0,32.0,1.0,4.0,8.0,0.0,64.0,1.0,8.0,1.0,25370.2714,25370.2714,25370.2714,25370.2714,25370.2714,3873900.0,730970.0,1288600.0,3850300.0,721720.0,1273800.0,72873000.0,46178000.0,57516000.0,71674000.0,46998000.0,57342000.0,3873500.0,730920.0,1288300.0,6.6044,2.1497,5.4596,6.5608,2.3866,5.4456,-178.6417,-364.3972,-218.7928,7.0506,3.4766,6.0749,6.5239,2.6658,5.4041,6.6216,2.1869,5.4815,6.6538,2.2242,5.5119,100
RocketTile_47,3.0,28.0,128.0,32.0,4.0,12.0,8.0,0.0,32.0,2.0,28.0,3.0,43011.2333,43011.2333,43011.2333,43011.2333,43011.2333,7205200.0,1438100.0,2519200.0,7176300.0,1428500.0,2502900.0,8402000.0,1362600.0,2614900.0,7123900.0,1426100.0,2431800.0,7202000.0,1437400.0,2517700.0,6.5576,2.0182,5.3955,6.4706,2.1757,5.3257,6.6841,2.713,5.6141,7.0506,3.4675,6.073,6.4558,2.5175,5.3203,6.5756,2.0539,5.418,6.6006,2.0796,5.4394,100
RocketTile_48,0.0,56.0,256.0,32.0,2.0,32.0,4.0,1.0,64.0,1.0,4.0,1.0,30564.2938,30564.2938,30564.2938,30564.2938,30564.2938,4630600.0,765390.0,1435700.0,4596000.0,754420.0,1415900.0,5835200.0,697070.0,1537700.0,4572900.0,774540.0,1357100.0,4628500.0,765010.0,1434800.0,6.562,2.0889,5.4105,6.4886,2.271,5.3594,6.6858,2.7255,5.6174,7.0594,3.4837,6.085,6.4964,2.6137,5.3753,6.575,2.1219,5.4287,6.5947,2.1378,5.4423,100
RocketTile_49,0.0,0.0,0.0,64.0,1.0,12.0,8.0,1.0,64.0,1.0,8.0,1.0,27420.876,27420.876,27420.876,27420.876,27420.876,4029200.0,610720.0,1183400.0,3998000.0,599910.0,1164700.0,5204000.0,541000.0,1281700.0,3950700.0,609810.0,1100000.0,4027400.0,610190.0,1182400.0,6.5456,2.0533,5.3911,6.4783,2.2198,5.3377,6.6385,2.6108,5.5515,7.0494,3.4679,6.0731,6.4549,2.4881,5.315,6.5627,2.0885,5.4119,6.5904,2.1143,5.4346,100
RocketTile_50,0.0,14.0,0.0,32.0,1.0,16.0,4.0,1.0,64.0,4.0,4.0,3.0,44159.8608,44159.8608,44159.8608,44159.8608,44159.8608,6881000.0,1223100.0,2242000.0,6846300.0,1211800.0,2221900.0,8096800.0,1146700.0,2333100.0,6798300.0,1225400.0,2146100.0,6877500.0,1222200.0,2240200.0,6.5386,1.9813,5.3719,6.4786,2.1889,5.3347,6.6946,2.7518,5.636,7.0829,3.5589,6.1218,6.4259,2.4628,5.285,6.5574,2.0217,5.3965,6.5835,2.051,5.4188,100
RocketTile_51,9.0,0.0,1024.0,64.0,1.0,12.0,8.0,0.0,32.0,1.0,12.0,2.0,24777.4349,24777.4349,24777.4349,24777.4349,24777.4349,3816000.0,656770.0,1220300.0,3793600.0,649440.0,1207500.0,4880000.0,606760.0,1320100.0,3755200.0,654890.0,1158100.0,3814500.0,656530.0,1219700.0,6.5463,2.0263,5.3863,6.4968,2.2572,5.3649,6.7496,2.8729,5.7019,7.0829,3.5608,6.1216,6.4582,2.5019,5.3206,6.5641,2.0648,5.4102,6.5934,2.0969,5.4366,100
RocketTile_52,9.0,14.0,256.0,64.0,1.0,12.0,8.0,0.0,64.0,2.0,4.0,2.0,32580.0691,32580.0691,32580.0691,32580.0691,32580.0691,4965300.0,827370.0,1544900.0,4940500.0,818470.0,1529800.0,6085000.0,771450.0,1645600.0,4902300.0,826310.0,1476100.0,4964600.0,826950.0,1544000.0,6.5658,2.0475,5.4066,6.5207,2.2666,5.3842,6.6716,2.7157,5.6024,7.07,3.509,6.1018,6.4927,2.57,5.3625,6.5839,2.0846,5.4287,6.6088,2.1111,5.4511,100
RocketTile_53,6.0,14.0,128.0,32.0,1.0,12.0,4.0,1.0,32.0,4.0,20.0,3.0,39334.1861,39334.1861,39334.1861,39334.1861,39334.1861,6351600.0,1263000.0,2233600.0,6315100.0,1250800.0,2211500.0,7597800.0,1182300.0,2319300.0,6285400.0,1265500.0,2128600.0,6350200.0,1262200.0,2232200.0,6.611,2.1458,5.4699,6.5336,2.3174,5.4074,6.7034,2.815,5.6526,7.083,3.5611,6.122,6.457,2.5098,5.3189,6.6247,2.1758,5.4873,6.6494,2.201,5.5088,100
RocketTile_54,9.0,28.0,0.0,64.0,2.0,24.0,4.0,1.0,32.0,2.0,24.0,2.0,37774.4472,37774.4472,37774.4472,37774.4472,37774.4472,5956000.0,1005100.0,1871400.0,5921900.0,994260.0,1852200.0,7158300.0,929600.0,1968300.0,5904500.0,1008400.0,1790100.0,5953300.0,1004500.0,1870200.0,6.5832,2.1054,5.4294,6.5075,2.2784,5.3751,6.7187,2.7886,5.6608,7.0558,3.5012,6.0846,6.4877,2.5948,5.3668,6.602,2.1423,5.453,6.6121,2.15,5.4594,100
RocketTile_55,3.0,56.0,512.0,32.0,1.0,8.0,4.0,1.0,32.0,1.0,8.0,3.0,29551.153,29551.153,29551.153,29551.153,29551.153,4877100.0,979100.0,1733100.0,4835700.0,965050.0,1709300.0,6177100.0,891040.0,1831500.0,4746100.0,975830.0,1623600.0,4877200.0,978620.0,1732300.0,6.5858,2.099,5.4356,6.5075,2.2638,5.3778,6.7353,2.8026,5.6765,7.0495,3.4711,6.0731,6.4858,2.5988,5.3647,6.6037,2.1363,5.4577,6.6223,2.1537,5.4736,100
RocketTile_56,0.0,28.0,256.0,64.0,1.0,16.0,8.0,0.0,64.0,1.0,8.0,3.0,27595.0224,27595.0224,27595.0224,27595.0224,27595.0224,4378900.0,778630.0,1437200.0,4349000.0,770680.0,1422300.0,5394100.0,725200.0,1526500.0,4308700.0,777180.0,1371400.0,4376900.0,778260.0,1436300.0,6.6346,2.2112,5.4958,6.5599,2.3732,5.4404,6.6663,2.7321,5.6078,7.083,3.5664,6.1215,6.5101,2.598,5.3825,6.6519,2.2504,5.5187,6.6748,2.2713,5.5374,100
RocketTile_57,12.0,28.0,256.0,32.0,4.0,8.0,4.0,1.0,64.0,1.0,4.0,2.0,42360.421,42360.421,42360.421,42360.421,42360.421,6911300.0,1286000.0,2313300.0,6877500.0,1273900.0,2292400.0,8276300.0,1204600.0,2423300.0,6837300.0,1287500.0,2215200.0,6908200.0,1285300.0,2311900.0,6.5777,2.0962,5.4263,6.5129,2.2808,5.3858,6.673,2.6907,5.5964,7.0515,3.4695,6.075,6.4906,2.5471,5.3605,6.5952,2.1347,5.4485,6.6174,2.1444,5.4682,100
RocketTile_58,3.0,28.0,0.0,32.0,2.0,4.0,4.0,1.0,32.0,4.0,12.0,3.0,42623.8704,42623.8704,42623.8704,42623.8704,42623.8704,6902100.0,1369000.0,2405500.0,6867500.0,1358500.0,2386800.0,8119600.0,1291400.0,2501400.0,6827700.0,1367500.0,2319300.0,6899000.0,1368400.0,2404100.0,6.5264,1.9849,5.366,6.4611,2.1718,5.3185,6.7192,2.7857,5.6599,7.057,3.4888,6.0841,6.4387,2.5027,5.3043,6.5454,2.0254,5.3899,6.5711,2.0529,5.4106,100
RocketTile_59,3.0,42.0,512.0,64.0,2.0,16.0,4.0,0.0,64.0,4.0,4.0,3.0,51358.6598,51358.6598,51358.6598,51358.6598,51358.6598,8149300.0,1380000.0,2556800.0,8122200.0,1370200.0,2539600.0,9378300.0,1303200.0,2649600.0,8071300.0,1364800.0,2463400.0,8145400.0,1379200.0,2555100.0,6.5384,2.0454,5.3801,6.4793,2.2342,5.3422,6.667,2.677,5.5929,7.0506,3.4678,6.073,6.478,2.591,5.3493,6.5552,2.0831,5.4044,6.5798,2.1024,5.4245,100
RocketTile_60,12.0,0.0,0.0,64.0,2.0,28.0,4.0,0.0,32.0,1.0,8.0,3.0,32411.34,32411.34,32411.34,32411.34,32411.34,5278300.0,931260.0,1716100.0,5254500.0,923620.0,1702800.0,6383300.0,869840.0,1812300.0,5223600.0,923640.0,1647900.0,5276100.0,930830.0,1715100.0,6.576,2.1344,5.4357,6.5279,2.3308,5.4059,6.701,2.7473,5.6375,7.0546,3.478,6.0804,6.5056,2.635,5.386,6.5948,2.1735,5.4577,6.632,2.2133,5.492,100
RocketTile_61,9.0,28.0,128.0,64.0,2.0,28.0,4.0,1.0,32.0,1.0,24.0,2.0,35622.9662,35622.9662,35622.9662,35622.9662,35622.9662,5660700.0,930960.0,1761800.0,5627300.0,918450.0,1740300.0,7008700.0,846420.0,1869100.0,5572000.0,936570.0,1661700.0,5658200.0,930490.0,1760700.0,6.584,2.1242,5.4437,6.5308,2.3259,5.4098,6.6591,2.6844,5.5855,7.0761,3.5219,6.1099,6.4804,2.5756,5.3569,6.6001,2.1573,5.4649,6.6265,2.1768,5.4835,100
RocketTile_62,3.0,56.0,128.0,64.0,4.0,20.0,4.0,0.0,64.0,2.0,8.0,3.0,53718.4872,53718.4872,53718.4872,53718.4872,53718.4872,8752700.0,1432600.0,2694000.0,8728300.0,1422600.0,2677700.0,9991700.0,1355200.0,2793500.0,8702400.0,1425800.0,2610800.0,8748600.0,1431800.0,2692100.0,6.5288,1.9627,5.3652,6.4708,2.1744,5.3292,6.7631,2.8879,5.7183,7.0668,3.5141,6.0988,6.4184,2.4354,5.2756,6.5474,2.0022,5.3892,6.5801,2.037,5.4187,100
RocketTile_63,9.0,28.0,1024.0,64.0,1.0,12.0,4.0,0.0,32.0,2.0,28.0,3.0,32202.1181,32202.1181,32202.1181,32202.1181,32202.1181,5338000.0,1081300.0,1885400.0,5307200.0,1070900.0,1867700.0,74427000.0,46520000.0,58118000.0,73108000.0,47349000.0,57926000.0,5336900.0,1081000.0,1884600.0,6.4888,1.8843,5.3158,6.4128,2.0776,5.2614,-178.6353,-365.0809,-219.0279,7.0532,3.48,6.0777,6.4125,2.4269,5.2679,6.5043,1.9169,5.3356,6.5259,1.9356,5.3528,100
RocketTile_64,3.0,56.0,0.0,64.0,1.0,16.0,8.0,1.0,32.0,4.0,24.0,2.0,38689.5024,38689.5024,38689.5024,38689.5024,38689.5024,6060100.0,1101300.0,1987800.0,6024300.0,1089700.0,1967900.0,7226100.0,1021900.0,2076400.0,5964200.0,1099900.0,1896900.0,6057300.0,1100500.0,1986400.0,6.5032,1.9119,5.3325,6.4623,2.1757,5.3202,6.6802,2.7347,5.6138,7.0559,3.5002,6.0862,6.4316,2.4728,5.2921,6.5232,1.9541,5.3578,6.5575,1.996,5.3907,100
RocketTile_65,9.0,28.0,128.0,32.0,1.0,32.0,8.0,1.0,32.0,4.0,8.0,2.0,38779.2432,38779.2432,38779.2432,38779.2432,38779.2432,6081800.0,1149000.0,2051600.0,6041100.0,1135800.0,2028800.0,7494500.0,1068600.0,2174100.0,6022000.0,1159100.0,1957000.0,6079200.0,1148100.0,2050000.0,6.5578,2.0474,5.3995,6.4836,2.2151,5.3421,6.6266,2.5881,5.542,7.0519,3.4807,6.0766,6.4776,2.5215,5.3412,6.5766,2.0894,5.4243,6.6006,2.1124,5.4439,100
RocketTile_66,6.0,42.0,0.0,64.0,4.0,20.0,8.0,0.0,64.0,1.0,20.0,2.0,45071.0582,45071.0582,45071.0582,45071.0582,45071.0582,7370400.0,1150200.0,2205700.0,7343000.0,1142200.0,2190600.0,8428700.0,1086000.0,2285200.0,7268300.0,1136300.0,2121600.0,7366800.0,1149400.0,2204000.0,6.4818,1.9032,5.3083,6.4263,2.1117,5.2746,6.7029,2.7728,5.6407,7.0511,3.4791,6.0756,6.3885,2.4058,5.2428,6.5001,1.9421,5.333,6.5287,1.9718,5.3561,100
RocketTile_67,6.0,42.0,1024.0,64.0,2.0,4.0,8.0,0.0,32.0,4.0,28.0,2.0,44824.2984,44824.2984,44824.2984,44824.2984,44824.2984,7256600.0,1348700.0,2399300.0,7233900.0,1339200.0,2384500.0,76411000.0,46789000.0,58643000.0,75046000.0,47617000.0,58445000.0,7252900.0,1348000.0,2397600.0,6.4599,1.8443,5.2783,6.4068,2.0661,5.2503,-178.7999,-365.025,-219.0232,7.0514,3.4758,6.0764,6.394,2.4031,5.2449,6.4778,1.8809,5.3009,6.5082,1.9131,5.3279,100
RocketTile_68,6.0,14.0,0.0,32.0,4.0,4.0,4.0,1.0,64.0,4.0,12.0,2.0,55823.2646,55823.2646,55823.2646,55823.2646,55823.2646,8877100.0,1571300.0,2852500.0,8844000.0,1560500.0,2833900.0,10102000.0,1488200.0,2943200.0,8790700.0,1557600.0,2754100.0,8873200.0,1570600.0,2850800.0,6.4992,1.8862,5.3244,6.4308,2.075,5.2739,6.7373,2.8407,5.6861,7.0555,3.4999,6.085,6.4009,2.4135,5.2528,6.515,1.9183,5.3436,6.5413,1.9453,5.366,100
RocketTile_69,9.0,28.0,128.0,32.0,1.0,8.0,4.0,1.0,64.0,2.0,20.0,2.0,33664.3459,33664.3459,33664.3459,33664.3459,33664.3459,5149500.0,889910.0,1652300.0,5110700.0,877550.0,1630500.0,6465000.0,815900.0,1761000.0,5070600.0,900890.0,1559100.0,5146800.0,889130.0,1650800.0,6.6653,2.2536,5.5346,6.597,2.4041,5.4788,6.7856,2.9443,5.7542,7.0841,3.5591,6.1234,6.5431,2.6643,5.422,6.6753,2.277,5.5478,6.7039,2.312,5.5794,100
RocketTile_70,0.0,42.0,0.0,64.0,1.0,16.0,4.0,0.0,64.0,2.0,4.0,3.0,32728.6066,32728.6066,32728.6066,32728.6066,32728.6066,5114500.0,890580.0,1642900.0,5088100.0,883080.0,1629700.0,6190800.0,834960.0,1742000.0,5063200.0,888680.0,1581200.0,5112200.0,890090.0,1641800.0,6.5973,2.143,5.454,6.5414,2.3299,5.4183,6.6843,2.7474,5.626,7.0841,3.5718,6.123,6.5091,2.6033,5.3838,6.6134,2.1753,5.4711,6.6441,2.21,5.5,100
RocketTile_71,3.0,56.0,128.0,32.0,1.0,16.0,8.0,1.0,64.0,2.0,20.0,2.0,34507.3349,34507.3349,34507.3349,34507.3349,34507.3349,5299500.0,906090.0,1691700.0,5246700.0,892000.0,1663400.0,6603300.0,823270.0,1787400.0,5208800.0,917850.0,1588600.0,5298300.0,905470.0,1690500.0,6.6288,2.1559,5.4878,6.5426,2.3227,5.4168,6.7399,2.8323,5.6849,7.0499,3.4683,6.0732,6.4905,2.5479,5.3575,6.6428,2.1859,5.5061,6.6633,2.206,5.5222,100
RocketTile_72,6.0,28.0,0.0,32.0,4.0,32.0,4.0,1.0,64.0,2.0,4.0,1.0,44800.1669,44800.1669,44800.1669,44800.1669,44800.1669,7105800.0,1231400.0,2262200.0,7064500.0,1219500.0,2239900.0,8362200.0,1144700.0,2345500.0,7005800.0,1224700.0,2151500.0,7102200.0,1230700.0,2260500.0,6.5652,2.0633,5.4191,6.5219,2.2723,5.3912,6.6961,2.7584,5.636,7.0841,3.5474,6.1234,6.4677,2.5394,5.3391,6.5831,2.1014,5.4396,6.6145,2.1298,5.4662,100
RocketTile_73,9.0,42.0,0.0,32.0,1.0,24.0,4.0,1.0,64.0,1.0,24.0,1.0,25856.1576,25856.1576,25856.1576,25856.1576,25856.1576,3765300.0,608160.0,1147900.0,3730000.0,597090.0,1128700.0,4959200.0,543220.0,1256900.0,3711800.0,615170.0,1076200.0,3763600.0,607680.0,1146900.0,6.6261,2.161,5.4906,6.5549,2.3399,5.4371,6.7031,2.7784,5.6397,7.0562,3.5056,6.0857,6.5219,2.6202,5.4026,6.6403,2.1924,5.5084,6.6671,2.2249,5.5327,100
RocketTile_74,0.0,14.0,512.0,64.0,4.0,16.0,8.0,1.0,32.0,4.0,4.0,1.0,56044.6344,56044.6344,56044.6344,56044.6344,56044.6344,9016900.0,1471400.0,2747500.0,8980200.0,1459700.0,2726800.0,10291000.0,1383600.0,2839200.0,8919600.0,1457500.0,2643100.0,9012600.0,1470600.0,2745600.0,6.5296,1.9969,5.3708,6.4615,2.1815,5.32,6.7218,2.8249,5.6664,7.083,3.5469,6.122,6.4588,2.5206,5.3254,6.5454,2.0329,5.3903,6.5755,2.0593,5.4134,100
RocketTile_75,3.0,0.0,0.0,64.0,2.0,32.0,8.0,1.0,32.0,2.0,20.0,1.0,36489.9773,36489.9773,36489.9773,36489.9773,36489.9773,5634500.0,890640.0,1690800.0,5594000.0,878600.0,1669900.0,6840700.0,813360.0,1786500.0,5547100.0,892060.0,1602300.0,5631900.0,890150.0,1689700.0,6.5429,2.022,5.3876,6.4788,2.2247,5.3462,6.5871,2.5566,5.4979,7.0507,3.4721,6.0739,6.4428,2.491,5.3061,6.56,2.058,5.4096,6.5813,2.0825,5.4288,100
RocketTile_76,9.0,28.0,256.0,32.0,1.0,32.0,8.0,1.0,64.0,2.0,32.0,3.0,35955.5544,35955.5544,35955.5544,35955.5544,35955.5544,5690100.0,1049200.0,1906300.0,5654900.0,1035900.0,1883900.0,7080500.0,967390.0,2023600.0,5625000.0,1059600.0,1811600.0,5687100.0,1048400.0,1904700.0,6.5673,2.0971,5.4138,6.501,2.2857,5.3713,6.6136,2.5791,5.5271,7.0525,3.4786,6.0768,6.496,2.6091,5.3717,6.5849,2.1357,5.4369,6.6071,2.1572,5.4564,100
RocketTile_77,6.0,0.0,128.0,64.0,2.0,12.0,4.0,0.0,64.0,2.0,8.0,1.0,36289.6747,36289.6747,36289.6747,36289.6747,36289.6747,5457700.0,811410.0,1568100.0,5430800.0,803690.0,1554400.0,6540300.0,757970.0,1669600.0,5425500.0,803580.0,1508000.0,5455100.0,810910.0,1566900.0,6.6378,2.1946,5.4944,6.5618,2.3713,5.4415,6.751,2.8382,5.698,7.0523,3.4749,6.0759,6.5327,2.681,5.4161,6.656,2.2317,5.517,6.6695,2.2476,5.5287,100
RocketTile_78,0.0,56.0,0.0,64.0,1.0,20.0,8.0,0.0,32.0,1.0,8.0,3.0,26158.0478,26158.0478,26158.0478,26158.0478,26158.0478,4173400.0,770160.0,1408400.0,4148100.0,762850.0,1394500.0,5256700.0,721800.0,1509000.0,4115900.0,775250.0,1347400.0,4171900.0,769900.0,1407700.0,6.584,2.144,5.4616,6.5355,2.3287,5.415,6.6906,2.7384,5.6235,7.0527,3.4816,6.078,6.5158,2.6361,5.3989,6.5981,2.1783,5.4847,6.6404,2.2027,5.5015,100
RocketTile_79,12.0,28.0,512.0,64.0,1.0,32.0,4.0,1.0,64.0,1.0,8.0,3.0,32898.1565,32898.1565,32898.1565,32898.1565,32898.1565,5324000.0,978350.0,1787000.0,5279200.0,963530.0,1761100.0,6639500.0,891960.0,1887100.0,5236500.0,979210.0,1681700.0,5320100.0,977250.0,1784800.0,6.5772,2.1039,5.4258,6.5281,2.322,5.4021,6.7453,2.8507,5.6927,7.0511,3.476,6.0756,6.4687,2.5722,5.3399,6.5943,2.1403,5.4474,6.6213,2.1718,5.4727,100
RocketTile_80,0.0,42.0,128.0,32.0,1.0,12.0,8.0,1.0,64.0,2.0,24.0,3.0,33794.388,33794.388,33794.388,33794.388,33794.388,5339400.0,983170.0,1786300.0,5299500.0,971700.0,1765800.0,6529000.0,903470.0,1876200.0,5228400.0,981400.0,1690000.0,5337300.0,982430.0,1784900.0,6.5525,2.0164,5.3908,6.4999,2.2215,5.3582,6.6882,2.7299,5.6231,7.0557,3.4879,6.0819,6.4385,2.4391,5.2876,6.5725,2.0601,5.4166,6.5954,2.0793,5.4351,100
RocketTile_81,9.0,14.0,0.0,32.0,2.0,4.0,4.0,0.0,32.0,4.0,4.0,1.0,37230.6672,37230.6672,37230.6672,37230.6672,37230.6672,5746500.0,1061800.0,1884100.0,5725100.0,1053800.0,1871000.0,6811200.0,1003800.0,1979000.0,5675900.0,1050600.0,1815300.0,5743800.0,1061300.0,1882900.0,6.5498,2.0395,5.3932,6.4843,2.2518,5.3529,6.7158,2.8053,5.6634,7.083,3.5685,6.1215,6.4524,2.5049,5.3173,6.5699,2.0852,5.4193,6.5887,2.1038,5.4341,100
RocketTile_82,9.0,28.0,512.0,32.0,1.0,28.0,8.0,0.0,32.0,2.0,12.0,1.0,27149.3006,27149.3006,27149.3006,27149.3006,27149.3006,4115500.0,775430.0,1368100.0,4091300.0,766440.0,1353600.0,5238200.0,712810.0,1466700.0,4067200.0,763830.0,1296800.0,4115000.0,775320.0,1367700.0,6.6235,2.1371,5.4796,6.5778,2.3587,5.4583,6.6717,2.6906,5.597,7.0557,3.4959,6.0846,6.4839,2.5064,5.3472,6.6443,2.1834,5.507,6.6721,2.2106,5.5322,100
RocketTile_83,12.0,0.0,1024.0,32.0,1.0,20.0,8.0,0.0,64.0,2.0,24.0,3.0,30996.9374,30996.9374,30996.9374,30996.9374,30996.9374,4846100.0,890860.0,1614200.0,4821700.0,883170.0,1600700.0,5935500.0,836870.0,1714800.0,4775700.0,889750.0,1548400.0,4844100.0,890490.0,1613300.0,6.4215,1.7517,5.2325,6.3556,1.9557,5.188,6.6858,2.7254,5.6215,7.0558,3.4785,6.0805,6.3481,2.3036,5.1877,6.437,1.7868,5.2524,6.4727,1.825,5.285,100
RocketTile_84,3.0,28.0,128.0,64.0,4.0,4.0,8.0,0.0,32.0,2.0,32.0,1.0,47332.9915,47332.9915,47332.9915,47332.9915,47332.9915,7598700.0,1206700.0,2276800.0,7574000.0,1197600.0,2261700.0,8767700.0,1132300.0,2367800.0,7542000.0,1188500.0,2191400.0,7594900.0,1205900.0,2275100.0,6.523,1.9696,5.3589,6.4699,2.1851,5.3299,6.7228,2.7885,5.6623,7.0534,3.4862,6.08,6.4104,2.4498,5.2703,6.5363,1.9966,5.3755,6.5634,2.024,5.3997,100
RocketTile_85,9.0,14.0,1024.0,64.0,4.0,16.0,8.0,0.0,32.0,4.0,4.0,2.0,56711.3702,56711.3702,56711.3702,56711.3702,56711.3702,9442200.0,1679400.0,3045500.0,9416200.0,1668900.0,3028900.0,78512000.0,47109000.0,59252000.0,77195000.0,47929000.0,59061000.0,9437700.0,1678400.0,3043500.0,6.598,2.1429,5.4535,6.5316,2.326,5.4066,-178.6169,-365.0433,-218.9912,7.0493,3.4749,6.0733,6.4937,2.6238,5.3727,6.612,2.1722,5.4717,6.6346,2.195,5.4894,100
RocketTile_86,3.0,0.0,0.0,64.0,2.0,24.0,4.0,1.0,64.0,4.0,12.0,2.0,50883.8544,50883.8544,50883.8544,50883.8544,50883.8544,7827500.0,1230200.0,2342700.0,7789100.0,1219100.0,2322200.0,9233300.0,1150600.0,2465500.0,7775800.0,1229400.0,2253500.0,7823700.0,1229500.0,2341000.0,6.4573,1.833,5.2795,6.3922,2.0295,5.2313,6.6488,2.666,5.575,7.0512,3.4699,6.0751,6.3633,2.3413,5.2089,6.4715,1.866,5.2966,6.5115,1.9062,5.3334,100
RocketTile_87,12.0,42.0,128.0,32.0,4.0,4.0,8.0,0.0,64.0,4.0,32.0,2.0,55328.2128,55328.2128,55328.2128,55328.2128,55328.2128,8794300.0,1559200.0,2824500.0,8761700.0,1548800.0,2806200.0,10079000.0,1474300.0,2923600.0,8709000.0,1542000.0,2727100.0,8790100.0,1558300.0,2822600.0,6.4797,1.9855,5.3685,6.4686,2.1933,5.3304,6.6779,2.718,5.607,7.0526,3.4841,6.0779,6.463,2.5221,5.3315,6.501,2.0259,5.3925,6.5672,2.0462,5.4082,100
RocketTile_88,9.0,28.0,256.0,64.0,4.0,32.0,8.0,1.0,32.0,4.0,8.0,1.0,58111.6003,58111.6003,58111.6003,58111.6003,58111.6003,9386700.0,1542500.0,2871800.0,9352200.0,1529300.0,2850100.0,10767000.0,1442500.0,2969200.0,9286900.0,1530700.0,2755300.0,9382200.0,1541600.0,2869700.0,6.5942,2.1418,5.4461,6.5594,2.3502,5.4338,6.7189,2.7871,5.6608,7.0515,3.4752,6.0768,6.5108,2.6492,5.3884,6.6095,2.1722,5.4652,6.6623,2.2343,5.5201,100
RocketTile_89,3.0,14.0,128.0,32.0,1.0,4.0,8.0,1.0,32.0,4.0,8.0,3.0,39126.2227,39126.2227,39126.2227,39126.2227,39126.2227,6351000.0,1259100.0,2226500.0,6303900.0,1247200.0,2203700.0,7581200.0,1179900.0,2314400.0,6243000.0,1260000.0,2120400.0,6350200.0,1258300.0,2225100.0,6.5805,2.0735,5.426,6.4957,2.2304,5.3604,6.6673,2.7479,5.61,7.083,3.5585,6.1214,6.4644,2.537,5.3332,6.5992,2.1156,5.4502,6.6172,2.1317,5.465,100
