Design,nRAS,nBTBEntries,nBHTEntries,nICacheSets,nICacheWays,nICacheTLBWays,MulDivUnroll,useVM,nDCacheSets,nDCacheWays,nDCacheTLBWays,nMSHRs,chipfinish_Total_Area,cts_Total_Area,floorplan_Total_Area,placement_Total_Area,route_Total_Area,chipfinish_Fast_Total_Power(nW),chipfinish_Slow_Total_Power(nW),chipfinish_Typical_Total_Power(nW),cts_Fast_Total_Power(nW),cts_Slow_Total_Power(nW),cts_Typical_Total_Power(nW),floorplan_Fast_Total_Power(nW),floorplan_Slow_Total_Power(nW),floorplan_Typical_Total_Power(nW),placement_Fast_Total_Power(nW),placement_Slow_Total_Power(nW),placement_Typical_Total_Power(nW),route_Fast_Total_Power(nW),route_Slow_Total_Power(nW),route_Typical_Total_Power(nW),chipfinish_FUNC_Fast_(Setup)_WNS,chipfinish_FUNC_Slow_(Setup)_WNS,chipfinish_FUNC_Typical_(Setup)_WNS,cts_FUNC_Fast_(Setup)_WNS,cts_FUNC_Slow_(Setup)_WNS,cts_FUNC_Typical_(Setup)_WNS,floorplan_FUNC_Fast_(Setup)_WNS,floorplan_FUNC_Slow_(Setup)_WNS,floorplan_FUNC_Typical_(Setup)_WNS,floorplan.zwlm_FUNC_Fast_(Setup)_WNS,floorplan.zwlm_FUNC_Slow_(Setup)_WNS,floorplan.zwlm_FUNC_Typical_(Setup)_WNS,placement_FUNC_Fast_(Setup)_WNS,placement_FUNC_Slow_(Setup)_WNS,placement_FUNC_Typical_(Setup)_WNS,route_FUNC_Fast_(Setup)_WNS,route_FUNC_Slow_(Setup)_WNS,route_FUNC_Typical_(Setup)_WNS,route.no_si_FUNC_Fast_(Setup)_WNS,route.no_si_FUNC_Slow_(Setup)_WNS,route.no_si_FUNC_Typical_(Setup)_WNS,Frequency
RocketTile_10,12.0,56.0,128.0,32.0,1.0,16.0,8.0,0.0,32.0,2.0,16.0,1.0,27595.0224,27595.0224,27595.0224,27595.0224,27595.0224,4138100.0,727140.0,1329800.0,4102100.0,716720.0,1310600.0,5318400.0,664560.0,1431500.0,4054500.0,732970.0,1251200.0,4136400.0,726720.0,1328900.0,6.5147,1.9692,5.3526,6.441,2.1485,5.2977,6.7197,2.8087,5.6634,7.0831,3.5578,6.1231,6.3993,2.4262,5.2573,6.5298,2.0008,5.3713,6.552,2.0222,5.3904,100
RocketTile_11,0.0,14.0,1024.0,32.0,2.0,24.0,4.0,0.0,64.0,1.0,16.0,1.0,27557.1562,27557.1562,27557.1562,27557.1562,27557.1562,4148200.0,701100.0,1297100.0,4119400.0,693200.0,1282200.0,5201800.0,649690.0,1393000.0,4107100.0,696440.0,1236000.0,4146200.0,700720.0,1296200.0,6.5609,2.0332,5.4007,6.4771,2.2091,5.3375,6.6491,2.647,5.5721,7.0567,3.4782,6.0812,6.4283,2.4822,5.2909,6.581,2.076,5.4266,6.5961,2.0927,5.4391,100
RocketTile_12,3.0,0.0,512.0,64.0,1.0,12.0,8.0,1.0,32.0,2.0,32.0,1.0,29692.6315,29692.6315,29692.6315,29692.6315,29692.6315,4440500.0,728810.0,1361400.0,4405800.0,717730.0,1342500.0,5652300.0,661590.0,1471400.0,4371400.0,731650.0,1284900.0,4438500.0,728240.0,1360300.0,6.4716,1.8904,5.296,6.4344,2.147,5.2889,6.7155,2.7957,5.6662,7.0511,3.4759,6.0762,6.411,2.4339,5.2669,6.4866,1.9224,5.3145,6.5184,1.9562,5.3446,100
RocketTile_13,9.0,42.0,128.0,64.0,2.0,24.0,8.0,0.0,32.0,4.0,12.0,1.0,42623.8704,42623.8704,42623.8704,42623.8704,42623.8704,6570400.0,1103300.0,2031100.0,6546400.0,1094200.0,2015900.0,7775500.0,1037100.0,2138200.0,6549500.0,1100500.0,1963800.0,6567100.0,1102600.0,2029600.0,6.6148,2.1754,5.4762,6.5467,2.3469,5.4256,6.663,2.6669,5.5881,7.0531,3.4954,6.0817,6.5025,2.5862,5.3734,6.6285,2.2183,5.4986,6.6541,2.2329,5.5132,100
RocketTile_14,0.0,28.0,512.0,32.0,2.0,8.0,8.0,1.0,64.0,2.0,32.0,1.0,35206.3282,35206.3282,35206.3282,35206.3282,35206.3282,5315200.0,878360.0,1637300.0,5285200.0,868400.0,1619700.0,6434300.0,804150.0,1719800.0,5232100.0,875160.0,1549500.0,5312400.0,877810.0,1636000.0,6.6113,2.154,5.4733,6.5256,2.3056,5.4048,6.6808,2.7115,5.6116,7.0493,3.4737,6.0729,6.4671,2.5768,5.3389,6.6269,2.188,5.4928,6.6446,2.2026,5.5056,100
RocketTile_15,3.0,0.0,1024.0,64.0,1.0,24.0,8.0,0.0,64.0,1.0,4.0,3.0,27595.0224,27595.0224,27595.0224,27595.0224,27595.0224,4340300.0,773940.0,1423900.0,4320100.0,766870.0,1411800.0,5373600.0,725150.0,1522900.0,4304500.0,777340.0,1371200.0,4338500.0,773620.0,1423100.0,6.5593,2.0346,5.4015,6.482,2.205,5.3443,6.6919,2.7773,5.6406,7.083,3.5604,6.1213,6.4642,2.5247,5.3333,6.5752,2.0683,5.4224,6.5972,2.0874,5.4411,100
RocketTile_16,12.0,42.0,128.0,32.0,4.0,32.0,8.0,0.0,64.0,1.0,8.0,3.0,41258.7432,41258.7432,41258.7432,41258.7432,41258.7432,6845900.0,1318100.0,2350600.0,6819100.0,1309000.0,2333800.0,8042400.0,1250200.0,2447800.0,6798500.0,1321400.0,2273200.0,6842900.0,1317500.0,2349300.0,6.4715,1.8733,5.2995,6.4142,2.0933,5.2628,6.7015,2.7336,5.6333,7.0505,3.464,6.0722,6.41,2.4491,5.2686,6.4903,1.9147,5.3233,6.5149,1.9371,5.3411,100
RocketTile_17,9.0,0.0,0.0,64.0,1.0,8.0,8.0,0.0,64.0,1.0,24.0,1.0,24831.2794,24831.2794,24831.2794,24831.2794,24831.2794,3610600.0,543510.0,1054500.0,3590100.0,536910.0,1042400.0,4676700.0,498210.0,1157700.0,3568100.0,543450.0,997400.0,3609400.0,543310.0,1053900.0,6.5897,2.102,5.4417,6.4807,2.1724,5.3342,6.7588,2.8873,5.7145,7.0831,3.5588,6.1219,6.4461,2.5238,5.3115,6.6069,2.1404,5.4639,6.6329,2.1646,5.4874,100
RocketTile_18,3.0,42.0,512.0,64.0,2.0,20.0,4.0,1.0,32.0,1.0,32.0,2.0,36089.9194,36089.9194,36089.9194,36089.9194,36089.9194,5773000.0,989040.0,1833400.0,5738400.0,976040.0,1811900.0,7129400.0,902150.0,1941300.0,5704200.0,985200.0,1736500.0,5770400.0,988530.0,1832200.0,6.552,2.0062,5.3966,6.4723,2.1738,5.3314,6.7097,2.7818,5.6524,7.0814,3.5573,6.1216,6.431,2.4262,5.2887,6.5731,2.0533,5.4229,6.5922,2.0668,5.438,100
RocketTile_19,12.0,42.0,512.0,64.0,2.0,16.0,4.0,0.0,32.0,1.0,24.0,1.0,31907.7792,31907.7792,31907.7792,31907.7792,31907.7792,5001000.0,801290.0,1520800.0,4980300.0,791710.0,1505200.0,6212000.0,740600.0,1623700.0,4894000.0,795990.0,1433400.0,4998600.0,800820.0,1519800.0,6.602,2.1333,5.4575,6.5386,2.326,5.4137,6.6501,2.6573,5.5694,7.0494,3.4741,6.073,6.4821,2.5669,5.3524,6.621,2.1764,5.4836,6.6458,2.1969,5.5015,100
RocketTile_20,12.0,56.0,1024.0,32.0,1.0,32.0,4.0,0.0,64.0,4.0,12.0,2.0,42963.9552,42963.9552,42963.9552,42963.9552,42963.9552,6722700.0,1205900.0,2177900.0,6696500.0,1193800.0,2158500.0,75790000.0,46644000.0,58400000.0,74470000.0,47480000.0,58211000.0,6719400.0,1205100.0,2176200.0,6.4933,1.9298,5.3246,6.4405,2.1583,5.2947,-178.7833,-364.9366,-218.9938,7.051,3.478,6.0752,6.3974,2.4362,5.2551,6.5132,1.9711,5.3496,6.5297,1.985,5.3607,100
RocketTile_21,12.0,14.0,0.0,64.0,4.0,24.0,8.0,1.0,64.0,4.0,8.0,2.0,63531.972,63531.972,63531.972,63531.972,63531.972,10110000.0,1572400.0,3005200.0,10075000.0,1560600.0,2985200.0,11354000.0,1480000.0,3084500.0,10005000.0,1559400.0,2893500.0,10105000.0,1571400.0,3002900.0,6.5514,2.0202,5.3938,6.4974,2.2419,5.3632,6.7333,2.8392,5.6819,7.0555,3.4992,6.0838,6.4255,2.4733,5.2872,6.5693,2.0579,5.4164,6.5965,2.0877,5.4399,100
RocketTile_22,12.0,42.0,512.0,64.0,2.0,12.0,8.0,0.0,64.0,4.0,20.0,2.0,50226.8587,50226.8587,50226.8587,50226.8587,50226.8587,7817800.0,1262000.0,2370000.0,7787500.0,1252000.0,2352600.0,9036600.0,1189600.0,2468200.0,7758800.0,1250400.0,2285500.0,7814000.0,1261300.0,2368200.0,6.4983,1.936,5.3309,6.4387,2.1446,5.2948,6.6816,2.7284,5.6159,7.0829,3.5613,6.121,6.4235,2.4461,5.2817,6.5142,1.9707,5.3508,6.5481,2.0143,5.3841,100
RocketTile_23,9.0,42.0,512.0,64.0,4.0,12.0,4.0,1.0,64.0,1.0,16.0,2.0,50042.808,50042.808,50042.808,50042.808,50042.808,8189500.0,1326800.0,2504200.0,8165700.0,1314200.0,2484600.0,9638400.0,1232800.0,2618600.0,8102700.0,1317200.0,2398600.0,8185900.0,1326100.0,2502600.0,6.5849,2.1197,5.4359,6.518,2.3027,5.3892,6.7301,2.8125,5.6726,7.0494,3.475,6.0732,6.4918,2.6044,5.3664,6.6048,2.1603,5.4589,6.6254,2.1784,5.4772,100
RocketTile_24,3.0,28.0,0.0,32.0,4.0,12.0,4.0,0.0,64.0,1.0,20.0,1.0,36647.1605,36647.1605,36647.1605,36647.1605,36647.1605,5816000.0,1042000.0,1881600.0,5793500.0,1034900.0,1869100.0,6838100.0,985990.0,1967200.0,5751800.0,1032600.0,1813400.0,5813300.0,1041400.0,1880300.0,6.5682,2.0681,5.4181,6.4994,2.2562,5.3659,6.6898,2.7552,5.6284,7.0846,3.5575,6.1264,6.479,2.5438,5.3453,6.5859,2.1091,5.4404,6.6074,2.1342,5.4581,100
RocketTile_25,0.0,28.0,256.0,64.0,4.0,32.0,8.0,1.0,64.0,1.0,16.0,1.0,46827.8712,46827.8712,46827.8712,46827.8712,46827.8712,7451900.0,1110800.0,2159300.0,7411700.0,1098800.0,2137300.0,8645400.0,1027700.0,2244900.0,7381700.0,1105200.0,2066200.0,7448200.0,1110100.0,2157600.0,6.54,2.008,5.3806,6.4892,2.2198,5.351,6.6687,2.6858,5.6001,7.062,3.5,6.0918,6.4343,2.485,5.2974,6.5618,2.0544,5.4077,6.5893,2.0815,5.4301,100
RocketTile_26,0.0,56.0,1024.0,64.0,2.0,8.0,4.0,1.0,64.0,4.0,24.0,1.0,48976.1237,48976.1237,48976.1237,48976.1237,48976.1237,7388900.0,1107300.0,2137000.0,7351700.0,1096500.0,2117200.0,8599100.0,1031800.0,2229800.0,7316600.0,1104200.0,2047900.0,7385400.0,1106700.0,2135500.0,6.5402,2.0062,5.3797,6.4599,2.1773,5.3168,6.6825,2.7117,5.6147,7.0516,3.4778,6.0774,6.3981,2.4127,5.252,6.5613,2.0503,5.4062,6.5772,2.061,5.4154,100
RocketTile_27,12.0,42.0,256.0,64.0,2.0,8.0,4.0,0.0,32.0,1.0,4.0,1.0,31700.1989,31700.1989,31700.1989,31700.1989,31700.1989,4880600.0,769320.0,1461500.0,4855500.0,759800.0,1445600.0,6018800.0,705250.0,1558300.0,4815700.0,764410.0,1386800.0,4878400.0,768880.0,1460500.0,6.5829,2.0824,5.4332,6.5187,2.2868,5.3919,6.7145,2.7675,5.6534,7.0506,3.4673,6.0729,6.4811,2.5576,5.3533,6.6024,2.1226,5.4582,6.621,2.1424,5.4737,100
RocketTile_28,12.0,42.0,256.0,32.0,2.0,16.0,4.0,1.0,32.0,2.0,24.0,1.0,34638.9638,34638.9638,34638.9638,34638.9638,34638.9638,5338200.0,953620.0,1732400.0,5300400.0,941470.0,1710600.0,6675800.0,874200.0,1840000.0,5275900.0,960600.0,1639000.0,5335900.0,953150.0,1731300.0,6.5492,2.0172,5.3908,6.4588,2.1628,5.316,6.6512,2.6857,5.5866,7.083,3.5583,6.1215,6.4479,2.5026,5.3129,6.5652,2.0532,5.4129,6.5841,2.0703,5.4268,100
RocketTile_29,3.0,42.0,256.0,64.0,2.0,8.0,4.0,0.0,32.0,2.0,32.0,2.0,36647.1605,36647.1605,36647.1605,36647.1605,36647.1605,5791300.0,993080.0,1832700.0,5768300.0,983740.0,1817600.0,6926900.0,930110.0,1930100.0,5747900.0,990970.0,1762400.0,5788500.0,992500.0,1831400.0,6.5616,2.047,5.4054,6.5018,2.2412,5.3641,6.7091,2.7661,5.6489,7.0509,3.4704,6.0749,6.4552,2.5318,5.3207,6.5815,2.0888,5.4305,6.6093,2.118,5.454,100
RocketTile_30,3.0,42.0,256.0,64.0,4.0,16.0,8.0,0.0,32.0,1.0,4.0,1.0,44183.8282,44183.8282,44183.8282,44183.8282,44183.8282,7097900.0,1109700.0,2109300.0,7065900.0,1100300.0,2092400.0,8245800.0,1038100.0,2200000.0,7017400.0,1094700.0,2024900.0,7094700.0,1109100.0,2107900.0,6.6821,2.2691,5.5579,6.6344,2.4442,5.5262,6.7074,2.7632,5.6435,7.0519,3.4796,6.0766,6.5255,2.6237,5.3969,6.6949,2.2963,5.5744,6.728,2.3281,5.6051,100
RocketTile_31,0.0,42.0,0.0,32.0,4.0,4.0,8.0,1.0,32.0,4.0,24.0,3.0,51731.905,51731.905,51731.905,51731.905,51731.905,8591900.0,1708700.0,2991500.0,8555000.0,1697900.0,2972500.0,9818600.0,1623100.0,3081700.0,8515600.0,1697200.0,2895400.0,8587900.0,1707800.0,2989600.0,6.5621,2.1828,5.4811,6.577,2.4103,5.4665,6.7224,2.7905,5.6637,7.0515,3.4779,6.077,6.4791,2.5341,5.3497,6.5771,2.215,5.5019,6.6678,2.266,5.5398,100
RocketTile_32,9.0,56.0,128.0,32.0,4.0,28.0,8.0,1.0,32.0,4.0,12.0,3.0,54589.739,54589.739,54589.739,54589.739,54589.739,9060900.0,1774800.0,3129000.0,9020200.0,1760200.0,3104400.0,10572000.0,1675600.0,3249400.0,8991700.0,1780200.0,3022100.0,9056700.0,1773900.0,3127100.0,6.5661,2.0405,5.4117,6.4912,2.2069,5.3539,6.7435,2.8399,5.6937,7.0753,3.5243,6.1101,6.4585,2.5155,5.3261,6.5792,2.0676,5.4278,6.6072,2.1013,5.4537,100
RocketTile_33,12.0,28.0,512.0,64.0,1.0,32.0,8.0,0.0,32.0,4.0,16.0,1.0,36446.4202,36446.4202,36446.4202,36446.4202,36446.4202,5619400.0,1018700.0,1820500.0,5601900.0,1009700.0,1807200.0,6787500.0,952670.0,1920400.0,5543500.0,1002600.0,1736700.0,5618700.0,1018400.0,1819700.0,6.4751,1.8758,5.2997,6.4097,2.0762,5.2561,6.6595,2.6839,5.5894,7.0552,3.4966,6.0838,6.3884,2.4059,5.2409,6.4901,1.9082,5.3185,6.5115,1.9295,5.3365,100
RocketTile_34,12.0,0.0,128.0,64.0,4.0,20.0,8.0,1.0,32.0,1.0,24.0,3.0,48126.0485,48126.0485,48126.0485,48126.0485,48126.0485,8050900.0,1358400.0,2543100.0,8012100.0,1345800.0,2520900.0,9236400.0,1267600.0,2617500.0,7933400.0,1348400.0,2434300.0,8047300.0,1357700.0,2541500.0,6.5646,2.0407,5.4117,6.4998,2.2312,5.3654,6.6825,2.7246,5.6155,7.0538,3.4943,6.0816,6.4295,2.5104,5.2938,6.5839,2.08,5.4344,6.6112,2.1121,5.4607,100
RocketTile_35,9.0,42.0,0.0,32.0,1.0,20.0,4.0,0.0,32.0,1.0,8.0,3.0,24337.404,24337.404,24337.404,24337.404,24337.404,3910800.0,781920.0,1384800.0,3888100.0,774360.0,1371500.0,4972700.0,725950.0,1480500.0,3853200.0,778870.0,1320900.0,3909300.0,781600.0,1384100.0,6.6055,2.1016,5.4613,6.6022,2.4231,5.4893,6.7187,2.7994,5.6588,7.0549,3.4912,6.0815,6.5334,2.6502,5.4178,6.6202,2.133,5.4799,6.6586,2.175,5.5138,100
RocketTile_36,9.0,0.0,0.0,64.0,1.0,28.0,8.0,1.0,32.0,4.0,12.0,2.0,38941.2965,38941.2965,38941.2965,38941.2965,38941.2965,6114300.0,1104700.0,2003600.0,6075300.0,1092500.0,1982200.0,7359600.0,1028000.0,2103300.0,6011500.0,1105700.0,1906600.0,6110700.0,1103800.0,2001700.0,6.5042,1.957,5.3363,6.4472,2.1428,5.2978,6.7076,2.7881,5.6491,7.083,3.561,6.1216,6.4323,2.5024,5.2944,6.5179,1.9868,5.3543,6.5537,2.0297,5.3866,100
RocketTile_37,12.0,56.0,1024.0,64.0,2.0,4.0,8.0,0.0,32.0,4.0,4.0,2.0,45372.1824,45372.1824,45372.1824,45372.1824,45372.1824,7369500.0,1360000.0,2431300.0,7345200.0,1349200.0,2415100.0,76525000.0,46795000.0,58666000.0,75132000.0,47628000.0,58464000.0,7366000.0,1359300.0,2429700.0,6.5324,1.9828,5.3675,6.4571,2.1534,5.3132,-178.7885,-364.7472,-218.9861,7.0494,3.4679,6.0731,6.4291,2.4671,5.2894,6.5516,2.0198,5.3914,6.5711,2.0367,5.4082,100
RocketTile_38,0.0,28.0,0.0,32.0,1.0,24.0,8.0,0.0,64.0,2.0,12.0,3.0,30996.9374,30996.9374,30996.9374,30996.9374,30996.9374,4879700.0,896310.0,1628400.0,4843300.0,887590.0,1611700.0,5941200.0,836910.0,1716000.0,4778900.0,890040.0,1549200.0,4877700.0,895930.0,1627500.0,6.5774,2.0995,5.4255,6.5171,2.267,5.3815,6.6849,2.7246,5.6208,7.0581,3.4822,6.0837,6.4564,2.4828,5.3129,6.5954,2.1353,5.4486,6.6243,2.1639,5.4725,100
RocketTile_39,3.0,56.0,0.0,64.0,1.0,32.0,8.0,0.0,32.0,2.0,32.0,2.0,28516.5619,28516.5619,28516.5619,28516.5619,28516.5619,4395300.0,779680.0,1422800.0,4376500.0,772640.0,1411100.0,5463400.0,725580.0,1520300.0,4343400.0,775670.0,1360100.0,4393400.0,779340.0,1421900.0,6.5914,2.1318,5.4483,6.5538,2.3645,5.4369,6.7285,2.829,5.6745,7.0841,3.5733,6.1234,6.4926,2.5887,5.3698,6.6101,2.1726,5.4734,6.636,2.2014,5.4972,100
RocketTile_40,9.0,42.0,256.0,64.0,2.0,32.0,4.0,1.0,64.0,4.0,16.0,2.0,53095.9104,53095.9104,53095.9104,53095.9104,53095.9104,8249800.0,1297500.0,2484300.0,8200100.0,1283400.0,2457000.0,9755500.0,1209300.0,2602300.0,8147900.0,1304400.0,2368800.0,8245600.0,1296600.0,2482400.0,6.5675,2.0651,5.4196,6.5187,2.2797,5.39,6.6412,2.6437,5.5634,7.0515,3.4757,6.0769,6.4787,2.5462,5.3446,6.5798,2.0954,5.4378,6.6155,2.1305,5.4651,100
RocketTile_41,3.0,0.0,256.0,32.0,2.0,4.0,8.0,0.0,64.0,2.0,12.0,3.0,35536.9464,35536.9464,35536.9464,35536.9464,35536.9464,5648700.0,1043700.0,1884100.0,5622700.0,1036400.0,1870300.0,6714900.0,984220.0,1973900.0,5608200.0,1040000.0,1818600.0,5646000.0,1043100.0,1882900.0,6.4726,1.868,5.2956,6.432,2.1119,5.2819,6.7001,2.7559,5.6367,7.0509,3.4712,6.0751,6.4256,2.4563,5.2845,6.4929,1.9084,5.3219,6.5266,1.9422,5.3522,100
RocketTile_42,9.0,0.0,1024.0,64.0,4.0,24.0,8.0,1.0,64.0,4.0,4.0,1.0,62039.101,62039.101,62039.101,62039.101,62039.101,9751200.0,1462600.0,2819700.0,9705100.0,1448800.0,2795300.0,10942000.0,1370800.0,2894800.0,9635200.0,1444500.0,2706000.0,9746500.0,1461700.0,2817600.0,6.5511,2.0321,5.3974,6.4981,2.2405,5.3658,6.6856,2.7377,5.6284,7.0831,3.5611,6.122,6.4252,2.4722,5.2888,6.5708,2.0734,5.4218,6.5981,2.098,5.4453,100
