Design,nRAS,nBTBEntries,nBHTEntries,nICacheSets,nICacheWays,nICacheTLBWays,MulDivUnroll,useVM,nDCacheSets,nDCacheWays,nDCacheTLBWays,nMSHRs,chipfinish_Total_Area,cts_Total_Area,floorplan_Total_Area,placement_Total_Area,route_Total_Area,chipfinish_Fast_Total_Power(nW),chipfinish_Slow_Total_Power(nW),chipfinish_Typical_Total_Power(nW),cts_Fast_Total_Power(nW),cts_Slow_Total_Power(nW),cts_Typical_Total_Power(nW),floorplan_Fast_Total_Power(nW),floorplan_Slow_Total_Power(nW),floorplan_Typical_Total_Power(nW),placement_Fast_Total_Power(nW),placement_Slow_Total_Power(nW),placement_Typical_Total_Power(nW),route_Fast_Total_Power(nW),route_Slow_Total_Power(nW),route_Typical_Total_Power(nW),chipfinish_FUNC_Fast_(Setup)_WNS,chipfinish_FUNC_Slow_(Setup)_WNS,chipfinish_FUNC_Typical_(Setup)_WNS,cts_FUNC_Fast_(Setup)_WNS,cts_FUNC_Slow_(Setup)_WNS,cts_FUNC_Typical_(Setup)_WNS,floorplan_FUNC_Fast_(Setup)_WNS,floorplan_FUNC_Slow_(Setup)_WNS,floorplan_FUNC_Typical_(Setup)_WNS,floorplan.zwlm_FUNC_Fast_(Setup)_WNS,floorplan.zwlm_FUNC_Slow_(Setup)_WNS,floorplan.zwlm_FUNC_Typical_(Setup)_WNS,placement_FUNC_Fast_(Setup)_WNS,placement_FUNC_Slow_(Setup)_WNS,placement_FUNC_Typical_(Setup)_WNS,route_FUNC_Fast_(Setup)_WNS,route_FUNC_Slow_(Setup)_WNS,route_FUNC_Typical_(Setup)_WNS,route.no_si_FUNC_Fast_(Setup)_WNS,route.no_si_FUNC_Slow_(Setup)_WNS,route.no_si_FUNC_Typical_(Setup)_WNS,Frequency
RocketTile_11,0.0,14.0,1024.0,32.0,2.0,24.0,4.0,0.0,64.0,1.0,16.0,1.0,29712.276,29712.276,29712.276,29712.276,29712.276,86187000.0,32115000.0,47963000.0,83559000.0,31756000.0,47179000.0,56049000.0,26138000.0,37142000.0,82480000.0,27941000.0,44019000.0,86170000.0,32107000.0,47952000.0,-0.2351,-0.4179,-0.2918,-0.2232,-0.4095,-0.2855,-0.8826,-1.4765,-1.0854,-0.358,-0.7763,-0.4877,-0.2208,-0.4042,-0.2773,-0.2348,-0.4168,-0.2915,-0.2251,-0.3966,-0.2817,4000
RocketTile_12,3.0,0.0,512.0,64.0,1.0,12.0,8.0,1.0,32.0,2.0,32.0,1.0,31928.135,31928.135,31928.135,31928.135,31928.135,96688000.0,35716000.0,53645000.0,93026000.0,35180000.0,52431000.0,58145000.0,26677000.0,38135000.0,91271000.0,30021000.0,48159000.0,96739000.0,35734000.0,53676000.0,-0.2571,-0.4836,-0.3366,-0.2478,-0.4572,-0.3109,-0.8817,-1.5662,-1.086,-0.372,-0.7794,-0.4938,-0.2412,-0.4187,-0.2945,-0.257,-0.4835,-0.3367,-0.2347,-0.4634,-0.3127,4000
RocketTile_13,9.0,42.0,128.0,64.0,2.0,24.0,8.0,0.0,32.0,4.0,12.0,1.0,45046.872,45046.872,45046.872,45046.872,45046.872,121130000.0,49983000.0,72067000.0,117470000.0,49459000.0,70911000.0,84827000.0,41697000.0,57703000.0,116950000.0,44334000.0,66937000.0,121110000.0,49971000.0,72049000.0,-0.256,-0.4615,-0.3201,-0.2611,-0.4674,-0.331,-0.9392,-1.489,-1.1269,-0.3778,-0.7867,-0.5053,-0.2494,-0.4135,-0.3009,-0.2555,-0.4608,-0.3196,-0.2342,-0.4441,-0.3004,4000
RocketTile_14,0.0,28.0,512.0,32.0,2.0,8.0,8.0,1.0,64.0,2.0,32.0,1.0,37433.5416,37433.5416,37433.5416,37433.5416,37433.5416,103740000.0,40163000.0,59134000.0,100360000.0,39635000.0,58016000.0,69049000.0,32357000.0,45840000.0,100010000.0,34698000.0,54308000.0,103720000.0,40154000.0,59119000.0,-0.2573,-0.4558,-0.3204,-0.2632,-0.4659,-0.3265,-0.8673,-1.5491,-1.0807,-0.3657,-0.7768,-0.4927,-0.2348,-0.4158,-0.2942,-0.2575,-0.4553,-0.3211,-0.2378,-0.4422,-0.3027,4000
RocketTile_15,3.0,0.0,1024.0,64.0,1.0,24.0,8.0,0.0,64.0,1.0,4.0,3.0,29854.1376,29854.1376,29854.1376,29854.1376,29854.1376,94949000.0,36083000.0,54415000.0,91908000.0,35683000.0,53489000.0,62284000.0,29257000.0,42324000.0,90586000.0,31796000.0,50352000.0,95006000.0,36100000.0,54446000.0,-0.2305,-0.4429,-0.2862,-0.2299,-0.4413,-0.286,-0.8312,-1.4628,-1.0425,-0.3728,-0.8048,-0.5072,-0.2336,-0.4155,-0.2913,-0.2302,-0.4425,-0.2859,-0.2196,-0.4318,-0.2748,4000
RocketTile_16,12.0,42.0,128.0,32.0,4.0,32.0,8.0,0.0,64.0,1.0,8.0,3.0,43767.3542,43767.3542,43767.3542,43767.3542,43767.3542,138780000.0,58904000.0,85338000.0,134940000.0,58334000.0,84135000.0,102350000.0,50337000.0,70925000.0,135370000.0,53573000.0,80978000.0,138760000.0,58892000.0,85321000.0,-0.2734,-0.4863,-0.3384,-0.2905,-0.4969,-0.3602,-0.8978,-1.4278,-1.0668,-0.3823,-0.7737,-0.5044,-0.2623,-0.4247,-0.316,-0.2732,-0.4851,-0.3378,-0.2662,-0.4775,-0.3307,4000
RocketTile_17,9.0,0.0,0.0,64.0,1.0,8.0,8.0,0.0,64.0,1.0,24.0,1.0,26957.8627,26957.8627,26957.8627,26957.8627,26957.8627,76585000.0,26345000.0,40443000.0,73652000.0,25936000.0,39515000.0,45426000.0,20210000.0,29223000.0,72654000.0,22475000.0,36799000.0,76644000.0,26368000.0,40480000.0,-0.2139,-0.4,-0.2722,-0.2178,-0.4001,-0.2807,-0.7877,-1.4107,-0.9894,-0.3674,-0.751,-0.4907,-0.217,-0.3935,-0.2742,-0.2137,-0.3993,-0.2715,-0.2006,-0.3951,-0.2641,4000
RocketTile_18,3.0,42.0,512.0,64.0,2.0,20.0,4.0,1.0,32.0,1.0,32.0,2.0,38689.5024,38689.5024,38689.5024,38689.5024,38689.5024,121910000.0,46608000.0,70345000.0,118260000.0,45949000.0,69006000.0,80387000.0,36395000.0,52641000.0,119080000.0,40077000.0,65233000.0,121890000.0,46599000.0,70332000.0,-0.2977,-0.476,-0.354,-0.277,-0.4717,-0.3395,-1.0539,-1.6953,-1.2754,-0.3583,-0.7495,-0.4825,-0.2475,-0.4282,-0.2988,-0.2981,-0.4758,-0.3539,-0.2696,-0.4587,-0.3298,4000
RocketTile_19,12.0,42.0,512.0,64.0,2.0,16.0,4.0,0.0,32.0,1.0,24.0,1.0,34181.532,34181.532,34181.532,34181.532,34181.532,99559000.0,37184000.0,55877000.0,96537000.0,36686000.0,54867000.0,66806000.0,29988000.0,43099000.0,98167000.0,32077000.0,52219000.0,99540000.0,37176000.0,55865000.0,-0.2607,-0.4468,-0.3119,-0.2675,-0.4656,-0.3272,-0.9278,-1.6495,-1.1695,-0.3517,-0.7993,-0.4748,-0.2403,-0.3997,-0.2922,-0.2597,-0.4449,-0.3108,-0.2406,-0.4353,-0.2956,4000
RocketTile_20,12.0,56.0,1024.0,32.0,1.0,32.0,4.0,0.0,64.0,4.0,12.0,2.0,45420.7738,45420.7738,45420.7738,45420.7738,45420.7738,135780000.0,55346000.0,81631000.0,131320000.0,54654000.0,80201000.0,2808300000.0,1866200000.0,2308900000.0,2848900000.0,1870900000.0,2322900000.0,135760000.0,55335000.0,81614000.0,-0.3604,-0.5661,-0.422,-0.3379,-0.5446,-0.4034,-188.0921,-373.7601,-228.241,-0.3761,-0.7673,-0.5013,-0.2699,-0.4389,-0.3222,-0.36,-0.5654,-0.4214,-0.3396,-0.5437,-0.4024,4000
RocketTile_21,12.0,14.0,0.0,64.0,4.0,24.0,8.0,1.0,64.0,4.0,8.0,2.0,65971.6632,65971.6632,65971.6632,65971.6632,65971.6632,161410000.0,69091000.0,99019000.0,157420000.0,68448000.0,97667000.0,122840000.0,59374000.0,83358000.0,155800000.0,62996000.0,93278000.0,161360000.0,69067000.0,98982000.0,-0.2702,-0.5159,-0.3428,-0.2805,-0.5138,-0.3462,-0.902,-1.5716,-1.1247,-0.3532,-0.7527,-0.4766,-0.2442,-0.436,-0.3031,-0.2697,-0.5154,-0.3428,-0.2522,-0.5006,-0.3286,4000
RocketTile_22,12.0,42.0,512.0,64.0,2.0,12.0,8.0,0.0,64.0,4.0,20.0,2.0,52828.0286,52828.0286,52828.0286,52828.0286,52828.0286,137800000.0,57562000.0,83236000.0,134130000.0,56940000.0,82006000.0,99312000.0,47827000.0,66952000.0,134290000.0,50764000.0,77898000.0,137770000.0,57547000.0,83213000.0,-0.2965,-0.5084,-0.3603,-0.3076,-0.5169,-0.3749,-0.9746,-1.6185,-1.1919,-0.3837,-0.8019,-0.5073,-0.2446,-0.4306,-0.2953,-0.2956,-0.5069,-0.3594,-0.2724,-0.4829,-0.3364,4000
RocketTile_23,9.0,42.0,512.0,64.0,4.0,12.0,4.0,1.0,64.0,1.0,16.0,2.0,52665.4282,52665.4282,52665.4282,52665.4282,52665.4282,153060000.0,60787000.0,90730000.0,148700000.0,60090000.0,89301000.0,108410000.0,49691000.0,71428000.0,147650000.0,53749000.0,84344000.0,153020000.0,60771000.0,90706000.0,-0.3124,-0.5063,-0.3799,-0.3101,-0.4946,-0.3722,-0.9586,-1.6015,-1.1848,-0.3672,-0.777,-0.498,-0.2614,-0.4208,-0.316,-0.3142,-0.5062,-0.3798,-0.2904,-0.4894,-0.3543,4000
RocketTile_24,3.0,28.0,0.0,32.0,4.0,12.0,4.0,0.0,64.0,1.0,20.0,1.0,38734.3728,38734.3728,38734.3728,38734.3728,38734.3728,111250000.0,45338000.0,65879000.0,108060000.0,44924000.0,64890000.0,81519000.0,39763000.0,55579000.0,107210000.0,41679000.0,62316000.0,111230000.0,45330000.0,65865000.0,-0.2817,-0.469,-0.341,-0.2507,-0.4431,-0.3128,-0.919,-1.5999,-1.1471,-0.3753,-0.7721,-0.5006,-0.2309,-0.4131,-0.2887,-0.2814,-0.4688,-0.3406,-0.2455,-0.4363,-0.3049,4000
RocketTile_25,0.0,28.0,256.0,64.0,4.0,32.0,8.0,1.0,64.0,1.0,16.0,1.0,49183.4851,49183.4851,49183.4851,49183.4851,49183.4851,125500000.0,49609000.0,72940000.0,121630000.0,49022000.0,71648000.0,90029000.0,41294000.0,59051000.0,121840000.0,44296000.0,68367000.0,125490000.0,49602000.0,72928000.0,-0.256,-0.4434,-0.3178,-0.2465,-0.4418,-0.3118,-0.7637,-1.4965,-0.9984,-0.38,-0.801,-0.5119,-0.2232,-0.4043,-0.2829,-0.2547,-0.4418,-0.3163,-0.2313,-0.4252,-0.2992,4000
RocketTile_26,0.0,56.0,1024.0,64.0,2.0,8.0,4.0,1.0,64.0,4.0,24.0,1.0,51307.0042,51307.0042,51307.0042,51307.0042,51307.0042,122730000.0,49994000.0,72222000.0,118670000.0,49372000.0,70868000.0,86006000.0,41416000.0,57709000.0,117350000.0,44185000.0,66709000.0,122700000.0,49979000.0,72200000.0,-0.333,-0.5225,-0.3924,-0.3142,-0.5301,-0.3862,-1.1603,-1.8746,-1.4025,-0.3585,-0.7873,-0.492,-0.2369,-0.4483,-0.3031,-0.3322,-0.5225,-0.391,-0.2744,-0.4789,-0.3404,4000
RocketTile_27,12.0,42.0,256.0,64.0,2.0,8.0,4.0,0.0,32.0,1.0,4.0,1.0,34139.3976,34139.3976,34139.3976,34139.3976,34139.3976,96201000.0,35344000.0,53471000.0,93156000.0,34926000.0,52545000.0,63765000.0,28442000.0,41046000.0,92356000.0,30640000.0,49267000.0,96185000.0,35337000.0,53460000.0,-0.297,-0.4814,-0.3539,-0.2839,-0.4694,-0.3431,-0.9131,-1.535,-1.1378,-0.3774,-0.7712,-0.4964,-0.2552,-0.4115,-0.3099,-0.2969,-0.481,-0.3538,-0.272,-0.4568,-0.3286,4000
RocketTile_28,12.0,42.0,256.0,32.0,2.0,16.0,4.0,1.0,32.0,2.0,24.0,1.0,37094.1682,37094.1682,37094.1682,37094.1682,37094.1682,120520000.0,45709000.0,68809000.0,116260000.0,45068000.0,67435000.0,75748000.0,35189000.0,50029000.0,112550000.0,38474000.0,61255000.0,120500000.0,45699000.0,68794000.0,-0.3208,-0.5284,-0.3862,-0.3067,-0.5277,-0.3786,-0.7466,-1.3249,-0.9211,-0.3571,-0.7275,-0.4753,-0.2685,-0.4395,-0.3246,-0.3205,-0.5274,-0.3853,-0.3038,-0.5144,-0.3705,4000
RocketTile_29,3.0,42.0,256.0,64.0,2.0,8.0,4.0,0.0,32.0,2.0,32.0,2.0,39058.5888,39058.5888,39058.5888,39058.5888,39058.5888,116840000.0,45322000.0,68026000.0,113240000.0,44781000.0,66868000.0,78839000.0,37404000.0,52958000.0,110520000.0,39784000.0,62153000.0,116820000.0,45313000.0,68013000.0,-0.2959,-0.4751,-0.3518,-0.2987,-0.4641,-0.3534,-0.9538,-1.6741,-1.19,-0.3737,-0.7772,-0.4974,-0.2443,-0.4236,-0.2938,-0.2959,-0.4749,-0.3516,-0.2765,-0.4518,-0.3345,4000
RocketTile_30,3.0,42.0,256.0,64.0,4.0,16.0,8.0,0.0,32.0,1.0,4.0,1.0,46625.544,46625.544,46625.544,46625.544,46625.544,124320000.0,50010000.0,73192000.0,121000000.0,49450000.0,72105000.0,88965000.0,41770000.0,58932000.0,121040000.0,44598000.0,68650000.0,124290000.0,50000000.0,73177000.0,-0.2841,-0.4852,-0.3416,-0.2798,-0.4796,-0.3399,-0.7803,-1.3065,-0.9517,-0.382,-0.8247,-0.5092,-0.2413,-0.4037,-0.2948,-0.2843,-0.4844,-0.3406,-0.253,-0.4558,-0.3178,4000
RocketTile_31,0.0,42.0,0.0,32.0,4.0,4.0,8.0,1.0,32.0,4.0,24.0,3.0,54153.2376,54153.2376,54153.2376,54153.2376,54153.2376,166210000.0,75180000.0,106360000.0,162350000.0,74539000.0,105070000.0,128470000.0,65368000.0,90776000.0,160800000.0,68762000.0,100420000.0,166170000.0,75159000.0,106330000.0,-0.306,-0.5309,-0.3805,-0.3057,-0.5311,-0.376,-1.0089,-1.6709,-1.2348,-0.3819,-0.8164,-0.5195,-0.2526,-0.4542,-0.3153,-0.3054,-0.5295,-0.3793,-0.2766,-0.512,-0.3459,4000
RocketTile_32,9.0,56.0,128.0,32.0,4.0,28.0,8.0,1.0,32.0,4.0,12.0,3.0,57158.0496,57158.0496,57158.0496,57158.0496,57158.0496,178460000.0,79381000.0,113100000.0,174150000.0,78588000.0,111530000.0,133750000.0,67423000.0,93825000.0,173740000.0,71851000.0,106610000.0,178410000.0,79358000.0,113070000.0,-0.3358,-0.5453,-0.402,-0.3098,-0.5188,-0.3719,-1.0443,-1.835,-1.3101,-0.409,-0.8497,-0.5507,-0.2668,-0.454,-0.3244,-0.3338,-0.5443,-0.4008,-0.2974,-0.5054,-0.3624,4000
RocketTile_33,12.0,28.0,512.0,64.0,1.0,32.0,8.0,0.0,32.0,4.0,16.0,1.0,38873.8267,38873.8267,38873.8267,38873.8267,38873.8267,117260000.0,46881000.0,68718000.0,113170000.0,46243000.0,67315000.0,78562000.0,38588000.0,53343000.0,111270000.0,41578000.0,63353000.0,117230000.0,46867000.0,68696000.0,-0.2959,-0.4931,-0.3586,-0.3,-0.5109,-0.3711,-1.1129,-1.902,-1.3676,-0.3511,-0.793,-0.4735,-0.2473,-0.4283,-0.3031,-0.2954,-0.4931,-0.3583,-0.2721,-0.4836,-0.335,4000
RocketTile_34,12.0,0.0,128.0,64.0,4.0,20.0,8.0,1.0,32.0,1.0,24.0,3.0,50488.0646,50488.0646,50488.0646,50488.0646,50488.0646,144500000.0,60634000.0,88514000.0,140900000.0,60041000.0,87269000.0,107830000.0,50840000.0,72976000.0,138900000.0,54333000.0,82421000.0,144450000.0,60617000.0,88487000.0,-0.2687,-0.4813,-0.3309,-0.2566,-0.4524,-0.3197,-0.9005,-1.585,-1.1285,-0.3762,-0.7718,-0.4951,-0.232,-0.4122,-0.2895,-0.268,-0.4814,-0.33,-0.2391,-0.4429,-0.2983,4000
RocketTile_35,9.0,42.0,0.0,32.0,1.0,20.0,4.0,0.0,32.0,1.0,8.0,3.0,,26480.2392,26480.2392,26480.2392,,,,,89354000.0,35320000.0,52643000.0,61290000.0,29317000.0,42197000.0,89320000.0,31736000.0,50125000.0,,,,,,,-0.2521,-0.4422,-0.3136,-1.0541,-1.7257,-1.285,-0.3863,-0.8244,-0.5208,-0.2304,-0.4136,-0.287,,,,,,,4000
RocketTile_36,9.0,0.0,0.0,64.0,1.0,28.0,8.0,1.0,32.0,4.0,12.0,2.0,41379.4829,41379.4829,41379.4829,41379.4829,41379.4829,122980000.0,50981000.0,73919000.0,118730000.0,50298000.0,72504000.0,83563000.0,41323000.0,57733000.0,117570000.0,44816000.0,68049000.0,122920000.0,50954000.0,73880000.0,-0.3278,-0.5302,-0.3942,-0.3325,-0.5395,-0.4035,-1.0435,-1.8074,-1.2958,-0.3808,-0.7907,-0.5128,-0.2396,-0.4292,-0.294,-0.3272,-0.5301,-0.3939,-0.3014,-0.5071,-0.3678,4000
RocketTile_37,12.0,56.0,1024.0,64.0,2.0,4.0,8.0,0.0,32.0,4.0,4.0,2.0,47895.9782,47895.9782,47895.9782,47895.9782,47895.9782,147210000.0,61557000.0,89744000.0,143500000.0,60989000.0,88700000.0,2818600000.0,1871900000.0,2316500000.0,2858800000.0,1876200000.0,2330100000.0,147170000.0,61539000.0,89717000.0,-0.2772,-0.497,-0.3437,-0.2845,-0.4844,-0.3523,-188.0019,-373.9464,-228.3096,-0.3636,-0.788,-0.4835,-0.2392,-0.4192,-0.2948,-0.2764,-0.4971,-0.3429,-0.2574,-0.4649,-0.3195,4000
RocketTile_38,0.0,28.0,0.0,32.0,1.0,24.0,8.0,0.0,64.0,2.0,12.0,3.0,33238.5696,33238.5696,33238.5696,33238.5696,33238.5696,99932000.0,40133000.0,59165000.0,96802000.0,39631000.0,58114000.0,69740000.0,33824000.0,48070000.0,97423000.0,36362000.0,56038000.0,99965000.0,40142000.0,59184000.0,-0.2403,-0.4483,-0.3056,-0.2462,-0.4538,-0.3043,-0.9069,-1.6402,-1.1417,-0.3726,-0.7936,-0.5056,-0.2228,-0.4229,-0.2756,-0.2395,-0.4482,-0.3047,-0.2286,-0.4377,-0.2914,4000
RocketTile_39,3.0,56.0,0.0,64.0,1.0,32.0,8.0,0.0,32.0,2.0,32.0,2.0,30668.2344,30668.2344,30668.2344,30668.2344,30668.2344,92760000.0,36068000.0,53380000.0,89991000.0,35650000.0,52483000.0,60989000.0,29394000.0,41552000.0,89952000.0,31886000.0,49655000.0,92745000.0,36065000.0,53375000.0,-0.2509,-0.4701,-0.3127,-0.2574,-0.4538,-0.3231,-0.7854,-1.4099,-0.9865,-0.3677,-0.754,-0.4869,-0.2258,-0.4104,-0.2781,-0.2502,-0.4701,-0.3124,-0.2389,-0.4537,-0.302,4000
