Design,nRAS,nBTBEntries,nBHTEntries,nICacheSets,nICacheWays,nICacheTLBWays,MulDivUnroll,useVM,nDCacheSets,nDCacheWays,nDCacheTLBWays,nMSHRs,chipfinish_Total_Area,cts_Total_Area,floorplan_Total_Area,placement_Total_Area,route_Total_Area,chipfinish_Fast_Total_Power(nW),chipfinish_Slow_Total_Power(nW),chipfinish_Typical_Total_Power(nW),cts_Fast_Total_Power(nW),cts_Slow_Total_Power(nW),cts_Typical_Total_Power(nW),floorplan_Fast_Total_Power(nW),floorplan_Slow_Total_Power(nW),floorplan_Typical_Total_Power(nW),placement_Fast_Total_Power(nW),placement_Slow_Total_Power(nW),placement_Typical_Total_Power(nW),route_Fast_Total_Power(nW),route_Slow_Total_Power(nW),route_Typical_Total_Power(nW),chipfinish_FUNC_Fast_(Setup)_WNS,chipfinish_FUNC_Slow_(Setup)_WNS,chipfinish_FUNC_Typical_(Setup)_WNS,cts_FUNC_Fast_(Setup)_WNS,cts_FUNC_Slow_(Setup)_WNS,cts_FUNC_Typical_(Setup)_WNS,floorplan_FUNC_Fast_(Setup)_WNS,floorplan_FUNC_Slow_(Setup)_WNS,floorplan_FUNC_Typical_(Setup)_WNS,floorplan.zwlm_FUNC_Fast_(Setup)_WNS,floorplan.zwlm_FUNC_Slow_(Setup)_WNS,floorplan.zwlm_FUNC_Typical_(Setup)_WNS,placement_FUNC_Fast_(Setup)_WNS,placement_FUNC_Slow_(Setup)_WNS,placement_FUNC_Typical_(Setup)_WNS,route_FUNC_Fast_(Setup)_WNS,route_FUNC_Slow_(Setup)_WNS,route_FUNC_Typical_(Setup)_WNS,route.no_si_FUNC_Fast_(Setup)_WNS,route.no_si_FUNC_Slow_(Setup)_WNS,route.no_si_FUNC_Typical_(Setup)_WNS,Frequency
RocketTile_40,9.0,42.0,256.0,64.0,2.0,32.0,4.0,1.0,64.0,4.0,16.0,2.0,55742.4979,55742.4979,55742.4979,55742.4979,55742.4979,144280000.0,59062000.0,86264000.0,140240000.0,58339000.0,84870000.0,102890000.0,48707000.0,68898000.0,140780000.0,52320000.0,80684000.0,144260000.0,59051000.0,86247000.0,-0.3119,-0.5438,-0.374,-0.3116,-0.5421,-0.3758,-1.2294,-2.0007,-1.4927,-0.3531,-0.7553,-0.4779,-0.273,-0.4432,-0.3278,-0.3119,-0.5433,-0.374,-0.2909,-0.5156,-0.3532,4000
RocketTile_41,3.0,0.0,256.0,32.0,2.0,4.0,8.0,0.0,64.0,2.0,12.0,3.0,37774.4472,37774.4472,37774.4472,37774.4472,37774.4472,112770000.0,46620000.0,67980000.0,109770000.0,46170000.0,67013000.0,80424000.0,39555000.0,55758000.0,107760000.0,41495000.0,63074000.0,112760000.0,46612000.0,67969000.0,-0.2474,-0.4837,-0.3144,-0.2443,-0.4479,-0.3071,-0.757,-1.3518,-0.947,-0.3446,-0.7569,-0.4659,-0.2421,-0.421,-0.2928,-0.247,-0.4835,-0.3143,-0.23,-0.4475,-0.2917,4000
RocketTile_42,9.0,0.0,1024.0,64.0,4.0,24.0,8.0,1.0,64.0,4.0,4.0,1.0,64450.2283,64450.2283,64450.2283,64450.2283,64450.2283,153900000.0,64915000.0,92995000.0,149880000.0,64229000.0,91611000.0,114630000.0,55131000.0,77082000.0,147830000.0,58729000.0,87043000.0,153850000.0,64893000.0,92963000.0,-0.2861,-0.5024,-0.351,-0.2866,-0.4927,-0.3516,-0.9161,-1.5732,-1.1248,-0.3853,-0.8108,-0.5201,-0.2439,-0.4286,-0.3048,-0.2854,-0.5015,-0.3502,-0.2608,-0.4761,-0.3253,4000
RocketTile_43,3.0,56.0,1024.0,32.0,2.0,16.0,8.0,0.0,64.0,2.0,16.0,1.0,38139.156,38139.156,38139.156,38139.156,38139.156,116700000.0,45779000.0,68011000.0,113640000.0,45292000.0,67046000.0,2794200000.0,1858000000.0,2297900000.0,2830200000.0,1861700000.0,2309400000.0,116680000.0,45768000.0,67995000.0,-0.3736,-0.5602,-0.4298,-0.3437,-0.5413,-0.4102,-187.9659,-373.716,-228.2641,-0.3647,-0.7587,-0.49,-0.2709,-0.4319,-0.3274,-0.3737,-0.5596,-0.4296,-0.3368,-0.5403,-0.4024,4000
RocketTile_44,0.0,56.0,1024.0,64.0,4.0,20.0,8.0,0.0,64.0,1.0,16.0,1.0,45996.7291,45996.7291,45996.7291,45996.7291,45996.7291,116650000.0,46663000.0,68240000.0,113660000.0,46141000.0,67222000.0,83910000.0,39398000.0,55715000.0,111350000.0,41744000.0,63298000.0,116630000.0,46650000.0,68222000.0,-0.2332,-0.4294,-0.2888,-0.2944,-0.4659,-0.3581,-0.8038,-1.4131,-1.0061,-0.3639,-0.7778,-0.4949,-0.221,-0.3965,-0.2719,-0.2325,-0.4261,-0.2888,-0.2143,-0.4165,-0.2765,4000
RocketTile_45,12.0,42.0,128.0,64.0,2.0,12.0,4.0,0.0,64.0,4.0,20.0,3.0,53554.5187,53554.5187,53554.5187,53554.5187,53554.5187,141130000.0,59075000.0,85813000.0,137750000.0,58497000.0,84749000.0,102660000.0,50106000.0,70338000.0,133890000.0,52934000.0,79623000.0,141100000.0,59060000.0,85788000.0,-0.2772,-0.4771,-0.3338,-0.2909,-0.4826,-0.3497,-1.0227,-1.7096,-1.2541,-0.3717,-0.7745,-0.5011,-0.2441,-0.4292,-0.296,-0.2767,-0.4754,-0.3329,-0.2625,-0.4641,-0.3229,4000
RocketTile_46,6.0,28.0,1024.0,32.0,1.0,4.0,8.0,0.0,64.0,1.0,8.0,1.0,27595.0224,27595.0224,27595.0224,27595.0224,27595.0224,99247000.0,35643000.0,55327000.0,95429000.0,35126000.0,54211000.0,2774300000.0,1847600000.0,2284000000.0,2810600000.0,1851400000.0,2295900000.0,99230000.0,35637000.0,55318000.0,-0.3062,-0.5169,-0.3798,-0.3012,-0.5137,-0.3693,-187.9418,-373.8075,-228.3053,-0.3856,-0.7874,-0.5117,-0.2644,-0.4292,-0.3197,-0.3056,-0.5153,-0.3793,-0.286,-0.4951,-0.3532,4000
RocketTile_47,3.0,28.0,128.0,32.0,4.0,12.0,8.0,0.0,32.0,2.0,28.0,3.0,45420.7738,45420.7738,45420.7738,45420.7738,45420.7738,144790000.0,63219000.0,90620000.0,141410000.0,62656000.0,89494000.0,110690000.0,54858000.0,77070000.0,140040000.0,57580000.0,85601000.0,144750000.0,63203000.0,90597000.0,-0.2989,-0.5188,-0.3713,-0.3099,-0.5148,-0.3738,-0.853,-1.4986,-1.058,-0.363,-0.7691,-0.4908,-0.2671,-0.4396,-0.3214,-0.2983,-0.5178,-0.3708,-0.2848,-0.5023,-0.3573,4000
RocketTile_48,0.0,56.0,256.0,32.0,2.0,32.0,4.0,1.0,64.0,1.0,4.0,1.0,32918.8406,32918.8406,32918.8406,32918.8406,32918.8406,98003000.0,36462000.0,54705000.0,94665000.0,35979000.0,53601000.0,62066000.0,28021000.0,40447000.0,93152000.0,30416000.0,49070000.0,97973000.0,36450000.0,54684000.0,-0.2182,-0.4032,-0.2727,-0.2214,-0.4169,-0.2866,-0.6946,-1.2699,-0.8894,-0.3828,-0.7877,-0.5143,-0.2232,-0.4025,-0.282,-0.2178,-0.4015,-0.2722,-0.205,-0.3892,-0.2623,4000
RocketTile_49,0.0,0.0,0.0,64.0,1.0,12.0,8.0,1.0,64.0,1.0,8.0,1.0,29712.276,29712.276,29712.276,29712.276,29712.276,84408000.0,29716000.0,45400000.0,81301000.0,29225000.0,44353000.0,51105000.0,22000000.0,32348000.0,81911000.0,24994000.0,41522000.0,84449000.0,29731000.0,45425000.0,-0.2429,-0.4599,-0.3113,-0.2409,-0.438,-0.3039,-0.8059,-1.4446,-1.0193,-0.3498,-0.8051,-0.4714,-0.2277,-0.4095,-0.2867,-0.2425,-0.4586,-0.3102,-0.2278,-0.4488,-0.3012,4000
RocketTile_50,0.0,14.0,0.0,32.0,1.0,16.0,4.0,1.0,64.0,4.0,4.0,3.0,46448.2238,46448.2238,46448.2238,46448.2238,46448.2238,129050000.0,54162000.0,78577000.0,125300000.0,53470000.0,77193000.0,93363000.0,46059000.0,64813000.0,126080000.0,49108000.0,74388000.0,129000000.0,54137000.0,78541000.0,-0.292,-0.5154,-0.3589,-0.2911,-0.5152,-0.3634,-0.8705,-1.5029,-1.0795,-0.3639,-0.8008,-0.4961,-0.2333,-0.4228,-0.2899,-0.2916,-0.5145,-0.3583,-0.2721,-0.4946,-0.3407,4000
RocketTile_51,9.0,0.0,1024.0,64.0,1.0,12.0,8.0,0.0,32.0,1.0,12.0,2.0,27074.2248,27074.2248,27074.2248,27074.2248,27074.2248,83625000.0,30808000.0,46603000.0,80708000.0,30353000.0,45642000.0,53249000.0,24616000.0,35529000.0,80649000.0,27119000.0,43372000.0,83601000.0,30797000.0,46587000.0,-0.2343,-0.4354,-0.2926,-0.2231,-0.421,-0.2886,-0.8464,-1.5033,-1.0634,-0.3588,-0.8405,-0.4863,-0.2278,-0.4199,-0.2886,-0.2339,-0.4354,-0.2921,-0.2189,-0.4126,-0.2792,4000
RocketTile_52,9.0,14.0,256.0,64.0,1.0,12.0,8.0,0.0,64.0,2.0,4.0,2.0,35009.5824,35009.5824,35009.5824,35009.5824,35009.5824,100730000.0,38752000.0,57734000.0,97157000.0,38219000.0,56580000.0,67127000.0,31373000.0,44712000.0,97873000.0,34104000.0,54095000.0,100710000.0,38742000.0,57719000.0,-0.2754,-0.4455,-0.33,-0.2436,-0.4328,-0.2995,-0.7198,-1.3203,-0.9161,-0.3955,-0.8272,-0.5339,-0.2501,-0.3996,-0.3019,-0.2765,-0.4437,-0.3295,-0.2464,-0.4244,-0.2976,4000
RocketTile_53,6.0,14.0,128.0,32.0,1.0,12.0,4.0,1.0,32.0,4.0,20.0,3.0,41831.087,41831.087,41831.087,41831.087,41831.087,135850000.0,57563000.0,83622000.0,131810000.0,56857000.0,82194000.0,96293000.0,47960000.0,67287000.0,130870000.0,51219000.0,77724000.0,135800000.0,57541000.0,83590000.0,-0.3023,-0.5004,-0.3682,-0.2943,-0.4972,-0.3616,-0.8543,-1.543,-1.0776,-0.3976,-0.824,-0.5293,-0.2656,-0.434,-0.3193,-0.302,-0.5003,-0.3679,-0.282,-0.4782,-0.3479,4000
RocketTile_54,9.0,28.0,0.0,64.0,2.0,24.0,4.0,1.0,32.0,2.0,24.0,2.0,40057.4203,40057.4203,40057.4203,40057.4203,40057.4203,116740000.0,46363000.0,68183000.0,112800000.0,45798000.0,66902000.0,79104000.0,37302000.0,53178000.0,111370000.0,40186000.0,62515000.0,116720000.0,46355000.0,68170000.0,-0.2367,-0.4342,-0.2964,-0.2395,-0.423,-0.3005,-0.785,-1.3959,-0.9878,-0.3478,-0.7427,-0.4667,-0.2449,-0.4237,-0.3061,-0.2361,-0.4341,-0.2959,-0.2248,-0.419,-0.2839,4000
RocketTile_55,3.0,56.0,512.0,32.0,1.0,8.0,4.0,1.0,32.0,1.0,8.0,3.0,32181.6528,32181.6528,32181.6528,32181.6528,32181.6528,118200000.0,46354000.0,69713000.0,114480000.0,45637000.0,68388000.0,79265000.0,36180000.0,52866000.0,117030000.0,39792000.0,65290000.0,118170000.0,46341000.0,69693000.0,-0.348,-0.5013,-0.4047,-0.2547,-0.446,-0.3179,-0.8456,-1.4872,-1.0624,-0.3535,-0.7479,-0.4784,-0.2392,-0.4109,-0.2898,-0.3481,-0.5013,-0.4048,-0.254,-0.4473,-0.3133,4000
RocketTile_56,0.0,28.0,256.0,64.0,1.0,16.0,8.0,0.0,64.0,1.0,8.0,3.0,29731.9205,29731.9205,29731.9205,29731.9205,29731.9205,93344000.0,35480000.0,53562000.0,90697000.0,35087000.0,52705000.0,62353000.0,29313000.0,42381000.0,91322000.0,31875000.0,50616000.0,93390000.0,35496000.0,53590000.0,-0.2469,-0.4615,-0.315,-0.254,-0.441,-0.3149,-0.9085,-1.5775,-1.1496,-0.377,-0.7975,-0.5095,-0.2287,-0.4075,-0.2857,-0.2467,-0.4612,-0.3147,-0.2411,-0.4451,-0.2999,4000
RocketTile_57,12.0,28.0,256.0,32.0,4.0,8.0,4.0,1.0,64.0,1.0,4.0,2.0,44824.2984,44824.2984,44824.2984,44824.2984,44824.2984,141470000.0,58591000.0,85523000.0,137360000.0,57923000.0,84158000.0,102310000.0,48429000.0,69064000.0,137460000.0,51810000.0,79910000.0,141440000.0,58580000.0,85505000.0,-0.3249,-0.5284,-0.3911,-0.3379,-0.5439,-0.4106,-0.7634,-1.3673,-0.9569,-0.3746,-0.7815,-0.5041,-0.2623,-0.432,-0.315,-0.3239,-0.5276,-0.3901,-0.3104,-0.5141,-0.3792,4000
RocketTile_58,3.0,28.0,0.0,32.0,2.0,4.0,4.0,1.0,32.0,4.0,12.0,3.0,44974.3133,44974.3133,44974.3133,44974.3133,44974.3133,138430000.0,60064000.0,86153000.0,134990000.0,59538000.0,85052000.0,102010000.0,51726000.0,71997000.0,134080000.0,54640000.0,81262000.0,138410000.0,60054000.0,86138000.0,-0.2851,-0.4992,-0.3522,-0.2917,-0.5072,-0.362,-0.8399,-1.5373,-1.0685,-0.366,-0.7743,-0.4936,-0.2451,-0.4363,-0.3002,-0.2848,-0.4991,-0.3516,-0.2648,-0.4897,-0.3334,4000
RocketTile_59,3.0,42.0,512.0,64.0,2.0,16.0,4.0,0.0,64.0,4.0,4.0,3.0,53744.917,53744.917,53744.917,53744.917,53744.917,143000000.0,60717000.0,87885000.0,139400000.0,60131000.0,86695000.0,107270000.0,52258000.0,73282000.0,141710000.0,55215000.0,84112000.0,142960000.0,60701000.0,87861000.0,-0.3256,-0.5401,-0.3881,-0.3226,-0.5328,-0.3878,-1.0778,-1.7264,-1.298,-0.3627,-0.7909,-0.4957,-0.282,-0.4543,-0.3368,-0.3249,-0.5386,-0.3866,-0.296,-0.5174,-0.3643,4000
RocketTile_60,12.0,0.0,0.0,64.0,2.0,28.0,4.0,0.0,32.0,1.0,8.0,3.0,34638.9638,34638.9638,34638.9638,34638.9638,34638.9638,104480000.0,41245000.0,61332000.0,101780000.0,40878000.0,60484000.0,73309000.0,34950000.0,50057000.0,101880000.0,37216000.0,57819000.0,104460000.0,41238000.0,61321000.0,-0.2344,-0.4574,-0.2961,-0.2383,-0.4426,-0.2959,-0.8204,-1.442,-1.0233,-0.3946,-0.8431,-0.5354,-0.2301,-0.4196,-0.2891,-0.2341,-0.4564,-0.2955,-0.2245,-0.4438,-0.2837,4000
RocketTile_61,9.0,28.0,128.0,64.0,2.0,28.0,4.0,1.0,32.0,1.0,24.0,2.0,38205.9691,38205.9691,38205.9691,38205.9691,38205.9691,113900000.0,43176000.0,65047000.0,110240000.0,42626000.0,63865000.0,76064000.0,34105000.0,49750000.0,110800000.0,37100000.0,60115000.0,113880000.0,43167000.0,65034000.0,-0.2461,-0.4587,-0.3018,-0.258,-0.459,-0.32,-0.9022,-1.5392,-1.1246,-0.3378,-0.7499,-0.463,-0.2493,-0.4167,-0.3012,-0.2457,-0.4588,-0.3013,-0.2359,-0.4476,-0.2921,4000
RocketTile_62,3.0,56.0,128.0,64.0,4.0,20.0,4.0,0.0,64.0,2.0,8.0,3.0,55990.6805,55990.6805,55990.6805,55990.6805,55990.6805,149240000.0,63379000.0,91782000.0,145330000.0,62665000.0,90375000.0,112790000.0,54334000.0,76790000.0,145430000.0,57862000.0,87021000.0,149220000.0,63368000.0,91766000.0,-0.2631,-0.5078,-0.3428,-0.2782,-0.5104,-0.3474,-0.9924,-1.6924,-1.2312,-0.3594,-0.7701,-0.4865,-0.2499,-0.4252,-0.3009,-0.2624,-0.5079,-0.3429,-0.2451,-0.4895,-0.3152,4000
RocketTile_63,9.0,28.0,1024.0,64.0,1.0,12.0,4.0,0.0,32.0,2.0,28.0,3.0,34549.6882,34549.6882,34549.6882,34549.6882,34549.6882,122340000.0,49101000.0,73428000.0,118810000.0,48484000.0,72215000.0,2799000000.0,1861200000.0,2302900000.0,2837900000.0,1865400000.0,2316100000.0,122340000.0,49104000.0,73430000.0,-0.3286,-0.5221,-0.3845,-0.3006,-0.4971,-0.3635,-188.1981,-373.3818,-228.3793,-0.3603,-0.7911,-0.4889,-0.2508,-0.4112,-0.3009,-0.3284,-0.5218,-0.3843,-0.2974,-0.4978,-0.3602,4000
RocketTile_64,3.0,56.0,0.0,64.0,1.0,16.0,8.0,1.0,32.0,4.0,24.0,2.0,,,41022.6538,,,,,,,,,83057000.0,41243000.0,57533000.0,,,,,,,,,,,,,-1.0216,-1.7751,-1.2683,-0.3893,-0.8255,-0.5263,,,,,,,,,,4000
RocketTile_65,9.0,28.0,128.0,32.0,1.0,32.0,8.0,1.0,32.0,4.0,8.0,2.0,41379.4829,41379.4829,41379.4829,41379.4829,41379.4829,130840000.0,54019000.0,78808000.0,126760000.0,53245000.0,77290000.0,88483000.0,43320000.0,60813000.0,124690000.0,46770000.0,71905000.0,130790000.0,53995000.0,78771000.0,-0.3006,-0.4945,-0.3627,-0.2878,-0.5054,-0.3582,-0.926,-1.6388,-1.1614,-0.3844,-0.8252,-0.5236,-0.2576,-0.4275,-0.3081,-0.2997,-0.4937,-0.3617,-0.2728,-0.4759,-0.3354,4000
RocketTile_66,6.0,42.0,0.0,64.0,4.0,20.0,8.0,0.0,64.0,1.0,20.0,2.0,47462.3222,47462.3222,47462.3222,47462.3222,47462.3222,124920000.0,51457000.0,74817000.0,121980000.0,51013000.0,73875000.0,92303000.0,43550000.0,61966000.0,119490000.0,46251000.0,69800000.0,124890000.0,51444000.0,74796000.0,-0.246,-0.4247,-0.2998,-0.2516,-0.4339,-0.3095,-1.0037,-1.5613,-1.2112,-0.3733,-0.7998,-0.492,-0.2273,-0.4074,-0.2799,-0.245,-0.4245,-0.2996,-0.227,-0.4052,-0.2816,4000
RocketTile_67,6.0,42.0,1024.0,64.0,2.0,4.0,8.0,0.0,32.0,4.0,28.0,2.0,47308.2034,47308.2034,47308.2034,47308.2034,47308.2034,145690000.0,59815000.0,88272000.0,141920000.0,59199000.0,87119000.0,2818000000.0,1871600000.0,2316100000.0,2857600000.0,1875600000.0,2329300000.0,145670000.0,59806000.0,88257000.0,-0.3013,-0.5377,-0.3661,-0.3075,-0.5219,-0.3777,-188.1412,-373.6705,-228.2047,-0.4348,-0.897,-0.5798,-0.2492,-0.4222,-0.3011,-0.3008,-0.5373,-0.3656,-0.2867,-0.5091,-0.3434,4000
RocketTile_68,6.0,14.0,0.0,32.0,4.0,4.0,4.0,1.0,64.0,4.0,12.0,2.0,58282.4088,58282.4088,58282.4088,58282.4088,58282.4088,158380000.0,69272000.0,98648000.0,154850000.0,68647000.0,97415000.0,119570000.0,59647000.0,82850000.0,152120000.0,63038000.0,92534000.0,158340000.0,69256000.0,98624000.0,-0.2917,-0.495,-0.3535,-0.2892,-0.5014,-0.3556,-0.8878,-1.532,-1.093,-0.3787,-0.8063,-0.5116,-0.2332,-0.4243,-0.2917,-0.2913,-0.4947,-0.3533,-0.2636,-0.4703,-0.3249,4000
RocketTile_69,9.0,28.0,128.0,32.0,1.0,8.0,4.0,1.0,64.0,2.0,20.0,2.0,36154.9267,36154.9267,36154.9267,36154.9267,36154.9267,110290000.0,42435000.0,63497000.0,106250000.0,41772000.0,62115000.0,72243000.0,33221000.0,47905000.0,106420000.0,36601000.0,58501000.0,110280000.0,42437000.0,63497000.0,-0.2723,-0.4827,-0.3336,-0.2804,-0.4884,-0.348,-0.8549,-1.4643,-1.0622,-0.3761,-0.7831,-0.5071,-0.2447,-0.4306,-0.3044,-0.2719,-0.4809,-0.3334,-0.2584,-0.4653,-0.319,4000
RocketTile_70,0.0,42.0,0.0,64.0,1.0,16.0,4.0,0.0,64.0,2.0,4.0,3.0,34898.5282,34898.5282,34898.5282,34898.5282,34898.5282,104170000.0,40945000.0,60850000.0,100980000.0,40463000.0,59805000.0,69890000.0,33622000.0,47880000.0,99726000.0,36338000.0,56480000.0,104200000.0,40952000.0,60865000.0,-0.2576,-0.4659,-0.3099,-0.2374,-0.4422,-0.2941,-0.812,-1.4017,-1.019,-0.3518,-0.8256,-0.4931,-0.2335,-0.4207,-0.2866,-0.2571,-0.4643,-0.3094,-0.2394,-0.4405,-0.2941,4000
RocketTile_71,3.0,56.0,128.0,32.0,1.0,16.0,8.0,1.0,64.0,2.0,20.0,2.0,37028.34,37028.34,37028.34,37028.34,37028.34,112980000.0,42696000.0,64656000.0,108730000.0,42015000.0,63155000.0,73114000.0,33385000.0,48280000.0,108800000.0,37176000.0,59577000.0,112940000.0,42675000.0,64627000.0,-0.2729,-0.4636,-0.3313,-0.2685,-0.4562,-0.3257,-1.0387,-1.8697,-1.307,-0.3713,-0.7926,-0.506,-0.2302,-0.4087,-0.2893,-0.2725,-0.4629,-0.3311,-0.2339,-0.4425,-0.2879,4000
RocketTile_72,6.0,28.0,0.0,32.0,4.0,32.0,4.0,1.0,64.0,2.0,4.0,1.0,47080.103,47080.103,47080.103,47080.103,47080.103,134370000.0,56101000.0,80817000.0,130510000.0,55438000.0,79489000.0,96010000.0,46010000.0,64751000.0,126590000.0,48495000.0,73226000.0,134350000.0,56089000.0,80799000.0,-0.2769,-0.4998,-0.3524,-0.2654,-0.4657,-0.3311,-0.8681,-1.4332,-1.0639,-0.3775,-0.77,-0.5039,-0.233,-0.4301,-0.2924,-0.2758,-0.4985,-0.3511,-0.2656,-0.485,-0.3391,4000
RocketTile_73,9.0,42.0,0.0,32.0,1.0,24.0,4.0,1.0,64.0,1.0,24.0,1.0,28201.32,28201.32,28201.32,28201.32,28201.32,86286000.0,30044000.0,46190000.0,82954000.0,29526000.0,45042000.0,50496000.0,22033000.0,32265000.0,82939000.0,24996000.0,41900000.0,86276000.0,30040000.0,46184000.0,-0.234,-0.4196,-0.2903,-0.2402,-0.4431,-0.3007,-0.7893,-1.406,-0.9979,-0.3371,-0.7718,-0.4636,-0.2327,-0.416,-0.2921,-0.2344,-0.4187,-0.2897,-0.222,-0.4145,-0.2795,4000
RocketTile_74,0.0,14.0,512.0,64.0,4.0,16.0,8.0,1.0,32.0,4.0,4.0,1.0,58508.5939,58508.5939,58508.5939,58508.5939,58508.5939,149990000.0,64539000.0,91943000.0,146220000.0,63925000.0,90678000.0,112920000.0,55490000.0,77054000.0,145370000.0,58405000.0,86321000.0,149950000.0,64522000.0,91919000.0,-0.2583,-0.4545,-0.3182,-0.2742,-0.4657,-0.3351,-0.9281,-1.6042,-1.149,-0.3808,-0.7746,-0.5064,-0.2447,-0.4164,-0.3025,-0.2575,-0.4531,-0.317,-0.241,-0.4387,-0.3045,4000
RocketTile_75,3.0,0.0,0.0,64.0,2.0,32.0,8.0,1.0,32.0,2.0,20.0,1.0,38779.2432,38779.2432,38779.2432,38779.2432,38779.2432,105480000.0,40744000.0,60395000.0,101940000.0,40176000.0,59185000.0,70998000.0,32776000.0,46720000.0,102740000.0,35387000.0,55696000.0,105460000.0,40736000.0,60382000.0,-0.3139,-0.4888,-0.378,-0.2667,-0.4576,-0.3307,-0.9036,-1.5659,-1.1238,-0.3857,-0.8307,-0.5132,-0.2267,-0.4068,-0.2853,-0.3136,-0.4885,-0.3776,-0.2604,-0.4437,-0.3216,4000
RocketTile_76,9.0,28.0,256.0,32.0,1.0,32.0,8.0,1.0,64.0,2.0,32.0,3.0,38527.9963,38527.9963,38527.9963,38527.9963,38527.9963,125820000.0,50096000.0,74513000.0,121910000.0,49411000.0,73139000.0,84178000.0,39144000.0,56595000.0,121040000.0,42812000.0,68319000.0,125810000.0,50097000.0,74511000.0,-0.2771,-0.4549,-0.3318,-0.269,-0.4486,-0.3264,-0.9617,-1.6161,-1.1847,-0.3877,-0.7702,-0.5114,-0.2335,-0.4162,-0.2921,-0.2768,-0.4535,-0.3313,-0.2455,-0.4378,-0.2991,4000
RocketTile_77,6.0,0.0,128.0,64.0,2.0,12.0,4.0,0.0,64.0,2.0,8.0,1.0,38527.9963,38527.9963,38527.9963,38527.9963,38527.9963,96894000.0,36828000.0,54521000.0,93586000.0,36438000.0,53527000.0,65040000.0,30467000.0,42941000.0,91983000.0,32335000.0,49967000.0,96872000.0,36820000.0,54507000.0,-0.2628,-0.4644,-0.3273,-0.2769,-0.4685,-0.3423,-0.9323,-1.5832,-1.1494,-0.3588,-0.7483,-0.479,-0.2331,-0.4142,-0.2918,-0.2625,-0.4627,-0.3264,-0.2507,-0.4499,-0.3122,4000
RocketTile_78,0.0,56.0,0.0,64.0,1.0,20.0,8.0,0.0,32.0,1.0,8.0,3.0,28397.1355,28397.1355,28397.1355,28397.1355,28397.1355,94068000.0,35759000.0,54062000.0,90986000.0,35319000.0,53071000.0,61931000.0,29208000.0,42213000.0,89944000.0,31619000.0,50091000.0,94045000.0,35748000.0,54046000.0,-0.2318,-0.4198,-0.2925,-0.2307,-0.4181,-0.2913,-0.8904,-1.595,-1.1158,-0.3852,-0.7992,-0.5075,-0.2238,-0.4041,-0.2778,-0.231,-0.4192,-0.2917,-0.2207,-0.4133,-0.2797,4000
RocketTile_79,12.0,28.0,512.0,64.0,1.0,32.0,4.0,1.0,64.0,1.0,8.0,3.0,35382.1709,35382.1709,35382.1709,35382.1709,35382.1709,124000000.0,48123000.0,72652000.0,120340000.0,47395000.0,71325000.0,80081000.0,36184000.0,53034000.0,118660000.0,39897000.0,65715000.0,123950000.0,48099000.0,72616000.0,-0.299,-0.4617,-0.3512,-0.265,-0.4493,-0.3233,-0.8039,-1.4455,-1.0067,-0.3754,-0.8185,-0.5062,-0.2395,-0.4276,-0.2948,-0.2989,-0.4619,-0.3508,-0.2548,-0.4481,-0.3093,4000
RocketTile_80,0.0,42.0,128.0,32.0,1.0,12.0,8.0,1.0,64.0,2.0,24.0,3.0,36154.9267,36154.9267,36154.9267,36154.9267,36154.9267,113070000.0,44870000.0,66791000.0,109430000.0,44279000.0,65533000.0,76416000.0,36406000.0,52210000.0,108690000.0,39552000.0,61921000.0,113020000.0,44849000.0,66761000.0,-0.2414,-0.4392,-0.2982,-0.2404,-0.4342,-0.3096,-0.8249,-1.4508,-1.0374,-0.3755,-0.7999,-0.4955,-0.2276,-0.4106,-0.2844,-0.2404,-0.4382,-0.2971,-0.2221,-0.4343,-0.2815,4000
RocketTile_81,9.0,14.0,0.0,32.0,2.0,4.0,4.0,0.0,32.0,4.0,4.0,1.0,39334.1861,39334.1861,39334.1861,39334.1861,39334.1861,111850000.0,46934000.0,67023000.0,108400000.0,46518000.0,66027000.0,78963000.0,40270000.0,55061000.0,106200000.0,42270000.0,62310000.0,111820000.0,46922000.0,67004000.0,-0.2695,-0.4753,-0.335,-0.2783,-0.4798,-0.3444,-0.7654,-1.4337,-0.9774,-0.3531,-0.7857,-0.4788,-0.225,-0.4152,-0.2856,-0.2693,-0.475,-0.3347,-0.2557,-0.457,-0.3189,4000
RocketTile_82,9.0,28.0,512.0,32.0,1.0,28.0,8.0,0.0,32.0,2.0,12.0,1.0,29653.3426,29653.3426,29653.3426,29653.3426,29653.3426,95670000.0,36314000.0,54359000.0,92955000.0,35847000.0,53531000.0,61907000.0,28984000.0,40885000.0,94896000.0,31879000.0,51270000.0,95705000.0,36329000.0,54381000.0,-0.2746,-0.4911,-0.3425,-0.2952,-0.5018,-0.3627,-0.6517,-1.2113,-0.828,-0.383,-0.8024,-0.5056,-0.2354,-0.4054,-0.288,-0.2742,-0.4905,-0.3418,-0.267,-0.4784,-0.3304,4000
