Design,nRAS,nBTBEntries,nBHTEntries,nICacheSets,nICacheWays,nICacheTLBWays,MulDivUnroll,useVM,nDCacheSets,nDCacheWays,nDCacheTLBWays,nMSHRs,chipfinish_Total_Area,cts_Total_Area,floorplan_Total_Area,placement_Total_Area,route_Total_Area,chipfinish_Fast_Total_Power(nW),chipfinish_Slow_Total_Power(nW),chipfinish_Typical_Total_Power(nW),cts_Fast_Total_Power(nW),cts_Slow_Total_Power(nW),cts_Typical_Total_Power(nW),floorplan_Fast_Total_Power(nW),floorplan_Slow_Total_Power(nW),floorplan_Typical_Total_Power(nW),placement_Fast_Total_Power(nW),placement_Slow_Total_Power(nW),placement_Typical_Total_Power(nW),route_Fast_Total_Power(nW),route_Slow_Total_Power(nW),route_Typical_Total_Power(nW),chipfinish_FUNC_Fast_(Setup)_WNS,chipfinish_FUNC_Slow_(Setup)_WNS,chipfinish_FUNC_Typical_(Setup)_WNS,cts_FUNC_Fast_(Setup)_WNS,cts_FUNC_Slow_(Setup)_WNS,cts_FUNC_Typical_(Setup)_WNS,floorplan_FUNC_Fast_(Setup)_WNS,floorplan_FUNC_Slow_(Setup)_WNS,floorplan_FUNC_Typical_(Setup)_WNS,floorplan.zwlm_FUNC_Fast_(Setup)_WNS,floorplan.zwlm_FUNC_Slow_(Setup)_WNS,floorplan.zwlm_FUNC_Typical_(Setup)_WNS,placement_FUNC_Fast_(Setup)_WNS,placement_FUNC_Slow_(Setup)_WNS,placement_FUNC_Typical_(Setup)_WNS,route_FUNC_Fast_(Setup)_WNS,route_FUNC_Slow_(Setup)_WNS,route_FUNC_Typical_(Setup)_WNS,route.no_si_FUNC_Fast_(Setup)_WNS,route.no_si_FUNC_Slow_(Setup)_WNS,route.no_si_FUNC_Typical_(Setup)_WNS,Frequency
RocketTile_130,0.0,42.0,1024.0,32.0,4.0,8.0,8.0,1.0,32.0,2.0,8.0,2.0,44650.4256,44650.4256,44650.4256,44650.4256,44650.4256,47968000.0,21786000.0,30598000.0,47928000.0,21606000.0,30380000.0,44136000.0,20259000.0,28536000.0,47735000.0,20354000.0,29335000.0,47957000.0,21781000.0,30590000.0,0.1333,-0.0692,0.0732,0.1425,-0.0645,0.0784,-0.4422,-1.0966,-0.6736,-0.02,-0.4622,-0.1609,0.1602,-0.0459,0.0959,0.1349,-0.0665,0.0748,0.1514,-0.0581,0.0856,1600
RocketTile_131,6.0,14.0,256.0,32.0,2.0,24.0,4.0,1.0,64.0,1.0,4.0,3.0,36533.5344,36533.5344,36533.5344,36533.5344,36533.5344,40766000.0,17626000.0,25478000.0,40717000.0,17431000.0,25243000.0,37193000.0,15971000.0,23337000.0,40890000.0,16021000.0,24130000.0,40757000.0,17622000.0,25473000.0,0.1262,-0.0634,0.0718,0.1253,-0.0677,0.064,-0.3897,-0.9857,-0.5807,0.0026,-0.3978,-0.1174,0.1572,-0.0585,0.0956,0.1268,-0.0634,0.0725,0.1487,-0.0625,0.0883,1600
RocketTile_132,12.0,56.0,512.0,64.0,2.0,16.0,8.0,1.0,64.0,2.0,16.0,3.0,46699.416,46699.416,46699.416,46699.416,46699.416,47764000.0,20257000.0,29253000.0,47713000.0,20031000.0,28974000.0,43234000.0,18305000.0,26654000.0,47581000.0,18418000.0,27644000.0,47752000.0,20252000.0,29246000.0,0.141,-0.0641,0.0763,0.1337,-0.0597,0.0717,-0.5612,-1.2638,-0.7877,-0.0257,-0.479,-0.1699,0.1416,-0.0478,0.081,0.1418,-0.0629,0.0772,0.1463,-0.0594,0.0809,1600
RocketTile_133,3.0,56.0,0.0,64.0,1.0,16.0,8.0,0.0,64.0,4.0,20.0,3.0,44776.0354,44776.0354,44776.0354,44776.0354,44776.0354,41520000.0,18381000.0,26071000.0,41588000.0,18257000.0,25934000.0,38008000.0,17140000.0,24302000.0,41336000.0,17280000.0,25076000.0,41508000.0,18377000.0,26064000.0,0.1206,-0.0929,0.0589,0.1222,-0.0713,0.0594,-0.528,-1.1427,-0.7283,0.0092,-0.477,-0.136,0.1402,-0.058,0.0753,0.1223,-0.0926,0.0591,0.1454,-0.0746,0.0806,1600
RocketTile_134,3.0,28.0,256.0,32.0,4.0,28.0,8.0,0.0,64.0,4.0,24.0,1.0,55301.4,55301.4,55301.4,55301.4,55301.4,51959000.0,23488000.0,32635000.0,51938000.0,23324000.0,32450000.0,48012000.0,22053000.0,30621000.0,51710000.0,22129000.0,31409000.0,51942000.0,23480000.0,32623000.0,0.0902,-0.1146,0.0278,0.0654,-0.1298,-0.0013,-0.6698,-1.4348,-0.9205,-0.0037,-0.4343,-0.1385,0.1386,-0.0672,0.0801,0.0911,-0.1145,0.0279,0.103,-0.1045,0.0399,1600
RocketTile_135,12.0,42.0,512.0,32.0,4.0,16.0,8.0,1.0,64.0,1.0,28.0,3.0,46674.792,46674.792,46674.792,46674.792,46674.792,53748000.0,23987000.0,34148000.0,53513000.0,23752000.0,33834000.0,49334000.0,22056000.0,31598000.0,53544000.0,22129000.0,32499000.0,53736000.0,23982000.0,34141000.0,0.1133,-0.0946,0.0473,0.108,-0.0817,0.045,-0.6912,-1.2325,-0.8803,0.0129,-0.413,-0.1197,0.1438,-0.0503,0.0873,0.1145,-0.0931,0.0488,0.1364,-0.075,0.0716,1600
RocketTile_136,9.0,28.0,512.0,32.0,2.0,20.0,8.0,0.0,64.0,1.0,28.0,1.0,31242.4934,31242.4934,31242.4934,31242.4934,31242.4934,31781000.0,13170000.0,18895000.0,31850000.0,13023000.0,18735000.0,28609000.0,11901000.0,17178000.0,31928000.0,11892000.0,17806000.0,31773000.0,13167000.0,18889000.0,0.1329,-0.0655,0.0751,0.1233,-0.0726,0.0608,-0.4272,-1.0773,-0.639,0.0287,-0.3824,-0.0982,0.1474,-0.0514,0.0929,0.1338,-0.0642,0.0759,0.1486,-0.0543,0.0893,1600
RocketTile_137,9.0,42.0,512.0,64.0,4.0,20.0,4.0,1.0,32.0,2.0,24.0,3.0,56017.6574,56017.6574,56017.6574,56017.6574,56017.6574,59264000.0,25893000.0,37016000.0,58857000.0,25623000.0,36633000.0,54134000.0,23763000.0,34081000.0,58702000.0,23959000.0,35187000.0,59247000.0,25885000.0,37004000.0,0.0966,-0.0794,0.0387,0.1121,-0.079,0.0539,-0.6218,-1.2399,-0.7979,-0.002,-0.4286,-0.1338,0.1233,-0.0546,0.0668,0.097,-0.0786,0.039,0.1262,-0.0623,0.0671,1600
RocketTile_138,9.0,0.0,0.0,32.0,1.0,32.0,4.0,1.0,64.0,4.0,4.0,2.0,44776.0354,44776.0354,44776.0354,44776.0354,44776.0354,41398000.0,18058000.0,25674000.0,41327000.0,17868000.0,25435000.0,37337000.0,16320000.0,23318000.0,40913000.0,16422000.0,24124000.0,41372000.0,18046000.0,25657000.0,0.0951,-0.1167,0.0297,0.0855,-0.1214,0.0163,-0.6803,-1.4183,-0.9157,0.0075,-0.4051,-0.1192,0.1546,-0.055,0.0873,0.0959,-0.1132,0.0312,0.1182,-0.1051,0.052,1600
RocketTile_139,6.0,14.0,512.0,64.0,1.0,16.0,4.0,1.0,64.0,4.0,12.0,3.0,49365.949,49365.949,49365.949,49365.949,49365.949,49521000.0,21656000.0,30898000.0,49294000.0,21416000.0,30579000.0,45072000.0,19835000.0,28409000.0,48963000.0,19976000.0,29346000.0,49501000.0,21647000.0,30884000.0,0.129,-0.0784,0.0715,0.1193,-0.0852,0.0561,-0.4974,-1.2037,-0.7306,0.0152,-0.3827,-0.1036,0.1489,-0.0358,0.0933,0.1296,-0.0776,0.072,0.1444,-0.0632,0.0839,1600
RocketTile_140,3.0,28.0,1024.0,32.0,2.0,32.0,8.0,0.0,32.0,1.0,20.0,2.0,31679.8978,31679.8978,31679.8978,31679.8978,31679.8978,37471000.0,16152000.0,23061000.0,37378000.0,15992000.0,22865000.0,1119600000.0,742970000.0,919230000.0,1123000000.0,742960000.0,919930000.0,37463000.0,16149000.0,23056000.0,0.1208,-0.0877,0.0564,0.1101,-0.0967,0.043,-187.6612,-373.5821,-227.88,0.0296,-0.3961,-0.0939,0.157,-0.0448,0.093,0.122,-0.0863,0.0576,0.1344,-0.081,0.0696,1600
RocketTile_141,0.0,0.0,1024.0,32.0,2.0,8.0,4.0,1.0,64.0,4.0,28.0,2.0,48744.0288,48744.0288,48744.0288,48744.0288,48744.0288,45554000.0,20219000.0,28508000.0,45321000.0,20047000.0,28272000.0,41257000.0,18452000.0,26103000.0,45024000.0,18708000.0,27081000.0,45539000.0,20212000.0,28498000.0,0.098,-0.0928,0.0417,0.1066,-0.1041,0.0446,-0.4065,-1.0196,-0.5965,0.0257,-0.3833,-0.0992,0.1517,-0.0546,0.0903,0.1018,-0.0919,0.0461,0.1303,-0.0873,0.0693,1600
RocketTile_142,3.0,0.0,128.0,32.0,4.0,24.0,4.0,0.0,64.0,4.0,4.0,1.0,53692.0574,53692.0574,53692.0574,53692.0574,53692.0574,49590000.0,22679000.0,31347000.0,49539000.0,22524000.0,31171000.0,45566000.0,21235000.0,29332000.0,49039000.0,21334000.0,30085000.0,49575000.0,22671000.0,31336000.0,0.1069,-0.059,0.0574,0.1064,-0.0762,0.0521,-0.5665,-1.3103,-0.8085,0.0213,-0.4055,-0.1113,0.1574,-0.0498,0.0969,0.1074,-0.0568,0.0573,0.1215,-0.0485,0.07,1600
RocketTile_143,6.0,42.0,0.0,64.0,1.0,8.0,8.0,1.0,32.0,2.0,20.0,2.0,32898.1565,32898.1565,32898.1565,32898.1565,32898.1565,32690000.0,13899000.0,19991000.0,32784000.0,13743000.0,19825000.0,29646000.0,12563000.0,18276000.0,32896000.0,12660000.0,19018000.0,32678000.0,13894000.0,19982000.0,0.1283,-0.064,0.0694,0.1334,-0.0592,0.0735,-0.3899,-1.0538,-0.5926,0.0133,-0.4435,-0.1272,0.1545,-0.0325,0.0958,0.1289,-0.0623,0.0701,0.1432,-0.0542,0.0812,1600
RocketTile_144,9.0,42.0,512.0,32.0,4.0,16.0,8.0,0.0,64.0,1.0,8.0,2.0,42046.1093,42046.1093,42046.1093,42046.1093,42046.1093,46673000.0,20630000.0,29174000.0,46487000.0,20435000.0,28916000.0,42645000.0,19095000.0,27097000.0,46421000.0,19154000.0,27869000.0,46661000.0,20625000.0,29166000.0,0.1105,-0.0854,0.0564,0.1119,-0.0929,0.0478,-0.5261,-1.187,-0.746,0.0273,-0.3713,-0.0954,0.1335,-0.0919,0.0655,0.1111,-0.0852,0.0579,0.1345,-0.079,0.0699,1600
RocketTile_145,3.0,42.0,1024.0,32.0,2.0,28.0,8.0,0.0,32.0,2.0,16.0,2.0,35756.7293,35756.7293,35756.7293,35756.7293,35756.7293,40411000.0,18134000.0,25503000.0,40426000.0,17971000.0,25318000.0,1123300000.0,744990000.0,921860000.0,1126700000.0,744950000.0,922530000.0,40401000.0,18129000.0,25496000.0,0.1151,-0.0826,0.0563,0.1057,-0.093,0.0414,-187.62,-373.4005,-227.9122,-0.0168,-0.4363,-0.148,0.1526,-0.0504,0.0971,0.1175,-0.0801,0.0588,0.1301,-0.0712,0.0675,1600
RocketTile_146,0.0,56.0,1024.0,32.0,1.0,28.0,8.0,1.0,32.0,2.0,32.0,2.0,31574.2608,31574.2608,31574.2608,31574.2608,31574.2608,32791000.0,14091000.0,20246000.0,32728000.0,13925000.0,20036000.0,29604000.0,12633000.0,18361000.0,32805000.0,12771000.0,19151000.0,32787000.0,14089000.0,20243000.0,0.1396,-0.071,0.0793,0.1354,-0.0563,0.0772,-0.5769,-1.2792,-0.8046,0.0182,-0.4048,-0.1072,0.1563,-0.0376,0.0942,0.141,-0.069,0.0804,0.159,-0.0587,0.0915,1600
RocketTile_147,3.0,28.0,0.0,64.0,4.0,8.0,4.0,0.0,64.0,4.0,28.0,3.0,63560.7,63560.7,63560.7,63560.7,63560.7,58382000.0,26163000.0,36824000.0,57996000.0,25963000.0,36539000.0,54102000.0,24605000.0,34607000.0,57539000.0,24760000.0,35431000.0,58363000.0,26154000.0,36811000.0,0.1023,-0.1036,0.056,0.1015,-0.0971,0.0472,-0.5508,-1.1866,-0.7638,0.0166,-0.392,-0.0998,0.1437,-0.0459,0.0898,0.1037,-0.1027,0.0577,0.1341,-0.0918,0.0758,1600
RocketTile_148,9.0,56.0,128.0,64.0,4.0,32.0,4.0,0.0,32.0,2.0,8.0,2.0,51307.0042,51307.0042,51307.0042,51307.0042,51307.0042,49201000.0,21556000.0,30536000.0,49019000.0,21362000.0,30281000.0,45390000.0,19933000.0,28394000.0,49344000.0,20084000.0,29301000.0,49186000.0,21549000.0,30526000.0,0.1229,-0.0635,0.0678,0.1165,-0.0614,0.0557,-0.5014,-1.2542,-0.7451,-0.009,-0.3977,-0.1301,0.1488,-0.0425,0.0882,0.1235,-0.0637,0.0683,0.1412,-0.0447,0.0836,1600
RocketTile_149,9.0,56.0,256.0,32.0,2.0,4.0,8.0,0.0,32.0,4.0,8.0,2.0,42793.7486,42793.7486,42793.7486,42793.7486,42793.7486,44592000.0,20209000.0,28286000.0,44471000.0,20041000.0,28067000.0,40979000.0,18825000.0,26405000.0,44613000.0,18919000.0,27206000.0,44582000.0,20204000.0,28279000.0,0.086,-0.1002,0.0223,0.0899,-0.1011,0.0241,-0.518,-1.1667,-0.7367,0.0113,-0.4182,-0.1209,0.1462,-0.043,0.0935,0.0876,-0.098,0.0246,0.0978,-0.0917,0.0338,1600
RocketTile_150,12.0,56.0,0.0,64.0,1.0,24.0,8.0,0.0,64.0,1.0,28.0,3.0,29230.2202,29230.2202,29230.2202,29230.2202,29230.2202,30313000.0,12792000.0,18690000.0,30338000.0,12684000.0,18572000.0,27460000.0,11667000.0,17149000.0,30549000.0,11813000.0,17886000.0,30307000.0,12789000.0,18686000.0,0.1212,-0.0583,0.0653,0.1406,-0.0449,0.0839,-0.5605,-1.2539,-0.7839,0.0253,-0.4078,-0.1087,0.1622,-0.0235,0.1077,0.1219,-0.0582,0.0664,0.1484,-0.0463,0.0915,1600
RocketTile_151,9.0,42.0,1024.0,32.0,4.0,16.0,8.0,1.0,32.0,2.0,20.0,3.0,49416.6197,49416.6197,49416.6197,49416.6197,49416.6197,59228000.0,27138000.0,38172000.0,59172000.0,26910000.0,37907000.0,1140600000.0,753300000.0,933620000.0,1144800000.0,753330000.0,934530000.0,59214000.0,27132000.0,38162000.0,0.0795,-0.1021,0.0291,0.075,-0.1089,0.0123,-187.8292,-373.2548,-228.1802,0.0003,-0.4147,-0.1342,0.138,-0.0513,0.0771,0.0808,-0.1009,0.0306,0.1196,-0.0871,0.0551,1600
RocketTile_152,0.0,56.0,1024.0,64.0,4.0,4.0,8.0,1.0,64.0,4.0,12.0,1.0,63296.2656,63296.2656,63296.2656,63296.2656,63296.2656,54842000.0,23803000.0,33471000.0,54704000.0,23623000.0,33250000.0,49725000.0,21911000.0,30811000.0,54181000.0,22113000.0,31890000.0,54822000.0,23794000.0,33458000.0,0.1032,-0.0727,0.0438,0.122,-0.0612,0.0618,-0.6912,-1.4757,-0.9412,0.0225,-0.4277,-0.117,0.15,-0.0388,0.0936,0.1066,-0.071,0.0494,0.155,-0.0501,0.1001,1600
RocketTile_153,3.0,28.0,1024.0,64.0,1.0,28.0,4.0,0.0,32.0,2.0,32.0,3.0,33815.3458,33815.3458,33815.3458,33815.3458,33815.3458,39674000.0,17673000.0,25119000.0,39585000.0,17510000.0,24922000.0,1122300000.0,744410000.0,921310000.0,1125700000.0,744490000.0,922120000.0,39660000.0,17667000.0,25110000.0,0.1418,-0.0607,0.0827,0.1384,-0.0576,0.0761,-187.7604,-373.2921,-227.8422,0.0182,-0.4019,-0.1081,0.1596,-0.0315,0.0987,0.1424,-0.0587,0.0846,0.1528,-0.0455,0.0946,1600
RocketTile_154,0.0,56.0,0.0,32.0,2.0,28.0,8.0,1.0,32.0,1.0,28.0,2.0,32390.82,32390.82,32390.82,32390.82,32390.82,33984000.0,14367000.0,20740000.0,33993000.0,14207000.0,20552000.0,30673000.0,13044000.0,19009000.0,34373000.0,13097000.0,19790000.0,33977000.0,14364000.0,20735000.0,0.137,-0.0552,0.08,0.132,-0.0581,0.0746,-0.6005,-1.2797,-0.8444,-0.0058,-0.4084,-0.1288,0.144,-0.045,0.084,0.1377,-0.0539,0.0824,0.1544,-0.0458,0.0918,1600
RocketTile_155,0.0,14.0,1024.0,64.0,4.0,20.0,4.0,0.0,64.0,4.0,16.0,2.0,62095.9003,62095.9003,62095.9003,62095.9003,62095.9003,54445000.0,24327000.0,34055000.0,54447000.0,24190000.0,33904000.0,50466000.0,22758000.0,31918000.0,53931000.0,22914000.0,32745000.0,54425000.0,24318000.0,34041000.0,0.129,-0.0811,0.0716,0.1142,-0.0854,0.0502,-0.5561,-1.2698,-0.794,-0.0076,-0.4414,-0.1456,0.1522,-0.0654,0.0856,0.1297,-0.0813,0.0718,0.1425,-0.073,0.084,1600
RocketTile_156,6.0,0.0,128.0,64.0,1.0,8.0,4.0,1.0,32.0,1.0,24.0,2.0,29031.5592,29031.5592,29031.5592,29031.5592,29031.5592,29890000.0,12112000.0,17796000.0,29894000.0,11948000.0,17601000.0,26025000.0,10620000.0,15746000.0,29791000.0,10766000.0,16626000.0,29879000.0,12107000.0,17789000.0,0.1308,-0.0532,0.0698,0.1284,-0.0582,0.0654,-0.5095,-1.1552,-0.7282,-0.0036,-0.4151,-0.1287,0.1605,-0.044,0.1019,0.1313,-0.0508,0.0711,0.1404,-0.0418,0.08,1600
RocketTile_157,3.0,0.0,0.0,32.0,1.0,24.0,4.0,1.0,64.0,1.0,16.0,2.0,29191.2595,29191.2595,29191.2595,29191.2595,29191.2595,29315000.0,12156000.0,17733000.0,29377000.0,11996000.0,17559000.0,26085000.0,10714000.0,15875000.0,29687000.0,10836000.0,16727000.0,29314000.0,12156000.0,17732000.0,0.1376,-0.0625,0.0866,0.1425,-0.0375,0.0861,-0.4708,-1.1217,-0.6938,-0.0045,-0.4019,-0.1281,0.1645,-0.0378,0.1003,0.1381,-0.0593,0.088,0.1539,-0.0384,0.0994,1600
RocketTile_158,3.0,42.0,512.0,64.0,1.0,16.0,4.0,0.0,32.0,1.0,28.0,3.0,30016.0814,30016.0814,30016.0814,30016.0814,30016.0814,34555000.0,14682000.0,21361000.0,34538000.0,14535000.0,21179000.0,31286000.0,13257000.0,19439000.0,34451000.0,13389000.0,20194000.0,34552000.0,14682000.0,21361000.0,0.1243,-0.073,0.0629,0.1217,-0.0749,0.0546,-0.5162,-1.147,-0.7318,0.0026,-0.3976,-0.12,0.1458,-0.0452,0.0858,0.1251,-0.0704,0.0636,0.1319,-0.0567,0.0707,1600
RocketTile_159,6.0,28.0,1024.0,32.0,2.0,8.0,4.0,0.0,64.0,1.0,20.0,1.0,31574.2608,31574.2608,31574.2608,31574.2608,31574.2608,33901000.0,14264000.0,20374000.0,33827000.0,14121000.0,20201000.0,1116400000.0,741240000.0,916740000.0,1119700000.0,741190000.0,917370000.0,33893000.0,14260000.0,20369000.0,0.11,-0.0973,0.0491,0.1032,-0.1044,0.0365,-187.5541,-373.306,-227.9137,0.0148,-0.4012,-0.1131,0.1487,-0.0585,0.0846,0.1108,-0.0961,0.0503,0.1235,-0.0923,0.0583,1600
RocketTile_160,6.0,14.0,256.0,32.0,1.0,20.0,8.0,1.0,32.0,4.0,4.0,2.0,40222.1002,40222.1002,40222.1002,40222.1002,40222.1002,42649000.0,19078000.0,26897000.0,42548000.0,18889000.0,26655000.0,38781000.0,17379000.0,24663000.0,42389000.0,17553000.0,25559000.0,42641000.0,19076000.0,26893000.0,0.116,-0.0777,0.0534,0.1031,-0.0914,0.0393,-0.5324,-1.2414,-0.7662,-0.0071,-0.4406,-0.1435,0.1485,-0.034,0.0948,0.1166,-0.0763,0.0542,0.1295,-0.0682,0.0677,1600
RocketTile_161,9.0,28.0,1024.0,32.0,4.0,4.0,4.0,1.0,64.0,1.0,32.0,1.0,43376.5987,43376.5987,43376.5987,43376.5987,43376.5987,47267000.0,20932000.0,29453000.0,47288000.0,20730000.0,29225000.0,1129300000.0,747310000.0,925180000.0,1133000000.0,747310000.0,926000000.0,47254000.0,20926000.0,29444000.0,0.0981,-0.1066,0.0389,0.1001,-0.1032,0.0349,-187.7258,-372.9804,-227.9613,-0.0073,-0.3912,-0.1255,0.1512,-0.0572,0.0863,0.1003,-0.1061,0.0397,0.1193,-0.0945,0.0529,1600
RocketTile_162,6.0,14.0,1024.0,32.0,2.0,28.0,4.0,1.0,64.0,2.0,12.0,2.0,41068.8374,41068.8374,41068.8374,41068.8374,41068.8374,44134000.0,19212000.0,27298000.0,44017000.0,19006000.0,27038000.0,1126100000.0,745610000.0,923070000.0,1130000000.0,745590000.0,923890000.0,44124000.0,19208000.0,27292000.0,0.1368,-0.0641,0.0838,0.1308,-0.0641,0.0758,-187.6162,-373.4782,-228.0102,0.0179,-0.403,-0.109,0.1625,-0.0482,0.101,0.1368,-0.0624,0.0848,0.1527,-0.0587,0.0906,1600
RocketTile_163,3.0,0.0,0.0,32.0,4.0,28.0,8.0,0.0,32.0,2.0,20.0,3.0,43447.8442,43447.8442,43447.8442,43447.8442,43447.8442,48892000.0,22618000.0,31752000.0,48704000.0,22463000.0,31532000.0,44899000.0,21231000.0,29730000.0,48526000.0,21338000.0,30526000.0,48877000.0,22611000.0,31742000.0,0.1131,-0.0765,0.0527,0.1135,-0.0772,0.0465,-0.8127,-1.5103,-1.0462,-0.0009,-0.4397,-0.1297,0.1388,-0.064,0.0794,0.114,-0.0751,0.0537,0.1253,-0.0629,0.0616,1600
RocketTile_164,12.0,28.0,256.0,32.0,2.0,12.0,4.0,1.0,32.0,1.0,16.0,3.0,35403.6211,35403.6211,35403.6211,35403.6211,35403.6211,40691000.0,17648000.0,25510000.0,40502000.0,17434000.0,25224000.0,37091000.0,15983000.0,23337000.0,40730000.0,16053000.0,24148000.0,40680000.0,17643000.0,25502000.0,0.1206,-0.0994,0.0504,0.118,-0.0731,0.0543,-0.4691,-1.1564,-0.6977,0.0077,-0.4169,-0.1178,0.1491,-0.0561,0.0865,0.1215,-0.0989,0.0509,0.127,-0.0883,0.0567,1600
RocketTile_165,12.0,14.0,0.0,32.0,1.0,16.0,4.0,1.0,64.0,1.0,8.0,3.0,30400.8725,30400.8725,30400.8725,30400.8725,30400.8725,33507000.0,14249000.0,20795000.0,33408000.0,14073000.0,20576000.0,30033000.0,12788000.0,18872000.0,33575000.0,12893000.0,19693000.0,33494000.0,14243000.0,20786000.0,0.1136,-0.0942,0.0524,0.1135,-0.0864,0.0477,-0.4582,-1.1383,-0.6815,-0.0078,-0.4286,-0.1416,0.1582,-0.0385,0.0949,0.114,-0.0877,0.0528,0.1299,-0.0806,0.0701,1600
RocketTile_166,3.0,42.0,128.0,64.0,2.0,20.0,8.0,0.0,32.0,1.0,4.0,2.0,34660.1952,34660.1952,34660.1952,34660.1952,34660.1952,33953000.0,13911000.0,20245000.0,33894000.0,13770000.0,20062000.0,30621000.0,12695000.0,18556000.0,34012000.0,12781000.0,19320000.0,33947000.0,13909000.0,20240000.0,0.1297,-0.0618,0.0816,0.1403,-0.0495,0.0824,-0.3804,-0.9918,-0.579,0.0209,-0.4233,-0.1013,0.1636,-0.0314,0.1036,0.131,-0.0593,0.0831,0.1545,-0.0453,0.0952,1600
RocketTile_167,3.0,14.0,0.0,64.0,1.0,8.0,8.0,1.0,32.0,2.0,16.0,2.0,32898.1565,32898.1565,32898.1565,32898.1565,32898.1565,32753000.0,13923000.0,20029000.0,32868000.0,13766000.0,19866000.0,29646000.0,12563000.0,18276000.0,32896000.0,12660000.0,19018000.0,32741000.0,13918000.0,20021000.0,0.1434,-0.0596,0.0888,0.1438,-0.0517,0.0817,-0.3899,-1.0538,-0.5926,0.0133,-0.4435,-0.1272,0.1545,-0.0325,0.0958,0.1449,-0.0556,0.0896,0.158,-0.0446,0.0989,1600
RocketTile_168,12.0,56.0,0.0,64.0,4.0,24.0,4.0,1.0,32.0,2.0,12.0,2.0,52184.6035,52184.6035,52184.6035,52184.6035,52184.6035,50195000.0,21804000.0,31005000.0,50048000.0,21604000.0,30750000.0,45967000.0,20128000.0,28735000.0,49743000.0,20202000.0,29566000.0,50181000.0,21798000.0,30995000.0,0.1104,-0.0838,0.048,0.0962,-0.104,0.0287,-0.5703,-1.3567,-0.8117,-0.003,-0.4641,-0.1486,0.1414,-0.0489,0.089,0.1118,-0.0817,0.0486,0.124,-0.0729,0.0598,1600
RocketTile_169,12.0,14.0,512.0,32.0,4.0,28.0,8.0,1.0,32.0,1.0,28.0,2.0,43229.2651,43229.2651,43229.2651,43229.2651,43229.2651,49367000.0,21759000.0,30901000.0,49236000.0,21529000.0,30613000.0,44656000.0,19847000.0,28287000.0,48836000.0,19919000.0,29195000.0,49357000.0,21755000.0,30895000.0,0.1109,-0.1054,0.046,0.0772,-0.1136,0.0157,-0.4506,-1.1024,-0.6623,0.0121,-0.4171,-0.1229,0.1354,-0.0498,0.0744,0.1115,-0.1044,0.0464,0.1249,-0.0944,0.0581,1600
RocketTile_170,3.0,28.0,1024.0,32.0,4.0,12.0,8.0,0.0,32.0,1.0,4.0,2.0,40690.3392,40690.3392,40690.3392,40690.3392,40690.3392,47884000.0,21672000.0,30422000.0,47880000.0,21504000.0,30230000.0,1130000000.0,748380000.0,926490000.0,1133700000.0,748390000.0,927270000.0,47874000.0,21667000.0,30416000.0,0.1217,-0.0783,0.0629,0.1024,-0.0921,0.0386,-187.6687,-373.5143,-227.9484,-0.0068,-0.4142,-0.1367,0.1586,-0.0534,0.1006,0.1225,-0.0771,0.0634,0.1383,-0.0654,0.0752,1600
RocketTile_171,6.0,14.0,0.0,32.0,4.0,4.0,8.0,0.0,64.0,1.0,32.0,3.0,41045.7456,41045.7456,41045.7456,41045.7456,41045.7456,45464000.0,20779000.0,29375000.0,45442000.0,20648000.0,29218000.0,41869000.0,19407000.0,27442000.0,45287000.0,19517000.0,28202000.0,45455000.0,20775000.0,29369000.0,0.1447,-0.0444,0.089,0.1455,-0.0331,0.0887,-0.3616,-0.982,-0.5599,0.018,-0.4056,-0.1062,0.1623,-0.0288,0.1088,0.1457,-0.0435,0.0899,0.1607,-0.0317,0.1026,1600
RocketTile_172,12.0,56.0,256.0,32.0,4.0,20.0,4.0,0.0,32.0,4.0,20.0,3.0,53259.1675,53259.1675,53259.1675,53259.1675,53259.1675,59560000.0,27596000.0,38573000.0,59314000.0,27411000.0,38322000.0,54825000.0,25987000.0,36241000.0,58779000.0,26140000.0,37159000.0,59543000.0,27588000.0,38561000.0,0.0907,-0.1128,0.0246,0.0866,-0.1134,0.0163,-0.7943,-1.3083,-0.9789,-0.0488,-0.4876,-0.1897,0.1414,-0.0504,0.0914,0.0909,-0.111,0.0253,0.1041,-0.1065,0.0376,1600
RocketTile_173,9.0,42.0,256.0,32.0,1.0,24.0,8.0,1.0,32.0,1.0,32.0,2.0,29996.3275,29996.3275,29996.3275,29996.3275,29996.3275,33731000.0,13496000.0,19963000.0,33494000.0,13289000.0,19668000.0,29253000.0,11820000.0,17594000.0,32892000.0,11884000.0,18406000.0,33718000.0,13490000.0,19955000.0,0.1361,-0.0563,0.0819,0.1305,-0.056,0.0707,-0.469,-1.0618,-0.666,0.0085,-0.4274,-0.1284,0.1494,-0.0399,0.0882,0.1364,-0.0541,0.0826,0.1477,-0.0469,0.0896,1600
