Design,nRAS,nBTBEntries,nBHTEntries,nICacheSets,nICacheWays,nICacheTLBWays,MulDivUnroll,useVM,nDCacheSets,nDCacheWays,nDCacheTLBWays,nMSHRs,chipfinish_Total_Area,cts_Total_Area,floorplan_Total_Area,placement_Total_Area,route_Total_Area,chipfinish_Fast_Total_Power(nW),chipfinish_Slow_Total_Power(nW),chipfinish_Typical_Total_Power(nW),cts_Fast_Total_Power(nW),cts_Slow_Total_Power(nW),cts_Typical_Total_Power(nW),floorplan_Fast_Total_Power(nW),floorplan_Slow_Total_Power(nW),floorplan_Typical_Total_Power(nW),placement_Fast_Total_Power(nW),placement_Slow_Total_Power(nW),placement_Typical_Total_Power(nW),route_Fast_Total_Power(nW),route_Slow_Total_Power(nW),route_Typical_Total_Power(nW),chipfinish_FUNC_Fast_(Setup)_WNS,chipfinish_FUNC_Slow_(Setup)_WNS,chipfinish_FUNC_Typical_(Setup)_WNS,cts_FUNC_Fast_(Setup)_WNS,cts_FUNC_Slow_(Setup)_WNS,cts_FUNC_Typical_(Setup)_WNS,floorplan_FUNC_Fast_(Setup)_WNS,floorplan_FUNC_Slow_(Setup)_WNS,floorplan_FUNC_Typical_(Setup)_WNS,placement_FUNC_Fast_(Setup)_WNS,placement_FUNC_Slow_(Setup)_WNS,placement_FUNC_Typical_(Setup)_WNS,route_FUNC_Fast_(Setup)_WNS,route_FUNC_Slow_(Setup)_WNS,route_FUNC_Typical_(Setup)_WNS,Frequency
RocketTile_53,6.0,14.0,128.0,32.0,1.0,12.0,4.0,1.0,32.0,4.0,20.0,3.0,39334.1861,39334.1861,39334.1861,39334.1861,39334.1861,6351600.0,1263000.0,2233600.0,6315100.0,1250800.0,2211500.0,7597800.0,1182300.0,2319300.0,6285400.0,1265500.0,2128600.0,6350200.0,1262200.0,2232200.0,6.611,2.1458,5.4699,6.5336,2.3174,5.4074,6.7034,2.815,5.6526,6.457,2.5098,5.3189,6.6247,2.1758,5.4873,100
RocketTile_54,9.0,28.0,0.0,64.0,2.0,24.0,4.0,1.0,32.0,2.0,24.0,2.0,37774.4472,37774.4472,37774.4472,37774.4472,37774.4472,5956000.0,1005100.0,1871400.0,5921900.0,994260.0,1852200.0,7158300.0,929600.0,1968300.0,5904500.0,1008400.0,1790100.0,5953300.0,1004500.0,1870200.0,6.5832,2.1054,5.4294,6.5075,2.2784,5.3751,6.7187,2.7886,5.6608,6.4877,2.5948,5.3668,6.602,2.1423,5.453,100
RocketTile_55,3.0,56.0,512.0,32.0,1.0,8.0,4.0,1.0,32.0,1.0,8.0,3.0,29551.153,29551.153,29551.153,29551.153,29551.153,4877100.0,979100.0,1733100.0,4835700.0,965050.0,1709300.0,6177100.0,891040.0,1831500.0,4746100.0,975830.0,1623600.0,4877200.0,978620.0,1732300.0,6.5858,2.099,5.4356,6.5075,2.2638,5.3778,6.7353,2.8026,5.6765,6.4858,2.5988,5.3647,6.6037,2.1363,5.4577,100
RocketTile_56,0.0,28.0,256.0,64.0,1.0,16.0,8.0,0.0,64.0,1.0,8.0,3.0,27595.0224,27595.0224,27595.0224,27595.0224,27595.0224,4378900.0,778630.0,1437200.0,4349000.0,770680.0,1422300.0,5394100.0,725200.0,1526500.0,4308700.0,777180.0,1371400.0,4376900.0,778260.0,1436300.0,6.6346,2.2112,5.4958,6.5599,2.3732,5.4404,6.6663,2.7321,5.6078,6.5101,2.598,5.3825,6.6519,2.2504,5.5187,100
RocketTile_57,12.0,28.0,256.0,32.0,4.0,8.0,4.0,1.0,64.0,1.0,4.0,2.0,42360.421,42360.421,42360.421,42360.421,42360.421,6911300.0,1286000.0,2313300.0,6877500.0,1273900.0,2292400.0,8276300.0,1204600.0,2423300.0,6837300.0,1287500.0,2215200.0,6908200.0,1285300.0,2311900.0,6.5777,2.0962,5.4263,6.5129,2.2808,5.3858,6.673,2.6907,5.5964,6.4906,2.5471,5.3605,6.5952,2.1347,5.4485,100
RocketTile_58,3.0,28.0,0.0,32.0,2.0,4.0,4.0,1.0,32.0,4.0,12.0,3.0,42623.8704,42623.8704,42623.8704,42623.8704,42623.8704,6902100.0,1369000.0,2405500.0,6867500.0,1358500.0,2386800.0,8119600.0,1291400.0,2501400.0,6827700.0,1367500.0,2319300.0,6899000.0,1368400.0,2404100.0,6.5264,1.9849,5.366,6.4611,2.1718,5.3185,6.7192,2.7857,5.6599,6.4387,2.5027,5.3043,6.5454,2.0254,5.3899,100
RocketTile_59,3.0,42.0,512.0,64.0,2.0,16.0,4.0,0.0,64.0,4.0,4.0,3.0,51358.6598,51358.6598,51358.6598,51358.6598,51358.6598,8149300.0,1380000.0,2556800.0,8122200.0,1370200.0,2539600.0,9378300.0,1303200.0,2649600.0,8071300.0,1364800.0,2463400.0,8145400.0,1379200.0,2555100.0,6.5384,2.0454,5.3801,6.4793,2.2342,5.3422,6.667,2.677,5.5929,6.478,2.591,5.3493,6.5552,2.0831,5.4044,100
RocketTile_60,12.0,0.0,0.0,64.0,2.0,28.0,4.0,0.0,32.0,1.0,8.0,3.0,32411.34,32411.34,32411.34,32411.34,32411.34,5278300.0,931260.0,1716100.0,5254500.0,923620.0,1702800.0,6383300.0,869840.0,1812300.0,5223600.0,923640.0,1647900.0,5276100.0,930830.0,1715100.0,6.576,2.1344,5.4357,6.5279,2.3308,5.4059,6.701,2.7473,5.6375,6.5056,2.635,5.386,6.5948,2.1735,5.4577,100
RocketTile_61,9.0,28.0,128.0,64.0,2.0,28.0,4.0,1.0,32.0,1.0,24.0,2.0,35622.9662,35622.9662,35622.9662,35622.9662,35622.9662,5660700.0,930960.0,1761800.0,5627300.0,918450.0,1740300.0,7008700.0,846420.0,1869100.0,5572000.0,936570.0,1661700.0,5658200.0,930490.0,1760700.0,6.584,2.1242,5.4437,6.5308,2.3259,5.4098,6.6591,2.6844,5.5855,6.4804,2.5756,5.3569,6.6001,2.1573,5.4649,100
RocketTile_62,3.0,56.0,128.0,64.0,4.0,20.0,4.0,0.0,64.0,2.0,8.0,3.0,53718.4872,53718.4872,53718.4872,53718.4872,53718.4872,8752700.0,1432600.0,2694000.0,8728300.0,1422600.0,2677700.0,9991700.0,1355200.0,2793500.0,8702400.0,1425800.0,2610800.0,8748600.0,1431800.0,2692100.0,6.5288,1.9627,5.3652,6.4708,2.1744,5.3292,6.7631,2.8879,5.7183,6.4184,2.4354,5.2756,6.5474,2.0022,5.3892,100
RocketTile_63,9.0,28.0,1024.0,64.0,1.0,12.0,4.0,0.0,32.0,2.0,28.0,3.0,32202.1181,32202.1181,32202.1181,32202.1181,32202.1181,5338000.0,1081300.0,1885400.0,5307200.0,1070900.0,1867700.0,74427000.0,46520000.0,58118000.0,73108000.0,47349000.0,57926000.0,5336900.0,1081000.0,1884600.0,6.4888,1.8843,5.3158,6.4128,2.0776,5.2614,-178.6353,-365.0809,-219.0279,6.4125,2.4269,5.2679,6.5043,1.9169,5.3356,100
RocketTile_64,3.0,56.0,0.0,64.0,1.0,16.0,8.0,1.0,32.0,4.0,24.0,2.0,38689.5024,38689.5024,38689.5024,38689.5024,38689.5024,6060100.0,1101300.0,1987800.0,6024300.0,1089700.0,1967900.0,7226100.0,1021900.0,2076400.0,5964200.0,1099900.0,1896900.0,6057300.0,1100500.0,1986400.0,6.5032,1.9119,5.3325,6.4623,2.1757,5.3202,6.6802,2.7347,5.6138,6.4316,2.4728,5.2921,6.5232,1.9541,5.3578,100
RocketTile_65,9.0,28.0,128.0,32.0,1.0,32.0,8.0,1.0,32.0,4.0,8.0,2.0,38779.2432,38779.2432,38779.2432,38779.2432,38779.2432,6081800.0,1149000.0,2051600.0,6041100.0,1135800.0,2028800.0,7494500.0,1068600.0,2174100.0,6022000.0,1159100.0,1957000.0,6079200.0,1148100.0,2050000.0,6.5578,2.0474,5.3995,6.4836,2.2151,5.3421,6.6266,2.5881,5.542,6.4776,2.5215,5.3412,6.5766,2.0894,5.4243,100
RocketTile_66,6.0,42.0,0.0,64.0,4.0,20.0,8.0,0.0,64.0,1.0,20.0,2.0,45071.0582,45071.0582,45071.0582,45071.0582,45071.0582,7370400.0,1150200.0,2205700.0,7343000.0,1142200.0,2190600.0,8428700.0,1086000.0,2285200.0,7268300.0,1136300.0,2121600.0,7366800.0,1149400.0,2204000.0,6.4818,1.9032,5.3083,6.4263,2.1117,5.2746,6.7029,2.7728,5.6407,6.3885,2.4058,5.2428,6.5001,1.9421,5.333,100
RocketTile_67,6.0,42.0,1024.0,64.0,2.0,4.0,8.0,0.0,32.0,4.0,28.0,2.0,44824.2984,44824.2984,44824.2984,44824.2984,44824.2984,7256600.0,1348700.0,2399300.0,7233900.0,1339200.0,2384500.0,76411000.0,46789000.0,58643000.0,75046000.0,47617000.0,58445000.0,7252900.0,1348000.0,2397600.0,6.4599,1.8443,5.2783,6.4068,2.0661,5.2503,-178.7999,-365.025,-219.0232,6.394,2.4031,5.2449,6.4778,1.8809,5.3009,100
RocketTile_68,6.0,14.0,0.0,32.0,4.0,4.0,4.0,1.0,64.0,4.0,12.0,2.0,55823.2646,55823.2646,55823.2646,55823.2646,55823.2646,8877100.0,1571300.0,2852500.0,8844000.0,1560500.0,2833900.0,10102000.0,1488200.0,2943200.0,8790700.0,1557600.0,2754100.0,8873200.0,1570600.0,2850800.0,6.4992,1.8862,5.3244,6.4308,2.075,5.2739,6.7373,2.8407,5.6861,6.4009,2.4135,5.2528,6.515,1.9183,5.3436,100
RocketTile_69,9.0,28.0,128.0,32.0,1.0,8.0,4.0,1.0,64.0,2.0,20.0,2.0,33664.3459,33664.3459,33664.3459,33664.3459,33664.3459,5149500.0,889910.0,1652300.0,5110700.0,877550.0,1630500.0,6465000.0,815900.0,1761000.0,5070600.0,900890.0,1559100.0,5146800.0,889130.0,1650800.0,6.6653,2.2536,5.5346,6.597,2.4041,5.4788,6.7856,2.9443,5.7542,6.5431,2.6643,5.422,6.6753,2.277,5.5478,100
RocketTile_70,0.0,42.0,0.0,64.0,1.0,16.0,4.0,0.0,64.0,2.0,4.0,3.0,32728.6066,32728.6066,32728.6066,32728.6066,32728.6066,5114500.0,890580.0,1642900.0,5088100.0,883080.0,1629700.0,6190800.0,834960.0,1742000.0,5063200.0,888680.0,1581200.0,5112200.0,890090.0,1641800.0,6.5973,2.143,5.454,6.5414,2.3299,5.4183,6.6843,2.7474,5.626,6.5091,2.6033,5.3838,6.6134,2.1753,5.4711,100
RocketTile_71,3.0,56.0,128.0,32.0,1.0,16.0,8.0,1.0,64.0,2.0,20.0,2.0,34507.3349,34507.3349,34507.3349,34507.3349,34507.3349,5299500.0,906090.0,1691700.0,5246700.0,892000.0,1663400.0,6603300.0,823270.0,1787400.0,5208800.0,917850.0,1588600.0,5298300.0,905470.0,1690500.0,6.6288,2.1559,5.4878,6.5426,2.3227,5.4168,6.7399,2.8323,5.6849,6.4905,2.5479,5.3575,6.6428,2.1859,5.5061,100
RocketTile_72,6.0,28.0,0.0,32.0,4.0,32.0,4.0,1.0,64.0,2.0,4.0,1.0,44800.1669,44800.1669,44800.1669,44800.1669,44800.1669,7105800.0,1231400.0,2262200.0,7064500.0,1219500.0,2239900.0,8362200.0,1144700.0,2345500.0,7005800.0,1224700.0,2151500.0,7102200.0,1230700.0,2260500.0,6.5652,2.0633,5.4191,6.5219,2.2723,5.3912,6.6961,2.7584,5.636,6.4677,2.5394,5.3391,6.5831,2.1014,5.4396,100
RocketTile_73,9.0,42.0,0.0,32.0,1.0,24.0,4.0,1.0,64.0,1.0,24.0,1.0,25856.1576,25856.1576,25856.1576,25856.1576,25856.1576,3765300.0,608160.0,1147900.0,3730000.0,597090.0,1128700.0,4959200.0,543220.0,1256900.0,3711800.0,615170.0,1076200.0,3763600.0,607680.0,1146900.0,6.6261,2.161,5.4906,6.5549,2.3399,5.4371,6.7031,2.7784,5.6397,6.5219,2.6202,5.4026,6.6403,2.1924,5.5084,100
RocketTile_74,0.0,14.0,512.0,64.0,4.0,16.0,8.0,1.0,32.0,4.0,4.0,1.0,56044.6344,56044.6344,56044.6344,56044.6344,56044.6344,9016900.0,1471400.0,2747500.0,8980200.0,1459700.0,2726800.0,10291000.0,1383600.0,2839200.0,8919600.0,1457500.0,2643100.0,9012600.0,1470600.0,2745600.0,6.5296,1.9969,5.3708,6.4615,2.1815,5.32,6.7218,2.8249,5.6664,6.4588,2.5206,5.3254,6.5454,2.0329,5.3903,100
RocketTile_75,3.0,0.0,0.0,64.0,2.0,32.0,8.0,1.0,32.0,2.0,20.0,1.0,36489.9773,36489.9773,36489.9773,36489.9773,36489.9773,5634500.0,890640.0,1690800.0,5594000.0,878600.0,1669900.0,6840700.0,813360.0,1786500.0,5547100.0,892060.0,1602300.0,5631900.0,890150.0,1689700.0,6.5429,2.022,5.3876,6.4788,2.2247,5.3462,6.5871,2.5566,5.4979,6.4428,2.491,5.3061,6.56,2.058,5.4096,100
RocketTile_76,9.0,28.0,256.0,32.0,1.0,32.0,8.0,1.0,64.0,2.0,32.0,3.0,35955.5544,35955.5544,35955.5544,35955.5544,35955.5544,5690100.0,1049200.0,1906300.0,5654900.0,1035900.0,1883900.0,7080500.0,967390.0,2023600.0,5625000.0,1059600.0,1811600.0,5687100.0,1048400.0,1904700.0,6.5673,2.0971,5.4138,6.501,2.2857,5.3713,6.6136,2.5791,5.5271,6.496,2.6091,5.3717,6.5849,2.1357,5.4369,100
RocketTile_77,6.0,0.0,128.0,64.0,2.0,12.0,4.0,0.0,64.0,2.0,8.0,1.0,36289.6747,36289.6747,36289.6747,36289.6747,36289.6747,5457700.0,811410.0,1568100.0,5430800.0,803690.0,1554400.0,6540300.0,757970.0,1669600.0,5425500.0,803580.0,1508000.0,5455100.0,810910.0,1566900.0,6.6378,2.1946,5.4944,6.5618,2.3713,5.4415,6.751,2.8382,5.698,6.5327,2.681,5.4161,6.656,2.2317,5.517,100
RocketTile_78,0.0,56.0,0.0,64.0,1.0,20.0,8.0,0.0,32.0,1.0,8.0,3.0,26158.0478,26158.0478,26158.0478,26158.0478,26158.0478,4173400.0,770160.0,1408400.0,4148100.0,762850.0,1394500.0,5256700.0,721800.0,1509000.0,4115900.0,775250.0,1347400.0,4171900.0,769900.0,1407700.0,6.584,2.144,5.4616,6.5355,2.3287,5.415,6.6906,2.7384,5.6235,6.5158,2.6361,5.3989,6.5981,2.1783,5.4847,100
RocketTile_79,12.0,28.0,512.0,64.0,1.0,32.0,4.0,1.0,64.0,1.0,8.0,3.0,32898.1565,32898.1565,32898.1565,32898.1565,32898.1565,5324000.0,978350.0,1787000.0,5279200.0,963530.0,1761100.0,6639500.0,891960.0,1887100.0,5236500.0,979210.0,1681700.0,5320100.0,977250.0,1784800.0,6.5772,2.1039,5.4258,6.5281,2.322,5.4021,6.7453,2.8507,5.6927,6.4687,2.5722,5.3399,6.5943,2.1403,5.4474,100
RocketTile_80,0.0,42.0,128.0,32.0,1.0,12.0,8.0,1.0,64.0,2.0,24.0,3.0,33794.388,33794.388,33794.388,33794.388,33794.388,5339400.0,983170.0,1786300.0,5299500.0,971700.0,1765800.0,6529000.0,903470.0,1876200.0,5228400.0,981400.0,1690000.0,5337300.0,982430.0,1784900.0,6.5525,2.0164,5.3908,6.4999,2.2215,5.3582,6.6882,2.7299,5.6231,6.4385,2.4391,5.2876,6.5725,2.0601,5.4166,100
RocketTile_81,9.0,14.0,0.0,32.0,2.0,4.0,4.0,0.0,32.0,4.0,4.0,1.0,37230.6672,37230.6672,37230.6672,37230.6672,37230.6672,5746500.0,1061800.0,1884100.0,5725100.0,1053800.0,1871000.0,6811200.0,1003800.0,1979000.0,5675900.0,1050600.0,1815300.0,5743800.0,1061300.0,1882900.0,6.5498,2.0395,5.3932,6.4843,2.2518,5.3529,6.7158,2.8053,5.6634,6.4524,2.5049,5.3173,6.5699,2.0852,5.4193,100
RocketTile_82,9.0,28.0,512.0,32.0,1.0,28.0,8.0,0.0,32.0,2.0,12.0,1.0,27149.3006,27149.3006,27149.3006,27149.3006,27149.3006,4115500.0,775430.0,1368100.0,4091300.0,766440.0,1353600.0,5238200.0,712810.0,1466700.0,4067200.0,763830.0,1296800.0,4115000.0,775320.0,1367700.0,6.6235,2.1371,5.4796,6.5778,2.3587,5.4583,6.6717,2.6906,5.597,6.4839,2.5064,5.3472,6.6443,2.1834,5.507,100
RocketTile_83,12.0,0.0,1024.0,32.0,1.0,20.0,8.0,0.0,64.0,2.0,24.0,3.0,30996.9374,30996.9374,30996.9374,30996.9374,30996.9374,4846100.0,890860.0,1614200.0,4821700.0,883170.0,1600700.0,5935500.0,836870.0,1714800.0,4775700.0,889750.0,1548400.0,4844100.0,890490.0,1613300.0,6.4215,1.7517,5.2325,6.3556,1.9557,5.188,6.6858,2.7254,5.6215,6.3481,2.3036,5.1877,6.437,1.7868,5.2524,100
RocketTile_84,3.0,28.0,128.0,64.0,4.0,4.0,8.0,0.0,32.0,2.0,32.0,1.0,47332.9915,47332.9915,47332.9915,47332.9915,47332.9915,7598700.0,1206700.0,2276800.0,7574000.0,1197600.0,2261700.0,8767700.0,1132300.0,2367800.0,7542000.0,1188500.0,2191400.0,7594900.0,1205900.0,2275100.0,6.523,1.9696,5.3589,6.4699,2.1851,5.3299,6.7228,2.7885,5.6623,6.4104,2.4498,5.2703,6.5363,1.9966,5.3755,100
RocketTile_85,9.0,14.0,1024.0,64.0,4.0,16.0,8.0,0.0,32.0,4.0,4.0,2.0,56711.3702,56711.3702,56711.3702,56711.3702,56711.3702,9442200.0,1679400.0,3045500.0,9416200.0,1668900.0,3028900.0,78512000.0,47109000.0,59252000.0,77195000.0,47929000.0,59061000.0,9437700.0,1678400.0,3043500.0,6.598,2.1429,5.4535,6.5316,2.326,5.4066,-178.6169,-365.0433,-218.9912,6.4937,2.6238,5.3727,6.612,2.1722,5.4717,100
RocketTile_86,3.0,0.0,0.0,64.0,2.0,24.0,4.0,1.0,64.0,4.0,12.0,2.0,50883.8544,50883.8544,50883.8544,50883.8544,50883.8544,7827500.0,1230200.0,2342700.0,7789100.0,1219100.0,2322200.0,9233300.0,1150600.0,2465500.0,7775800.0,1229400.0,2253500.0,7823700.0,1229500.0,2341000.0,6.4573,1.833,5.2795,6.3922,2.0295,5.2313,6.6488,2.666,5.575,6.3633,2.3413,5.2089,6.4715,1.866,5.2966,100
RocketTile_87,12.0,42.0,128.0,32.0,4.0,4.0,8.0,0.0,64.0,4.0,32.0,2.0,55328.2128,55328.2128,55328.2128,55328.2128,55328.2128,8794300.0,1559200.0,2824500.0,8761700.0,1548800.0,2806200.0,10079000.0,1474300.0,2923600.0,8709000.0,1542000.0,2727100.0,8790100.0,1558300.0,2822600.0,6.4797,1.9855,5.3685,6.4686,2.1933,5.3304,6.6779,2.718,5.607,6.463,2.5221,5.3315,6.501,2.0259,5.3925,100
RocketTile_88,9.0,28.0,256.0,64.0,4.0,32.0,8.0,1.0,32.0,4.0,8.0,1.0,58111.6003,58111.6003,58111.6003,58111.6003,58111.6003,9386700.0,1542500.0,2871800.0,9352200.0,1529300.0,2850100.0,10767000.0,1442500.0,2969200.0,9286900.0,1530700.0,2755300.0,9382200.0,1541600.0,2869700.0,6.5942,2.1418,5.4461,6.5594,2.3502,5.4338,6.7189,2.7871,5.6608,6.5108,2.6492,5.3884,6.6095,2.1722,5.4652,100
RocketTile_89,3.0,14.0,128.0,32.0,1.0,4.0,8.0,1.0,32.0,4.0,8.0,3.0,39126.2227,39126.2227,39126.2227,39126.2227,39126.2227,6351000.0,1259100.0,2226500.0,6303900.0,1247200.0,2203700.0,7581200.0,1179900.0,2314400.0,6243000.0,1260000.0,2120400.0,6350200.0,1258300.0,2225100.0,6.5805,2.0735,5.426,6.4957,2.2304,5.3604,6.6673,2.7479,5.61,6.4644,2.537,5.3332,6.5992,2.1156,5.4502,100
RocketTile_90,9.0,0.0,256.0,64.0,4.0,16.0,8.0,1.0,64.0,1.0,32.0,2.0,47920.9306,47920.9306,47920.9306,47920.9306,47920.9306,7779100.0,1222500.0,2336900.0,7745300.0,1210900.0,2317700.0,8969700.0,1138100.0,2422200.0,7712700.0,1213800.0,2245100.0,7775400.0,1221800.0,2335200.0,6.5564,2.0466,5.4002,6.4925,2.2465,5.3575,6.6448,2.6364,5.5674,6.4847,2.5934,5.359,6.5742,2.0838,5.4223,100
RocketTile_91,9.0,28.0,128.0,32.0,1.0,8.0,8.0,1.0,32.0,4.0,32.0,3.0,39824.7782,39824.7782,39824.7782,39824.7782,39824.7782,6430400.0,1272100.0,2253300.0,6389100.0,1259300.0,2229500.0,7728600.0,1188000.0,2344800.0,6318400.0,1274400.0,2139500.0,6427200.0,1271200.0,2251600.0,6.542,1.9968,5.3831,6.4948,2.222,5.3588,6.703,2.7827,5.6551,6.4103,2.3846,5.2589,6.5564,2.0297,5.4029,100
RocketTile_92,12.0,0.0,128.0,64.0,4.0,8.0,8.0,1.0,32.0,2.0,20.0,2.0,50042.808,50042.808,50042.808,50042.808,50042.808,8165400.0,1342600.0,2516300.0,8132700.0,1330400.0,2496400.0,9380000.0,1255700.0,2602600.0,8076000.0,1329300.0,2416900.0,8161600.0,1341800.0,2514500.0,6.5876,2.1166,5.4401,6.5259,2.3239,5.4005,6.6591,2.6542,5.5826,6.5167,2.641,5.3934,6.6072,2.1576,5.4646,100
RocketTile_93,0.0,56.0,128.0,32.0,4.0,32.0,8.0,0.0,64.0,2.0,4.0,2.0,43181.8776,43181.8776,43181.8776,43181.8776,43181.8776,6981600.0,1274200.0,2290400.0,6959600.0,1265800.0,2277200.0,8071000.0,1205400.0,2375600.0,6870300.0,1256100.0,2204300.0,6978300.0,1273500.0,2288900.0,6.5032,1.955,5.3338,6.433,2.1447,5.2876,6.6681,2.7159,5.5982,6.4608,2.545,5.3264,6.5174,1.9846,5.352,100
RocketTile_94,3.0,14.0,512.0,32.0,1.0,8.0,8.0,1.0,64.0,2.0,16.0,2.0,33622.5398,33622.5398,33622.5398,33622.5398,33622.5398,5263500.0,950610.0,1725800.0,5230900.0,937760.0,1705300.0,6564800.0,864130.0,1823700.0,5141000.0,937850.0,1616400.0,5262800.0,950050.0,1724800.0,6.6345,2.2076,5.503,6.5656,2.3775,5.4521,6.7436,2.8427,5.6915,6.498,2.634,5.3779,6.6532,2.246,5.5257,100
RocketTile_95,12.0,14.0,512.0,64.0,1.0,32.0,8.0,0.0,64.0,4.0,24.0,3.0,44578.1952,44578.1952,44578.1952,44578.1952,44578.1952,6980400.0,1226000.0,2237500.0,6953100.0,1216600.0,2221000.0,8150500.0,1156900.0,2333400.0,6944100.0,1210500.0,2157900.0,6977900.0,1225500.0,2236100.0,6.4788,1.8801,5.306,6.3957,2.045,5.2392,6.7067,2.7658,5.6443,6.3838,2.3952,5.2357,6.495,1.9131,5.3268,100
RocketTile_96,9.0,42.0,512.0,64.0,1.0,32.0,8.0,1.0,64.0,1.0,12.0,3.0,33238.5696,33238.5696,33238.5696,33238.5696,33238.5696,5368100.0,983430.0,1794200.0,5327200.0,969560.0,1770400.0,6712900.0,894440.0,1899800.0,5276600.0,984060.0,1690100.0,5367500.0,982930.0,1793200.0,6.5756,2.0903,5.4229,6.517,2.2939,5.3856,6.7102,2.7864,5.6498,6.4577,2.5338,5.3234,6.5906,2.1222,5.4423,100
RocketTile_97,0.0,56.0,1024.0,64.0,1.0,12.0,8.0,0.0,64.0,1.0,24.0,2.0,26194.9291,26194.9291,26194.9291,26194.9291,26194.9291,3997300.0,659520.0,1244700.0,3967600.0,651360.0,1229200.0,5073300.0,608440.0,1344300.0,3923700.0,656690.0,1178800.0,3995400.0,659100.0,1243800.0,6.5946,2.0953,5.4453,6.528,2.29,5.3978,6.7661,2.9049,5.7269,6.4693,2.5645,5.3426,6.6137,2.135,5.4692,100
RocketTile_98,9.0,0.0,512.0,64.0,4.0,12.0,8.0,0.0,32.0,4.0,24.0,1.0,53364.4488,53364.4488,53364.4488,53364.4488,53364.4488,8578200.0,1397600.0,2609700.0,8548700.0,1390100.0,2595100.0,9607500.0,1333800.0,2683200.0,8482600.0,1379900.0,2522800.0,8573900.0,1396700.0,2607700.0,6.5858,2.0901,5.4358,6.5066,2.2387,5.3713,6.7508,2.9146,5.7172,6.4296,2.4232,5.2825,6.6026,2.1255,5.457,100
RocketTile_99,3.0,42.0,0.0,64.0,2.0,20.0,4.0,0.0,64.0,4.0,24.0,1.0,46497.3624,46497.3624,46497.3624,46497.3624,46497.3624,7037100.0,1052900.0,2026100.0,7006000.0,1044500.0,2010800.0,8204900.0,983960.0,2123000.0,6945600.0,1031400.0,1939000.0,7033300.0,1052200.0,2024400.0,6.5286,1.9855,5.37,6.4508,2.1478,5.3036,6.6975,2.7631,5.635,6.4147,2.45,5.2719,6.5442,2.0229,5.3936,100
RocketTile_100,6.0,42.0,128.0,32.0,1.0,8.0,8.0,0.0,32.0,1.0,12.0,1.0,23416.7947,23416.7947,23416.7947,23416.7947,23416.7947,3412300.0,590900.0,1087100.0,3385700.0,581560.0,1071500.0,4561500.0,537780.0,1196900.0,3371200.0,597130.0,1025000.0,3410900.0,590550.0,1086400.0,6.6179,2.1602,5.4758,6.531,2.3213,5.4089,6.7237,2.804,5.6663,6.4977,2.5577,5.3645,6.638,2.1969,5.5018,100
RocketTile_101,6.0,0.0,128.0,32.0,1.0,20.0,8.0,1.0,64.0,1.0,32.0,1.0,25837.8264,25837.8264,25837.8264,25837.8264,25837.8264,3772500.0,609670.0,1153800.0,3735300.0,598450.0,1133300.0,4947900.0,543350.0,1255300.0,3694700.0,612930.0,1072300.0,3770400.0,609040.0,1152600.0,6.6139,2.1309,5.4733,6.5386,2.2994,5.4139,6.7263,2.7911,5.6628,6.466,2.5067,5.3351,6.6328,2.1711,5.496,100
RocketTile_102,9.0,56.0,256.0,64.0,2.0,4.0,4.0,1.0,64.0,2.0,28.0,1.0,41022.6538,41022.6538,41022.6538,41022.6538,41022.6538,6267400.0,948810.0,1833300.0,6229100.0,936130.0,1810500.0,7611900.0,862990.0,1936500.0,6174900.0,948770.0,1729800.0,6264400.0,948190.0,1831900.0,6.4879,1.9171,5.3139,6.406,2.0826,5.2487,6.6358,2.6155,5.5524,6.37,2.3534,5.2154,6.506,1.9557,5.3364,100
RocketTile_103,0.0,28.0,1024.0,64.0,1.0,12.0,8.0,1.0,32.0,1.0,16.0,2.0,27439.7544,27439.7544,27439.7544,27439.7544,27439.7544,4268200.0,728600.0,1372700.0,4231500.0,717900.0,1352000.0,5496300.0,661380.0,1472400.0,4155700.0,735090.0,1278800.0,4266300.0,728080.0,1371700.0,6.4438,1.8022,5.2588,6.3836,2.0112,5.2194,6.7192,2.7784,5.6572,6.3889,2.3603,5.2347,6.4623,1.8399,5.2826,100
RocketTile_104,3.0,0.0,512.0,64.0,4.0,4.0,8.0,0.0,64.0,4.0,8.0,2.0,60592.0306,60592.0306,60592.0306,60592.0306,60592.0306,9624300.0,1497400.0,2849300.0,9597900.0,1488500.0,2834200.0,10703000.0,1426200.0,2928500.0,9550200.0,1476600.0,2765200.0,9619700.0,1496500.0,2847200.0,6.4995,1.9337,5.3295,6.4343,2.1263,5.2845,6.742,2.8488,5.6916,6.4023,2.4287,5.2577,6.516,1.9705,5.35,100
RocketTile_105,12.0,14.0,128.0,32.0,2.0,4.0,8.0,1.0,64.0,1.0,20.0,2.0,32749.236,32749.236,32749.236,32749.236,32749.236,5111300.0,919460.0,1678500.0,5076000.0,908110.0,1658100.0,6413400.0,843030.0,1787700.0,5044400.0,922920.0,1591700.0,5109100.0,919000.0,1677400.0,6.6514,2.1712,5.5094,6.6044,2.3858,5.4847,6.615,2.601,5.5321,6.5728,2.6612,5.4494,6.6659,2.2021,5.5279,100
