Design,Frequency,chipfinish_Cell_Area,chipfinish_Fast_Power,chipfinish_Fast_WNS,chipfinish_Slow_Power,chipfinish_Slow_WNS,chipfinish_Typical_Power,chipfinish_Typical_WNS,cts_Cell_Area,cts_Fast_Power,cts_Fast_WNS,cts_Slow_Power,cts_Slow_WNS,cts_Typical_Power,cts_Typical_WNS,floorplan_Cell_Area,floorplan_Fast_Power,floorplan_Fast_WNS,floorplan_Slow_Power,floorplan_Slow_WNS,floorplan_Typical_Power,floorplan_Typical_WNS,placement_Cell_Area,placement_Fast_Power,placement_Fast_WNS,placement_Slow_Power,placement_Slow_WNS,placement_Typical_Power,placement_Typical_WNS,route_Cell_Area,route_Fast_Power,route_Fast_WNS,route_Slow_Power,route_Slow_WNS,route_Typical_Power,route_Typical_WNS,xlen,decoders,lanes,decoder-at,dispatcher-at,relaxed-branch,relaxed-shift,relaxed-btb,with-mul,with-div,with-rvc,with-aligner-buffer,with-dispatcher-buffer,with-gshare,with-btb,with-ras,with-late-alu,btb-sets,btb-hash-width,regfile-async,allow-bypass-from,fetch-l1,lsu-l1,fetch-l1-sets,fetch-l1-ways,fetch-l1-mem-data-width-min,fetch-reduced-bank,lsu-l1-sets,lsu-l1-ways,lsu-l1-store-buffer-slots,lsu-l1-store-buffer-ops,lsu-l1-refill-count,lsu-l1-writeback-count,with-lsu-bypass,with-iterative-shift,div-radix,div-ipc
VexiiRiscv_62,400MHz,71708.5350,3.8869e+07,1.1583,8.7442e+06,-0.0615,1.7397e+07,0.8735,41106.3340,3.6062e+07,1.1915,7.8644e+06,0.0007,1.5608e+07,0.8916,40553.2930,3.0955e+09,-180.3272,4.5100e+08,-330.1583,1.1218e+09,-209.7279,40827.1120,3.0389e+08,1.0844,1.8854e+08,0.0004,2.3625e+08,0.7994,41147.2240,3.8858e+07,1.3070,8.7419e+06,0.0387,1.7392e+07,1.0071,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,4,0,1,1,0,0,2,1,1,1,4,2,0,5,1,1,0,1,0,0
VexiiRiscv_62,800MHz,71708.5350,5.5140e+07,0.4480,1.7570e+07,-0.0516,2.9543e+07,0.3136,41453.4780,5.0877e+07,0.4889,1.5858e+07,0.0000,2.6591e+07,0.3373,40569.3810,6.1711e+09,-181.5767,9.0199e+08,-331.4084,2.2407e+09,-210.9771,40940.7930,5.9377e+08,0.4487,3.7458e+08,0.0001,4.7066e+08,0.3167,41533.1640,5.5124e+07,0.5016,1.7566e+07,-0.0067,2.9534e+07,0.3594,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,4,0,1,1,0,0,2,1,1,1,4,2,0,5,1,1,0,1,0,0
VexiiRiscv_63,400MHz,5959.9110,4.1038e+06,1.2199,2.0369e+06,-0.0744,2.6824e+06,0.8833,3454.5420,4.0875e+06,1.2210,2.0195e+06,0.0009,2.6603e+06,0.8891,3457.2650,2.7598e+08,1.1761,1.8372e+08,-0.1452,2.2687e+08,0.8011,3428.1260,2.7539e+08,1.1751,1.8421e+08,0.0005,2.2681e+08,0.8461,3457.6890,4.1026e+06,1.2440,2.0364e+06,-0.0257,2.6817e+06,0.9059,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,2,0,1,1,1,1,5,0,3,0,3,0,0,2,0,0,1,0,0,1
VexiiRiscv_63,800MHz,6105.3020,7.9437e+06,0.4972,4.1500e+06,-0.0432,5.4450e+06,0.3503,3615.8570,7.8939e+06,0.5032,4.1125e+06,0.0000,5.3941e+06,0.3478,3539.6590,5.5076e+08,0.3553,3.6742e+08,-0.3040,4.5356e+08,0.1489,3547.2790,5.5054e+08,0.4560,3.6761e+08,0.0001,4.5363e+08,0.3071,3630.2070,7.9419e+06,0.5389,4.1492e+06,-0.0187,5.4438e+06,0.3854,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,2,0,1,1,1,1,5,0,3,0,3,0,0,2,0,0,1,0,0,1
VexiiRiscv_63,100MHz,5959.9110,1.4869e+06,7.9133,5.0001e+05,5.3245,7.1915e+05,7.2719,3449.9050,1.4857e+06,7.9843,4.9499e+05,5.6025,7.1384e+05,7.3774,3457.2650,6.9834e+07,8.6764,4.5930e+07,7.3627,5.6828e+07,8.3034,3425.7190,6.9219e+07,8.0991,4.6687e+07,5.7201,5.6742e+07,7.5387,3452.4490,1.4863e+06,8.0756,4.9987e+05,5.5983,7.1889e+05,7.4680,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,2,0,1,1,1,1,5,0,3,0,3,0,0,2,0,0,1,0,0,1
VexiiRiscv_64,100MHz,13378.7390,3.3165e+06,7.7153,7.8702e+05,4.7640,1.2916e+06,7.0072,7727.7090,3.2772e+06,7.8160,7.6597e+05,5.0853,1.2594e+06,7.1171,7687.7640,7.1941e+07,8.7877,4.6116e+07,7.4982,5.7348e+07,8.4236,7667.5040,7.0955e+07,7.8419,4.6986e+07,5.6730,5.7214e+07,7.2077,7734.1520,3.3155e+06,7.9062,7.8679e+05,5.0273,1.2911e+06,7.2062,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,2,0,1,1,1,0,1,1,0,1,2,0,0,4,1,0,0,0,0,1
VexiiRiscv_64,800MHz,13513.7060,1.4173e+07,0.4847,6.2746e+06,-0.0416,8.8289e+06,0.3349,7908.0800,1.3855e+07,0.4774,6.1096e+06,-0.0000,8.5715e+06,0.3250,7777.7640,5.5654e+08,0.4588,3.6890e+08,-0.1975,4.5623e+08,0.2544,7796.7930,5.5605e+08,0.4337,3.6919e+08,0.0000,4.5629e+08,0.2997,7935.5350,1.4170e+07,0.5156,6.2736e+06,-0.0174,8.8271e+06,0.3640,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,2,0,1,1,1,0,1,1,0,1,2,0,0,4,1,0,0,0,0,1
VexiiRiscv_64,400MHz,13378.7390,7.9263e+06,1.1318,3.1418e+06,-0.0667,4.5296e+06,0.8096,7805.5210,7.7906e+06,1.1699,3.0604e+06,0.0006,4.4041e+06,0.8460,7686.9840,2.7967e+08,1.2911,1.8446e+08,0.0127,2.2831e+08,0.9283,7677.7910,2.7886e+08,1.1109,1.8508e+08,0.0006,2.2825e+08,0.7848,7805.7400,7.9244e+06,1.1814,3.1412e+06,-0.0114,4.5285e+06,0.8604,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,2,0,1,1,1,0,1,1,0,1,2,0,0,4,1,0,0,0,0,1
VexiiRiscv_65,400MHz,67208.7460,1.5908e+07,0.9303,4.4939e+06,-0.0895,7.0884e+06,0.6361,38749.5580,1.5948e+07,0.9192,4.4084e+06,0.0002,6.9931e+06,0.6348,38076.3650,5.7730e+08,-265.1524,3.6796e+08,-412.9008,4.5936e+08,-313.0794,38337.2420,5.5668e+08,0.8389,3.6891e+08,-0.0001,4.5490e+08,0.5503,38788.3130,1.5899e+07,0.9808,4.4921e+06,-0.0357,7.0844e+06,0.6882,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,3,0,0,1,0,1,2,3,2,1,6,1,2,2,0,0,1,0,1,1
VexiiRiscv_65,100MHz,67238.2950,8.3666e+06,5.6601,1.1200e+06,0.3596,2.2411e+06,4.4116,38533.4410,8.3609e+06,5.9471,1.0990e+06,1.0123,2.2140e+06,4.7165,38115.1890,1.5083e+08,-276.5979,9.1992e+07,-432.0985,1.1562e+08,-335.2000,38272.5360,1.4292e+08,5.7409,9.3570e+07,1.3158,1.1409e+08,4.4877,38565.6850,8.3620e+06,6.1121,1.1193e+06,0.9367,2.2392e+06,4.8817,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,3,0,0,1,0,1,2,3,2,1,6,1,2,2,0,0,1,0,1,1
VexiiRiscv_65,800MHz,67694.9320,2.5344e+07,0.3567,9.3389e+06,-0.0581,1.3502e+07,0.2300,39337.9200,2.5285e+07,0.3605,9.1632e+06,-0.0001,1.3289e+07,0.2363,38333.6720,1.1461e+09,-265.8005,7.3591e+08,-413.0396,9.1772e+08,-313.5855,38649.8570,1.1086e+09,0.3936,7.3606e+08,-0.0000,9.0938e+08,0.2674,39410.1100,2.5333e+07,0.4025,9.3363e+06,-0.0232,1.3497e+07,0.2749,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,3,0,0,1,0,1,2,3,2,1,6,1,2,2,0,0,1,0,1,1
VexiiRiscv_66,400MHz,40478.8190,3.7284e+07,0.9459,9.1405e+06,-0.1123,1.7799e+07,0.6539,23477.0150,3.4283e+07,0.9363,8.2718e+06,0.0003,1.5987e+07,0.6402,22955.7240,3.0240e+08,-180.3558,1.8619e+08,-331.0868,2.3533e+08,-211.4245,23074.1800,2.9786e+08,0.8541,1.8776e+08,0.0001,2.3446e+08,0.5532,23476.7960,3.7276e+07,1.0545,9.1385e+06,-0.0404,1.7794e+07,0.7436,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,2,1,1,1,1,1,1,1,0,0,3,0,2,6,1,1,1,0,1,0
VexiiRiscv_66,800MHz,40999.5620,6.4108e+07,0.3179,1.8366e+07,-0.1161,3.4053e+07,0.1985,24196.4180,5.8253e+07,0.3932,1.6629e+07,-0.0002,3.0519e+07,0.2639,23295.6860,5.9096e+08,-180.7939,3.7239e+08,-330.6426,4.6868e+08,-211.0432,23536.7550,5.8518e+08,0.4041,3.7322e+08,-0.0017,4.6746e+08,0.2709,24238.1550,6.4094e+07,0.4037,1.8362e+07,-0.0540,3.4046e+07,0.2743,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,2,1,1,1,1,1,1,1,0,0,3,0,2,6,1,1,1,0,1,0
VexiiRiscv_66,100MHz,40432.9640,1.8755e+07,5.6523,2.2839e+06,-0.1237,6.0282e+06,4.3131,23319.1470,1.7812e+07,5.6671,2.0601e+06,0.1354,5.5069e+06,4.3337,22902.2760,8.6197e+07,-172.0437,4.6553e+07,-321.8913,6.0385e+07,-202.2914,22958.6510,8.2708e+07,5.9217,4.8694e+07,1.5617,5.9800e+07,4.6937,23333.7840,1.8752e+07,5.8941,2.2832e+06,0.2819,6.0263e+06,4.5884,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,2,1,1,1,1,1,1,1,0,0,3,0,2,6,1,1,1,0,1,0
VexiiRiscv_67,800MHz,12631.6200,1.1880e+07,0.4364,5.7524e+06,-0.0545,7.7154e+06,0.2927,7467.9670,1.1699e+07,0.4434,5.6851e+06,0.0001,7.6036e+06,0.3052,7280.4280,5.5458e+08,0.4905,3.6869e+08,-0.1230,4.5542e+08,0.2990,7329.0880,5.5415e+08,0.4175,3.6890e+08,-0.0013,4.5549e+08,0.2801,7530.2660,1.1877e+07,0.4716,5.7515e+06,-0.0308,7.7140e+06,0.3213,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,2,1,1,0,1,1,4,3,0,0,5,1,2,6,0,1,0,1,1,1
VexiiRiscv_67,400MHz,12526.6400,6.3373e+06,1.0740,2.8204e+06,-0.0898,3.8391e+06,0.7634,7274.9560,6.3071e+06,1.0554,2.7901e+06,0.0008,3.8009e+06,0.7468,7227.1990,2.7835e+08,1.2480,1.8434e+08,0.2760,2.2784e+08,0.9341,7219.1140,2.7738e+08,0.9077,1.8485e+08,-0.0001,2.2774e+08,0.6073,7276.9670,6.3356e+06,1.1549,2.8199e+06,-0.0218,3.8382e+06,0.8410,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,2,1,1,0,1,1,4,3,0,0,5,1,2,6,0,1,0,1,1,1
VexiiRiscv_67,100MHz,12501.1390,2.4717e+06,6.5637,7.0157e+05,2.1345,1.0539e+06,5.4926,7212.7390,2.4647e+06,6.7130,6.9340e+05,2.6431,1.0435e+06,5.6864,7195.2010,7.1300e+07,7.9039,4.6087e+07,5.6226,5.7185e+07,7.2659,7186.2410,7.0123e+07,6.7504,4.6849e+07,2.9102,5.7018e+07,5.7529,7221.1930,2.4709e+06,6.8085,7.0139e+05,2.5260,1.0535e+06,5.7629,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,2,1,1,0,1,1,4,3,0,0,5,1,2,6,0,1,0,1,1,1
VexiiRiscv_68,800MHz,93502.9370,4.1447e+07,0.3716,1.4842e+07,-0.0635,2.2250e+07,0.2501,54322.4730,4.2072e+07,0.4179,1.4189e+07,-0.0000,2.1632e+07,0.2856,52854.4450,5.8293e+08,0.4485,3.7370e+08,-0.1472,4.6586e+08,0.2834,53515.6540,5.8520e+08,0.3740,3.7624e+08,-0.0000,4.6866e+08,0.2369,54655.9370,4.1431e+07,0.4683,1.4838e+07,-0.0237,2.2242e+07,0.3419,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,5,2,3,1,4,0,1,0,0,0,0,0,0,1
VexiiRiscv_68,400MHz,93468.0800,2.7767e+07,0.8186,7.3057e+06,-0.0950,1.2174e+07,0.5572,53782.6870,2.7667e+07,0.9387,6.9557e+06,0.0000,1.1735e+07,0.6569,52821.8590,3.0066e+08,0.9346,1.8685e+08,-0.5189,2.3415e+08,0.5315,53320.1660,2.9749e+08,0.8856,1.8873e+08,-0.0001,2.3482e+08,0.6057,54204.4140,2.7755e+07,0.9759,7.3034e+06,-0.0198,1.2169e+07,0.7055,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,5,2,3,1,4,0,1,0,0,0,0,0,0,1
VexiiRiscv_68,100MHz,93468.0800,1.6711e+07,6.8187,1.8232e+06,3.1170,4.2604e+06,5.9534,53971.1840,1.6528e+07,6.9789,1.7542e+06,3.4574,4.1319e+06,6.0992,52822.0370,8.9226e+07,8.4396,4.6719e+07,6.9863,6.0407e+07,8.0368,53285.2410,8.1690e+07,7.0074,4.8125e+07,4.2213,5.9477e+07,6.2069,54024.6180,1.6704e+07,7.1239,1.8220e+06,3.5119,4.2575e+06,6.2530,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,5,2,3,1,4,0,1,0,0,0,0,0,0,1
VexiiRiscv_69,800MHz,211338.3250,9.2471e+07,0.3332,2.9521e+07,-0.0827,4.7583e+07,0.2260,121953.3420,9.1057e+07,0.3678,2.7478e+07,-0.0001,4.4840e+07,0.2466,118983.2910,6.3389e+08,-182.0984,3.8076e+08,-335.0307,4.8382e+08,-213.7424,120330.7840,6.3528e+08,0.3760,3.8596e+08,-0.0011,4.8864e+08,0.2544,122712.6640,9.2439e+07,0.4388,2.9515e+07,-0.0326,4.7569e+07,0.3057,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,2,1,0,0,0,1,6,2,1,1,0,3,1,3,1,1,0,1,0,1
VexiiRiscv_69,100MHz,211012.9880,3.5576e+07,6.4357,3.6825e+06,2.1151,9.0760e+06,5.4351,120311.4420,3.5280e+07,6.6931,3.4254e+06,2.6810,8.6737e+06,5.7473,118843.9060,1.1723e+08,-173.3421,4.7609e+07,-326.2831,6.5557e+07,-204.9876,119832.4500,1.0166e+08,6.6196,5.0424e+07,3.7222,6.3637e+07,5.8308,120796.0970,3.5562e+07,6.8115,3.6801e+06,2.6539,9.0698e+06,5.8381,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,2,1,0,0,0,1,6,2,1,1,0,3,1,3,1,1,0,1,0,1
VexiiRiscv_69,400MHz,211012.9880,5.8609e+07,0.7913,1.4687e+07,-0.0691,2.4925e+07,0.5439,120518.2420,5.8118e+07,1.0592,1.3694e+07,0.0000,2.3654e+07,0.7589,118869.5700,3.3857e+08,-180.8506,1.9039e+08,-333.7903,2.4480e+08,-212.4945,119796.0480,3.2897e+08,0.9404,1.9410e+08,-0.0015,2.4542e+08,0.6815,121053.8960,5.8583e+07,1.1569,1.4682e+07,-0.0285,2.4914e+07,0.8971,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,2,1,0,0,0,1,6,2,1,1,0,3,1,3,1,1,0,1,0,1
VexiiRiscv_7,100MHz,29050.9850,9.7917e+06,8.1632,1.2525e+06,5.8249,2.9463e+06,7.5977,16800.6000,9.4954e+06,8.1264,1.1492e+06,5.9147,2.7527e+06,7.5640,16558.2590,4.7975e+08,-172.7807,1.1435e+08,-322.5661,2.1256e+08,-202.1790,16652.1310,7.6903e+07,8.0676,4.7756e+07,6.2326,5.8428e+07,7.5256,16813.7460,9.7895e+06,8.2359,1.2520e+06,5.9267,2.9452e+06,7.6710,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,3,1,1,1,1,0,2,0,2,0,3,2,0,4,0,0,1,0,0,1
VexiiRiscv_7,800MHz,29070.4100,2.8977e+07,0.4704,1.0101e+07,-0.0422,1.6335e+07,0.3434,16872.5010,2.6885e+07,0.5209,9.2878e+06,0.0001,1.4912e+07,0.3677,16577.2050,3.7765e+09,-181.5470,9.1473e+08,-331.3580,1.6918e+09,-210.9577,16702.5140,5.6955e+08,0.4700,3.7061e+08,0.0004,4.6118e+08,0.3288,16901.4210,2.8970e+07,0.5560,1.0099e+07,-0.0221,1.6331e+07,0.4080,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,3,1,1,1,1,0,2,0,2,0,3,2,0,4,0,0,1,0,0,1
VexiiRiscv_7,400MHz,29050.9850,2.0456e+07,1.2654,5.0364e+06,-0.0487,9.7083e+06,0.9402,16758.6020,1.8982e+07,1.2494,4.6189e+06,0.0019,8.8096e+06,0.9109,16556.2070,1.8926e+09,-180.2971,4.5737e+08,-330.1083,8.4654e+08,-209.7079,16650.7220,2.8792e+08,1.1908,1.8612e+08,0.0000,2.3102e+08,0.8577,16778.0000,2.0451e+07,1.3055,5.0353e+06,-0.0109,9.7057e+06,0.9650,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,3,1,1,1,1,0,2,0,2,0,3,2,0,4,0,0,1,0,0,1
VexiiRiscv_70,100MHz,96167.2810,2.9482e+07,5.4104,3.4614e+06,-0.1378,8.9029e+06,4.0746,55544.2060,2.8293e+07,5.4154,3.1640e+06,0.0895,8.2210e+06,4.1025,54369.1760,1.0034e+08,-172.0358,4.7329e+07,-321.8561,6.3308e+07,-202.2778,54680.8070,9.3287e+07,5.7449,5.0154e+07,1.3807,6.2323e+07,4.5701,55577.6680,2.9474e+07,5.6769,3.4600e+06,0.3003,8.8995e+06,4.3814,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,5,1,0,0,1,3,0,5,1,0,1,0,1,0
VexiiRiscv_70,800MHz,96784.1400,9.2715e+07,0.3596,2.8427e+07,-0.1347,4.9622e+07,0.2232,56653.1760,8.5877e+07,0.4085,2.6034e+07,-0.0286,4.5121e+07,0.2698,54720.3150,6.2028e+08,-180.6878,3.7857e+08,-330.0254,4.8086e+08,-210.8307,55404.6290,6.1641e+08,0.3767,3.8093e+08,-0.0148,4.8130e+08,0.2463,57106.8590,9.2694e+07,0.4436,2.8421e+07,-0.0752,4.9611e+07,0.2956,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,5,1,0,0,1,3,0,5,1,0,1,0,1,0
VexiiRiscv_70,400MHz,96422.3580,6.1012e+07,0.8767,1.4114e+07,-0.0790,2.8284e+07,0.5901,55480.6630,5.6717e+07,0.9252,1.2891e+07,0.0002,2.5609e+07,0.6276,54466.1680,3.2304e+08,-179.4593,1.8929e+08,-328.7994,2.4224e+08,-209.6139,54889.4540,3.1712e+08,0.8196,1.9189e+08,-0.0003,2.4179e+08,0.5417,55637.9140,6.0996e+07,0.9934,1.4110e+07,-0.0408,2.8276e+07,0.7064,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,5,1,0,0,1,3,0,5,1,0,1,0,1,0
VexiiRiscv_71,800MHz,89088.8110,5.8113e+07,0.3937,1.8165e+07,-0.0459,3.0730e+07,0.2675,51335.6090,5.3977e+07,0.4062,1.6510e+07,-0.0000,2.7847e+07,0.2816,50233.5210,2.4076e+10,-774.2079,1.3595e+09,-1439.1791,6.8052e+09,-912.4268,50737.7110,5.9489e+08,0.4032,3.7510e+08,-0.0002,4.7113e+08,0.2710,51419.1120,5.8097e+07,0.4477,1.8161e+07,-0.0085,3.0722e+07,0.3209,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,5,1,2,5,0,1,0,1,0,1
VexiiRiscv_71,100MHz,88911.6000,2.1525e+07,7.4420,2.2422e+06,4.4957,5.8535e+06,6.7796,50865.7010,2.0918e+07,7.5879,2.0327e+06,4.7589,5.4544e+06,6.9299,50193.2600,3.0278e+09,-765.4971,1.6993e+08,-1430.6362,8.5318e+08,-903.9183,50546.0680,8.7368e+07,7.5532,4.9013e+07,5.3913,6.0591e+07,6.9246,50911.5290,2.1519e+07,7.7725,2.2410e+06,4.9870,5.8506e+06,7.1228,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,5,1,2,5,0,1,0,1,0,1
VexiiRiscv_71,400MHz,88911.6000,4.0175e+07,1.0976,8.9668e+06,-0.0743,1.7770e+07,0.7902,50832.6220,3.7409e+07,1.1259,8.1222e+06,0.0001,1.6037e+07,0.8243,50201.7420,1.2048e+10,-773.0221,6.7974e+08,-1437.9277,3.4041e+09,-911.4337,50591.0060,3.0454e+08,1.0239,1.8875e+08,0.0004,2.3647e+08,0.7417,50875.2770,4.0163e+07,1.2008,8.9641e+06,-0.0080,1.7765e+07,0.8903,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,5,1,2,5,0,1,0,1,0,1
VexiiRiscv_72,800MHz,68918.0620,2.6883e+07,0.3354,8.7678e+06,-0.0630,1.3869e+07,0.2175,39815.9690,2.5606e+07,0.3712,8.2211e+06,-0.0062,1.2945e+07,0.2480,39015.8940,5.7522e+08,-198.7833,3.7039e+08,-372.5031,4.6171e+08,-235.9084,39332.3120,5.6813e+08,0.3581,3.7025e+08,-0.0001,4.5992e+08,0.2303,39846.2150,2.6875e+07,0.3862,8.7655e+06,-0.0253,1.3864e+07,0.2651,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,4,0,0,0,0,0,2,1,1,1,4,0,1,6,1,1,0,1,1,1
VexiiRiscv_72,400MHz,68918.0620,1.8086e+07,0.9518,4.2713e+06,-0.0802,7.6504e+06,0.6488,39508.8390,1.7384e+07,0.9213,3.9922e+06,0.0001,7.1409e+06,0.6448,39014.5400,2.9344e+08,-198.0374,1.8520e+08,-372.1199,2.3161e+08,-235.2825,39281.7100,2.8761e+08,0.8268,1.8580e+08,0.0009,2.3035e+08,0.5363,39529.5370,1.8079e+07,1.0159,4.2698e+06,-0.0309,7.6473e+06,0.7139,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,4,0,0,0,0,0,2,1,1,1,4,0,1,6,1,1,0,1,1,1
VexiiRiscv_72,100MHz,68918.0620,1.0339e+07,5.8591,1.0715e+06,0.5341,2.6021e+06,4.5820,39436.1570,1.0148e+07,5.9769,1.0026e+06,0.9669,2.4750e+06,4.7244,38998.6020,8.2057e+07,-172.9980,4.6302e+07,-324.7732,5.9032e+07,-203.3593,39173.6930,7.7373e+07,5.9729,4.7471e+07,1.7193,5.8231e+07,4.7560,39442.9020,1.0334e+07,6.1282,1.0707e+06,0.9175,2.6001e+06,4.8675,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,4,0,0,0,0,0,2,1,1,1,4,0,1,6,1,1,0,1,1,1
VexiiRiscv_73,800MHz,55328.2130,1.9818e+07,0.3521,7.1861e+06,-0.0563,1.0538e+07,0.2276,31981.0910,1.9361e+07,0.3961,6.9551e+06,-0.0000,1.0173e+07,0.2687,31319.9230,5.7344e+08,-180.3100,3.7532e+08,-330.3615,4.6542e+08,-210.1228,31574.5480,5.6150e+08,0.4004,3.6977e+08,-0.0001,4.5776e+08,0.2701,32013.4710,1.9811e+07,0.4074,7.1840e+06,-0.0187,1.0534e+07,0.2840,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,4,0,1,1,1,0,2,1,0,0,1,1,2,3,0,1,1,1,1,1
VexiiRiscv_73,100MHz,54696.3330,7.2829e+06,7.2005,8.8933e+05,3.7670,1.8813e+06,6.4278,31323.6840,7.2168e+06,7.3868,8.5934e+05,4.1143,1.8322e+06,6.6133,30993.7230,7.8985e+07,-171.5601,4.6918e+07,-321.6122,5.9109e+07,-201.3730,31023.0250,7.4163e+07,7.5218,4.7122e+07,5.2319,5.7646e+07,6.8337,31334.9840,7.2794e+06,7.4719,8.8873e+05,4.1649,1.8798e+06,6.7088,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,4,0,1,1,1,0,2,1,0,0,1,1,2,3,0,1,1,1,1,1
VexiiRiscv_73,400MHz,54862.0530,1.2430e+07,1.1091,3.5592e+06,-0.0926,5.5692e+06,0.8134,31325.7910,1.2209e+07,1.1263,3.4417e+06,0.0009,5.3848e+06,0.8167,31061.0960,2.9085e+08,-179.0601,1.8767e+08,-329.1122,2.3324e+08,-208.8730,31121.4660,2.8281e+08,1.0457,1.8539e+08,-0.0000,2.2908e+08,0.7556,31333.0550,1.2425e+07,1.2172,3.5579e+06,-0.0528,5.5667e+06,0.9102,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,4,0,1,1,1,0,2,1,0,0,1,1,2,3,0,1,1,1,1,1
VexiiRiscv_74,100MHz,202666.0810,7.3612e+07,7.2053,7.2763e+06,4.2268,2.1256e+07,6.5378,115454.0700,7.0464e+07,7.5123,6.4452e+06,4.7766,1.9375e+07,6.8735,113986.7660,2.7264e+09,-173.0055,1.7314e+08,-322.9329,7.8559e+08,-202.4355,114901.0560,1.3258e+08,7.3922,5.5600e+07,5.0465,7.0895e+07,6.7432,115557.6550,7.3594e+07,7.6079,7.2735e+06,4.6481,2.1249e+07,6.9245,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,2,1,0,6,2,0,3,1,0,0,1,0,1
VexiiRiscv_74,400MHz,202666.0810,1.4485e+08,1.0004,2.9608e+07,-0.0977,6.5191e+07,0.7245,115739.8040,1.3169e+08,1.1021,2.6240e+07,0.0015,5.7533e+07,0.8020,113959.3380,1.0697e+10,-180.5691,6.9257e+08,-330.4995,3.1116e+09,-209.9988,114908.0870,3.8058e+08,0.9944,2.0129e+08,-0.0003,2.6299e+08,0.7125,115903.3070,1.4481e+08,1.1640,2.9601e+07,-0.0335,6.5176e+07,0.8749,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,2,1,0,6,2,0,3,1,0,0,1,0,1
VexiiRiscv_74,800MHz,202717.4080,2.1713e+08,0.3235,5.8781e+07,-0.0725,1.1345e+08,0.2157,116814.3000,1.9594e+08,0.3585,5.2206e+07,-0.0001,1.0016e+08,0.2367,114003.1140,2.1352e+10,-181.7453,1.3850e+09,-331.6182,6.2194e+09,-211.2083,115133.5200,7.1238e+08,0.3373,3.9558e+08,-0.0028,5.1929e+08,0.2241,117159.8150,2.1708e+08,0.4397,5.8769e+07,-0.0190,1.1342e+08,0.3186,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,2,1,0,6,2,0,3,1,0,0,1,0,1
