Design,Frequency,chipfinish_Cell_Area,chipfinish_Fast_Power,chipfinish_Fast_WNS,chipfinish_Slow_Power,chipfinish_Slow_WNS,chipfinish_Typical_Power,chipfinish_Typical_WNS,cts_Cell_Area,cts_Fast_Power,cts_Fast_WNS,cts_Slow_Power,cts_Slow_WNS,cts_Typical_Power,cts_Typical_WNS,floorplan_Cell_Area,floorplan_Fast_Power,floorplan_Fast_WNS,floorplan_Slow_Power,floorplan_Slow_WNS,floorplan_Typical_Power,floorplan_Typical_WNS,placement_Cell_Area,placement_Fast_Power,placement_Fast_WNS,placement_Slow_Power,placement_Slow_WNS,placement_Typical_Power,placement_Typical_WNS,route_Cell_Area,route_Fast_Power,route_Fast_WNS,route_Slow_Power,route_Slow_WNS,route_Typical_Power,route_Typical_WNS,xlen,decoders,lanes,decoder-at,dispatcher-at,relaxed-branch,relaxed-shift,relaxed-btb,with-mul,with-div,with-rvc,with-aligner-buffer,with-dispatcher-buffer,with-gshare,with-btb,with-ras,with-late-alu,btb-sets,btb-hash-width,regfile-async,allow-bypass-from,fetch-l1,lsu-l1,fetch-l1-sets,fetch-l1-ways,fetch-l1-mem-data-width-min,fetch-reduced-bank,lsu-l1-sets,lsu-l1-ways,lsu-l1-store-buffer-slots,lsu-l1-store-buffer-ops,lsu-l1-refill-count,lsu-l1-writeback-count,with-lsu-bypass,with-iterative-shift,div-radix,div-ipc
VexiiRiscv_0,800MHz,63768.1160,5.4264e+07,0.3500,1.7442e+07,-0.0821,2.9417e+07,0.2311,36864.7270,4.9932e+07,0.3913,1.5816e+07,-0.0001,2.6520e+07,0.2652,36169.1270,3.8043e+09,-181.6091,9.1808e+08,-332.2815,1.7018e+09,-212.6717,36395.5310,5.9094e+08,0.3901,3.7432e+08,-0.0005,4.6968e+08,0.2586,36916.0270,5.4251e+07,0.4102,1.7439e+07,-0.0168,2.9411e+07,0.2856,0,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,2,0,0,1,0,0,2,1,3,0,3,2,0,4,0,0,1,1,1,0
VexiiRiscv_0,400MHz,62826.1660,3.5378e+07,1.0131,8.5041e+06,-0.0751,1.6028e+07,0.7121,36073.2430,3.3015e+07,1.0159,7.6851e+06,0.0012,1.4479e+07,0.7331,35513.2800,1.9107e+09,-180.3535,4.5904e+08,-330.1834,8.5210e+08,-209.7526,35773.6790,3.0178e+08,0.8910,1.8835e+08,0.0003,2.3567e+08,0.6080,36117.3610,3.5372e+07,1.1078,8.5022e+06,-0.0099,1.6024e+07,0.8156,0,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,2,0,0,1,0,0,2,1,3,0,3,2,0,4,0,0,1,1,1,0
VexiiRiscv_0,100MHz,62826.1660,1.8909e+07,6.5763,2.1378e+06,2.4092,5.4086e+06,5.6059,36077.1150,1.8283e+07,6.8225,1.9335e+06,2.9780,5.0140e+06,5.8713,35513.2800,4.9063e+08,-172.8535,1.1476e+08,-322.6834,2.1485e+08,-202.2526,35761.1750,8.5333e+07,6.9346,4.8900e+07,3.8130,6.0266e+07,6.0406,36089.6590,1.8904e+07,6.9429,2.1370e+06,2.9484,5.4065e+06,6.0054,0,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,2,0,0,1,0,0,2,1,3,0,3,2,0,4,0,0,1,1,1,0
VexiiRiscv_1,100MHz,16578.7370,4.1853e+06,7.9344,6.8739e+05,5.3751,1.3620e+06,7.3542,9642.1020,4.0950e+06,8.0489,6.5399e+05,5.6866,1.3001e+06,7.4581,9497.7370,7.3413e+07,8.9881,4.6001e+07,7.8753,5.7505e+07,8.6795,9518.4350,7.1811e+07,8.0003,4.7008e+07,6.0659,5.7273e+07,7.4397,9644.2630,4.1841e+06,8.1150,6.8715e+05,5.6273,1.3615e+06,7.5305,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,2,1,0,0,0,0,2,1,3,0,1,2,0,5,0,1,1,0,0,1
VexiiRiscv_1,800MHz,16655.3180,1.4238e+07,0.4531,5.6129e+06,-0.0477,8.3560e+06,0.3168,9735.5780,1.3666e+07,0.4709,5.3443e+06,0.0001,7.9163e+06,0.3258,9518.6950,5.5888e+08,0.4700,3.6800e+08,-0.1450,4.5613e+08,0.2774,9571.1580,5.5666e+08,0.4260,3.6850e+08,0.0002,4.5596e+08,0.2977,9777.6570,1.4235e+07,0.4985,5.6118e+06,-0.0166,8.3540e+06,0.3545,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,2,1,0,0,0,0,2,1,3,0,1,2,0,5,0,1,1,0,0,1
VexiiRiscv_1,400MHz,16578.7370,8.8088e+06,1.1896,2.7236e+06,-0.0745,4.3818e+06,0.8748,9636.7390,8.5000e+06,1.2003,2.5889e+06,0.0018,4.1487e+06,0.8765,9502.8400,2.8136e+08,1.4883,1.8400e+08,0.3755,2.2833e+08,1.1797,9529.1870,2.7944e+08,1.1216,1.8478e+08,0.0002,2.2810e+08,0.8119,9647.4920,8.8066e+06,1.2815,2.7230e+06,0.0263,4.3807e+06,0.9708,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,2,1,0,0,0,0,2,1,3,0,1,2,0,5,0,1,1,0,0,1
VexiiRiscv_10,800MHz,97402.9680,7.2720e+07,0.3837,2.3487e+07,-0.0647,3.9056e+07,0.2594,56458.5100,6.8514e+07,0.3993,2.1409e+07,-0.0000,3.5691e+07,0.2684,55072.8490,6.1891e+09,-181.5997,9.0524e+08,-331.4584,2.2474e+09,-211.0080,55645.3840,6.1079e+08,0.3835,3.7892e+08,0.0000,4.7831e+08,0.2558,56642.9300,7.2700e+07,0.4492,2.3482e+07,-0.0164,3.9046e+07,0.3287,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,5,1,3,1,3,3,2,0,1,1,1,0,1,0
VexiiRiscv_10,100MHz,97402.9680,2.5829e+07,6.8378,2.9189e+06,3.1440,7.1872e+06,5.9745,55818.4500,2.5236e+07,7.0885,2.6569e+06,3.6248,6.7367e+06,6.2141,55054.0930,7.9552e+08,-172.8722,1.1318e+08,-322.8586,2.8389e+08,-202.3930,55484.2340,9.2213e+07,7.0997,4.9809e+07,4.3938,6.1861e+07,6.3193,55926.0570,2.5821e+07,7.2547,2.9176e+06,3.7701,7.1841e+06,6.4068,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,5,1,3,1,3,3,2,0,1,1,1,0,1,0
VexiiRiscv_10,400MHz,97402.9680,4.6677e+07,1.0010,1.1694e+07,-0.0703,2.1253e+07,0.7200,55911.2690,4.4322e+07,1.0949,1.0643e+07,0.0008,1.9447e+07,0.7860,55054.0930,3.1030e+09,-180.3722,4.5269e+08,-330.3586,1.1245e+09,-209.8930,55502.3050,3.1453e+08,1.0303,1.9085e+08,-0.0004,2.4034e+08,0.7244,56056.8240,4.6664e+07,1.1507,1.1692e+07,0.0362,2.1247e+07,0.8600,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,5,1,3,1,3,3,2,0,1,1,1,0,1,0
VexiiRiscv_100,800MHz,11779.3010,1.2572e+07,0.4320,6.2884e+06,-0.0552,8.2968e+06,0.2990,7089.0300,1.2478e+07,0.4615,6.2309e+06,0.0001,8.2180e+06,0.3196,6801.8460,5.5509e+08,0.3033,3.6916e+08,-0.4040,4.5593e+08,0.0801,6879.9730,5.5505e+08,0.4438,3.6936e+08,-0.0005,4.5606e+08,0.3068,7151.2610,1.2569e+07,0.4861,6.2875e+06,-0.0232,8.2953e+06,0.3396,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,3,0,0,0,1,1,1,0,1,0,0,1
VexiiRiscv_100,100MHz,11264.7420,2.4175e+06,7.0954,7.7039e+05,3.2592,1.1203e+06,6.1569,6518.6980,2.4096e+06,7.0961,7.6365e+05,3.4610,1.1115e+06,6.1673,6505.0460,7.0880e+07,8.0239,4.6145e+07,5.8549,5.7172e+07,7.4181,6466.2900,7.0080e+07,7.0528,4.6887e+07,3.3166,5.7069e+07,6.1258,6541.8040,2.4168e+06,7.2129,7.7022e+05,3.4249,1.1199e+06,6.2858,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,3,0,0,0,1,1,1,0,1,0,0,1
VexiiRiscv_100,400MHz,11352.1570,6.5927e+06,1.1376,3.1032e+06,-0.0720,4.1400e+06,0.8017,6586.3180,6.5795e+06,1.1242,3.0751e+06,0.0002,4.1074e+06,0.7872,6552.6380,2.7839e+08,1.2180,1.8458e+08,-0.0984,2.2807e+08,0.8862,6514.2660,2.7763e+08,0.9694,1.8507e+08,0.0001,2.2799e+08,0.6562,6608.8900,6.5913e+06,1.2006,3.1028e+06,-0.0325,4.1392e+06,0.8595,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,3,0,0,0,1,1,1,0,1,0,0,1
VexiiRiscv_101,400MHz,14258.8560,6.7331e+06,1.0299,2.8015e+06,-0.0806,3.8662e+06,0.7134,8294.1840,6.7991e+06,1.0368,2.7729e+06,0.0001,3.8497e+06,0.7253,8168.6160,2.7849e+08,1.0350,1.8443e+08,-0.3764,2.2797e+08,0.6258,8170.6130,2.7791e+08,0.9265,1.8498e+08,0.0002,2.2797e+08,0.6186,8297.2620,6.7315e+06,1.0969,2.8010e+06,-0.0277,3.8652e+06,0.7760,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,2,2,0,3,1,1,3,0,0,1,1,0,1
VexiiRiscv_101,800MHz,14637.4900,1.2586e+07,0.4165,5.7159e+06,-0.0562,7.8027e+06,0.2845,8718.1410,1.2520e+07,0.4399,5.6437e+06,-0.0000,7.7131e+06,0.3004,8400.3540,5.5503e+08,0.3030,3.6886e+08,-0.4460,4.5571e+08,0.0738,8502.2570,5.5529e+08,0.4004,3.6913e+08,-0.0006,4.5595e+08,0.2821,8787.2380,1.2583e+07,0.4539,5.7150e+06,-0.0311,7.8011e+06,0.3183,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,2,2,0,3,1,1,3,0,0,1,1,0,1
VexiiRiscv_101,100MHz,14147.3090,2.7192e+06,6.3684,6.9472e+05,1.8457,1.0849e+06,5.2730,8187.3440,2.7151e+06,6.4126,6.8577e+05,2.1470,1.0751e+06,5.3187,8116.2080,7.1276e+07,7.8131,4.6108e+07,5.4657,5.7195e+07,7.1405,8102.1990,7.0321e+07,6.4817,4.6880e+07,2.6693,5.7076e+07,5.4420,8196.0850,2.7182e+06,6.5263,6.9454e+05,2.0457,1.0845e+06,5.4297,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,2,2,0,3,1,1,3,0,0,1,1,0,1
VexiiRiscv_102,800MHz,35933.9400,3.3304e+07,0.3912,1.2390e+07,-0.0622,1.9105e+07,0.2540,20902.7660,3.1310e+07,0.4112,1.1590e+07,-0.0001,1.7744e+07,0.2739,20385.8670,5.7615e+08,-180.5789,3.7161e+08,-329.8371,4.6355e+08,-210.6954,20595.4310,5.7240e+08,0.4202,3.7208e+08,-0.0003,4.6284e+08,0.2744,20971.1390,3.3297e+07,0.4268,1.2388e+07,-0.0238,1.9102e+07,0.2897,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,2,0,6,3,2,1,1,0,0,0,0,1
VexiiRiscv_102,400MHz,35403.6210,2.2954e+07,0.9055,6.1828e+06,-0.1165,1.1260e+07,0.6326,20542.9690,2.1444e+07,0.9812,5.7651e+06,0.0000,1.0347e+07,0.6840,20092.9240,2.9255e+08,-180.0813,1.8580e+08,-330.8319,2.3239e+08,-210.9888,20229.4640,2.8931e+08,0.8334,1.8680e+08,-0.0000,2.3180e+08,0.5425,20561.4100,2.2949e+07,1.0601,6.1818e+06,-0.0324,1.1258e+07,0.7607,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,2,0,6,3,2,1,1,0,0,0,0,1
VexiiRiscv_102,100MHz,35382.1710,1.0235e+07,5.8034,1.5398e+06,0.5662,3.2653e+06,4.5650,20289.3690,9.9702e+06,6.0531,1.4397e+06,1.1741,3.0860e+06,4.8351,20071.9120,8.0286e+07,-171.8279,4.6454e+07,-321.0856,5.9115e+07,-201.9434,20129.0670,7.7142e+07,6.2098,4.7869e+07,2.1898,5.8604e+07,5.0539,20290.0390,1.0233e+07,6.1987,1.5394e+06,1.1341,3.2642e+06,4.9724,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,2,0,6,3,2,1,1,0,0,0,0,1
VexiiRiscv_103,800MHz,237809.8370,2.2465e+08,0.1764,6.4660e+07,-0.0747,1.1755e+08,0.0782,137209.8530,2.0467e+08,0.3481,5.7396e+07,-0.0001,1.0426e+08,0.2320,133715.5290,2.0567e+10,-182.9898,8.2589e+08,-335.5447,5.5392e+09,-214.8942,135497.5270,7.3206e+08,0.3445,3.9781e+08,-0.0482,5.2599e+08,0.2131,137680.2670,2.2459e+08,0.4271,6.4646e+07,-0.0197,1.1753e+08,0.2998,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,4,0,0,1,1,0,3,1,3,0,6,2,1,0,0,0,0,1,1,1
VexiiRiscv_103,100MHz,237464.6910,8.2718e+07,6.6161,7.9995e+06,2.3534,2.3639e+07,5.6528,135278.1410,7.9175e+07,6.8020,7.0678e+06,2.8765,2.1537e+07,5.8320,133592.8070,2.6329e+09,-174.2078,1.0327e+08,-326.7501,7.0113e+08,-206.1086,134845.1420,1.4067e+08,6.6613,5.6596e+07,3.4273,7.2511e+07,5.7119,135401.7810,8.2699e+07,6.9367,7.9963e+06,2.8091,2.3631e+07,5.9650,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,4,0,0,1,1,0,3,1,3,0,6,2,1,0,0,0,0,1,1,1
VexiiRiscv_103,400MHz,237409.1500,1.3905e+08,0.8121,3.2018e+07,-0.0833,6.1753e+07,0.5723,135816.5860,1.2944e+08,0.9576,2.8401e+07,-0.0001,5.5244e+07,0.6794,133559.8240,1.0307e+10,-180.4271,4.1298e+08,-330.2760,2.7726e+09,-209.9564,134903.8290,3.9333e+08,0.8477,2.0277e+08,-0.0007,2.6669e+08,0.5816,136071.2120,1.3901e+08,1.0646,3.2010e+07,-0.0083,6.1736e+07,0.7609,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,4,0,0,1,1,0,3,1,3,0,6,2,1,0,0,0,0,1,1,1
VexiiRiscv_104,100MHz,14286.1060,3.4949e+06,6.8726,8.1199e+05,2.9552,1.3470e+06,5.9141,8274.9360,3.4495e+06,6.9447,7.9065e+05,3.2868,1.3130e+06,6.0020,8194.2380,7.1965e+07,8.1014,4.6143e+07,5.9446,5.7372e+07,7.5047,8164.9350,7.1081e+07,6.8961,4.7016e+07,3.6718,5.7263e+07,5.9785,8286.3180,3.4936e+06,7.0393,8.1167e+05,3.1844,1.3463e+06,6.0815,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,3,0,2,0,2,3,0,1,1,1,0,1
VexiiRiscv_104,400MHz,14299.7320,8.4445e+06,1.0392,3.2376e+06,-0.0808,4.7260e+06,0.7327,8287.7820,8.3164e+06,1.0190,3.1560e+06,-0.0000,4.6029e+06,0.7037,8223.2810,2.7980e+08,1.2288,1.8457e+08,-0.0185,2.2844e+08,0.9059,8209.9020,2.7920e+08,0.9702,1.8521e+08,0.0000,2.2844e+08,0.6560,8293.9930,8.4417e+06,1.1248,3.2366e+06,-0.0306,4.7245e+06,0.8060,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,3,0,2,0,2,3,0,1,1,1,0,1
VexiiRiscv_104,800MHz,14737.1080,1.4300e+07,0.4647,6.5575e+06,-0.0494,9.0793e+06,0.3148,8597.1270,1.3973e+07,0.4731,6.3987e+06,-0.0001,8.8298e+06,0.3253,8443.3230,5.5691e+08,0.4133,3.6915e+08,-0.2788,4.5653e+08,0.2004,8476.9620,5.5672e+08,0.4512,3.6947e+08,0.0000,4.5669e+08,0.3102,8637.4690,1.4295e+07,0.4916,6.5556e+06,-0.0267,9.0764e+06,0.3391,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,3,0,2,0,2,3,0,1,1,1,0,1
VexiiRiscv_105,400MHz,32939.5250,1.5583e+07,0.9843,5.7563e+06,-0.0860,8.4872e+06,0.6752,18959.9190,1.5220e+07,0.9544,5.5830e+06,0.0002,8.2055e+06,0.6512,18733.6520,2.8804e+08,1.2246,1.8626e+08,-0.0505,2.3151e+08,0.8981,18775.4030,2.8590e+08,0.8358,1.8703e+08,0.0002,2.3131e+08,0.5505,18978.4970,1.5579e+07,1.0858,5.7552e+06,-0.0320,8.4852e+06,0.7844,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,4,0,1,0,1,0,4,1,0,0,0,3,2,2,1,0,1,1,1,0
VexiiRiscv_105,800MHz,33451.1300,2.6250e+07,0.3898,1.1756e+07,-0.0690,1.6345e+07,0.2504,19523.1660,2.5493e+07,0.4238,1.1407e+07,-0.0001,1.5784e+07,0.2931,18999.4410,5.6916e+08,0.3810,3.7255e+08,-0.3033,4.6211e+08,0.1695,19146.6100,5.6825e+08,0.4046,3.7304e+08,-0.0005,4.6228e+08,0.2674,19581.3200,2.6245e+07,0.4516,1.1754e+07,-0.0273,1.6342e+07,0.3025,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,4,0,1,0,1,0,4,1,0,0,0,3,2,2,1,0,1,1,1,0
VexiiRiscv_105,100MHz,32769.8650,7.0873e+06,6.3969,1.4341e+06,1.7333,2.5178e+06,5.2765,18847.2780,6.9978e+06,6.5321,1.3884e+06,2.2345,2.4450e+06,5.4511,18646.1820,7.7298e+07,8.0429,4.6571e+07,5.8429,5.8601e+07,7.4285,18651.7500,7.4375e+07,6.7368,4.7561e+07,3.2164,5.8172e+07,5.7157,18864.4870,7.0850e+06,6.6852,1.4337e+06,2.2569,2.5168e+06,5.6135,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,4,0,1,0,1,0,4,1,0,0,0,3,2,2,1,0,1,1,1,0
VexiiRiscv_106,800MHz,20173.5130,1.7794e+07,0.4922,8.3188e+06,-0.0619,1.1327e+07,0.3433,11773.0220,1.7605e+07,0.5033,8.1758e+06,-0.0000,1.1124e+07,0.3502,11498.0950,5.6024e+08,0.3250,3.7055e+08,-0.4026,4.5830e+08,0.0973,11565.9480,5.5988e+08,0.4652,3.7098e+08,-0.0001,4.5858e+08,0.3233,11807.0170,1.7790e+07,0.5249,8.3174e+06,-0.0278,1.1325e+07,0.3682,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,2,1,1,0,0,0,0,2,2,0,1,0,2,6,0,0,1,1,0,0
VexiiRiscv_106,100MHz,19940.6790,4.1216e+06,6.2169,1.0035e+06,1.4842,1.6020e+06,5.0516,11535.5910,4.0969e+06,6.2773,9.8435e+05,1.8410,1.5759e+06,5.1340,11394.3040,7.3014e+07,7.8100,4.6320e+07,5.4694,5.7668e+07,7.1383,11400.6520,7.1630e+07,6.2383,4.7140e+07,2.2762,5.7484e+07,5.1540,11564.6610,4.1202e+06,6.4344,1.0032e+06,1.7783,1.6014e+06,5.2746,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,2,1,1,0,0,0,0,2,2,0,1,0,2,6,0,0,1,1,0,0
VexiiRiscv_106,400MHz,20073.0740,1.0193e+07,1.1202,4.0290e+06,-0.0854,5.7409e+06,0.7889,11919.1920,1.0151e+07,1.0968,3.9601e+06,0.0005,5.6510e+06,0.7672,11451.7880,2.8191e+08,1.0382,1.8528e+08,-0.2303,2.2939e+08,0.6672,11457.4100,2.8072e+08,0.9716,1.8588e+08,0.0000,2.2931e+08,0.6504,11920.0400,1.0190e+07,1.1804,4.0283e+06,-0.0339,5.7395e+06,0.8435,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,2,1,1,0,0,0,0,2,2,0,1,0,2,6,0,0,1,1,0,0
VexiiRiscv_107,100MHz,30504.5400,9.1996e+06,7.5830,1.0088e+06,4.6362,2.6751e+06,6.9285,17548.6500,8.8410e+06,7.7040,9.0800e+05,4.9278,2.4623e+06,7.0443,17355.1050,7.8601e+07,-173.3023,4.6038e+07,-326.2440,5.8478e+07,-204.9448,17453.7100,7.6053e+07,7.7550,4.7514e+07,5.6368,5.8055e+07,7.1577,17554.6690,9.1974e+06,7.7936,1.0084e+06,4.9467,2.6740e+06,7.1420,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,3,1,0,1,1,6,0,0,1,0,0,0
VexiiRiscv_107,800MHz,30688.2070,2.5454e+07,0.4080,8.1886e+06,-0.0534,1.3759e+07,0.2741,17909.3220,2.3312e+07,0.4161,7.3932e+06,-0.0000,1.2348e+07,0.2775,17457.5130,5.6878e+08,-182.0506,3.6829e+08,-334.9758,4.5924e+08,-213.6881,17681.8920,5.6518e+08,0.4129,3.6877e+08,-0.0018,4.5850e+08,0.2833,17937.0380,2.5449e+07,0.4679,8.1869e+06,-0.0173,1.3756e+07,0.3263,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,3,1,0,1,1,6,0,0,1,0,0,0
VexiiRiscv_107,400MHz,30504.5400,1.7203e+07,1.1970,3.9965e+06,-0.0670,7.8310e+06,0.8874,17540.9620,1.5873e+07,1.2072,3.5928e+06,0.0015,7.0048e+06,0.8812,17351.8360,2.8869e+08,-180.8034,1.8414e+08,-333.7479,2.3023e+08,-212.4461,17465.4620,2.8538e+08,1.0552,1.8519e+08,0.0001,2.2962e+08,0.7624,17544.7370,1.7199e+07,1.2605,3.9958e+06,-0.0057,7.8293e+06,0.9281,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,3,1,0,1,1,6,0,0,1,0,0,0
VexiiRiscv_108,100MHz,127570.0490,4.4082e+07,6.7658,4.4422e+06,2.7247,1.2475e+07,5.8000,72815.8770,4.2415e+07,6.8472,3.9338e+06,3.0478,1.1431e+07,5.9080,72032.4640,5.4050e+09,-765.4127,8.4027e+07,-1430.4658,1.3291e+09,-903.8105,72513.2480,1.0760e+08,6.9896,5.1995e+07,3.9380,6.5153e+07,6.1146,72880.2960,4.4072e+07,7.0313,4.4404e+06,3.1429,1.2471e+07,6.0925,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,5,2,2,2,0,1,0,1,0,0
VexiiRiscv_108,800MHz,127863.8140,1.2176e+08,0.3576,3.6160e+07,-0.0645,6.4160e+07,0.2371,73792.2180,1.1145e+08,0.4077,3.2180e+07,-0.0000,5.7117e+07,0.2803,72174.4490,4.2959e+10,-774.1669,6.7211e+08,-1439.0062,1.0593e+10,-912.8515,72964.9070,6.4704e+08,0.3912,3.8310e+08,-0.0048,4.9178e+08,0.2572,74012.7670,1.2173e+08,0.4347,3.6152e+07,-0.0268,6.4145e+07,0.3134,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,5,2,2,2,0,1,0,1,0,0
VexiiRiscv_108,400MHz,127570.0490,8.0718e+07,0.9717,1.7764e+07,-0.0725,3.6031e+07,0.6805,72951.5270,7.4554e+07,0.9859,1.5749e+07,0.0000,3.2075e+07,0.6986,72034.8170,2.1499e+10,-772.9154,3.3606e+08,-1437.8043,5.2990e+09,-911.6003,72543.1930,3.3844e+08,0.9360,1.9389e+08,-0.0004,2.4794e+08,0.6439,73040.5840,8.0696e+07,1.0668,1.7759e+07,-0.0077,3.6021e+07,0.7696,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,5,2,2,2,0,1,0,1,0,0
VexiiRiscv_109,100MHz,53988.6120,1.0388e+07,5.6443,1.5571e+06,0.1061,3.1478e+06,4.3316,30932.7090,1.0197e+07,5.8656,1.4790e+06,0.6228,3.0135e+06,4.5601,30585.9900,8.1978e+07,-839.0219,4.6556e+07,-1774.3025,5.9329e+07,-1024.6228,30708.8910,7.7434e+07,5.7823,4.7794e+07,1.2393,5.8616e+07,4.5181,30954.3920,1.0385e+07,6.1044,1.5564e+06,0.7695,3.1461e+06,4.8275,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,4,1,1,1,1,0,5,0,3,1,2,0,2,1,1,0,0,1,1,1
VexiiRiscv_109,400MHz,54179.7760,2.1578e+07,0.9058,6.2218e+06,-0.0904,1.0482e+07,0.6293,31148.5110,2.0611e+07,0.9317,5.9025e+06,-0.0000,9.8491e+06,0.6425,30673.5140,2.9437e+08,-846.5258,1.8621e+08,-1781.7932,2.3275e+08,-1032.2808,30888.7560,2.9011e+08,0.8331,1.8710e+08,-0.0001,2.3207e+08,0.5470,31192.7940,2.1572e+07,1.0400,6.2202e+06,-0.0409,1.0479e+07,0.7447,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,4,1,1,1,1,0,5,0,3,1,2,0,2,1,1,0,0,1,1,1
VexiiRiscv_109,800MHz,54643.0370,3.3049e+07,0.3869,1.2608e+07,-0.0792,1.8877e+07,0.2616,31851.8690,3.1420e+07,0.4126,1.1981e+07,0.0000,1.7786e+07,0.2837,30933.8050,5.7729e+08,-847.7615,3.7242e+08,-1783.0469,4.6395e+08,-1033.3728,31330.1420,5.7372e+08,0.4015,3.7286e+08,-0.0032,4.6338e+08,0.2790,31975.4000,3.3040e+07,0.4408,1.2605e+07,-0.0384,1.8871e+07,0.3110,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,4,1,1,1,1,0,5,0,3,1,2,0,2,1,1,0,0,1,1,1
VexiiRiscv_11,100MHz,22459.0580,5.2433e+06,7.1506,1.0895e+06,3.6734,1.8909e+06,6.3497,12969.5840,5.2109e+06,7.2574,1.0619e+06,4.0412,1.8516e+06,6.4739,12791.0730,7.4685e+07,8.6572,4.6351e+07,7.3009,5.8043e+07,8.2740,12839.0760,7.2552e+07,7.2782,4.7288e+07,4.6452,5.7718e+07,6.5403,12993.6740,5.2415e+06,7.3386,1.0892e+06,3.9647,1.8901e+06,6.5504,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,3,2,0,0,2,0,5,1,0,0,1,0,0
VexiiRiscv_11,400MHz,22459.0580,1.2439e+07,1.1105,4.3748e+06,-0.0867,6.6387e+06,0.8026,13039.1740,1.2185e+07,1.1048,4.2577e+06,0.0005,6.4270e+06,0.7846,12791.0730,2.8665e+08,1.1572,1.8540e+08,-0.1991,2.3062e+08,0.7740,12861.4300,2.8241e+08,1.0377,1.8623e+08,0.0006,2.2998e+08,0.7283,13053.9480,1.2434e+07,1.1766,4.3737e+06,-0.0186,6.6364e+06,0.8600,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,3,2,0,0,2,0,5,1,0,0,1,0,0
